digital_version_id,work_id,provider,provider_record_id,format,canonical_landing_url,direct_file_url,reading_capability,viewer_strategy,download_capability,rights_status,local_storage_recommendation,ingestion_priority,ocr_quality
openiti_dv_0324Ashcari.RisalaIlaAhlThughr.Shamela0011214-ara1,openiti_work_0324Ashcari.RisalaIlaAhlThughr,OpenITI / KITAB Project,0324Ashcari.RisalaIlaAhlThughr.Shamela0011214-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0324Ashcari/0324Ashcari.RisalaIlaAhlThughr/0324Ashcari.RisalaIlaAhlThughr.Shamela0011214-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0324Ashcari/0324Ashcari.RisalaIlaAhlThughr/0324Ashcari.RisalaIlaAhlThughr.Shamela0011214-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0324IbnMuhammadCanbari.Majalis.Shamela0029716-ara1,openiti_work_0324IbnMuhammadCanbari.Majalis,OpenITI / KITAB Project,0324IbnMuhammadCanbari.Majalis.Shamela0029716-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0324IbnMuhammadCanbari/0324IbnMuhammadCanbari.Majalis/0324IbnMuhammadCanbari.Majalis.Shamela0029716-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0324IbnMuhammadCanbari/0324IbnMuhammadCanbari.Majalis/0324IbnMuhammadCanbari.Majalis.Shamela0029716-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0324IbnMuhammadNaysaburi.Fawaid.ShamAY0032904-ara1,openiti_work_0324IbnMuhammadNaysaburi.Fawaid,OpenITI / KITAB Project,0324IbnMuhammadNaysaburi.Fawaid.ShamAY0032904-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0324IbnMuhammadNaysaburi/0324IbnMuhammadNaysaburi.Fawaid/0324IbnMuhammadNaysaburi.Fawaid.ShamAY0032904-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0324IbnMuhammadNaysaburi/0324IbnMuhammadNaysaburi.Fawaid/0324IbnMuhammadNaysaburi.Fawaid.ShamAY0032904-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0324IbnMuhammadNaysaburi.Ziyadat.Shamela0012844-ara1,openiti_work_0324IbnMuhammadNaysaburi.Ziyadat,OpenITI / KITAB Project,0324IbnMuhammadNaysaburi.Ziyadat.Shamela0012844-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0324IbnMuhammadNaysaburi/0324IbnMuhammadNaysaburi.Ziyadat/0324IbnMuhammadNaysaburi.Ziyadat.Shamela0012844-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0324IbnMuhammadNaysaburi/0324IbnMuhammadNaysaburi.Ziyadat/0324IbnMuhammadNaysaburi.Ziyadat.Shamela0012844-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0324IbnMujahid.SabcaFiQiraat.JK000912-ara1,openiti_work_0324IbnMujahid.SabcaFiQiraat,OpenITI / KITAB Project,0324IbnMujahid.SabcaFiQiraat.JK000912-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0324IbnMujahid/0324IbnMujahid.SabcaFiQiraat/0324IbnMujahid.SabcaFiQiraat.JK000912-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0324IbnMujahid/0324IbnMujahid.SabcaFiQiraat/0324IbnMujahid.SabcaFiQiraat.JK000912-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0324IbnMujahid.SabcaFiQiraat.Shamela0005530-ara1,openiti_work_0324IbnMujahid.SabcaFiQiraat,OpenITI / KITAB Project,0324IbnMujahid.SabcaFiQiraat.Shamela0005530-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0324IbnMujahid/0324IbnMujahid.SabcaFiQiraat/0324IbnMujahid.SabcaFiQiraat.Shamela0005530-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0324IbnMujahid/0324IbnMujahid.SabcaFiQiraat/0324IbnMujahid.SabcaFiQiraat.Shamela0005530-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325AhmadIbnHadiIlaHaqq.Najat.Kraken22021802055303-ara1,openiti_work_0325AhmadIbnHadiIlaHaqq.Najat,OpenITI / KITAB Project,0325AhmadIbnHadiIlaHaqq.Najat.Kraken22021802055303-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325AhmadIbnHadiIlaHaqq/0325AhmadIbnHadiIlaHaqq.Najat/0325AhmadIbnHadiIlaHaqq.Najat.Kraken22021802055303-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325AhmadIbnHadiIlaHaqq/0325AhmadIbnHadiIlaHaqq.Najat/0325AhmadIbnHadiIlaHaqq.Najat.Kraken22021802055303-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P2,OCR_NEEDS_REVIEW
openiti_dv_0325Anonymous.MaqalatAfrudisiFiAshyaCammiyya.GRAR000006-ara1,openiti_work_0325Anonymous.MaqalatAfrudisiFiAshyaCammiyya,OpenITI / KITAB Project,0325Anonymous.MaqalatAfrudisiFiAshyaCammiyya.GRAR000006-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325Anonymous/0325Anonymous.MaqalatAfrudisiFiAshyaCammiyya/0325Anonymous.MaqalatAfrudisiFiAshyaCammiyya.GRAR000006-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325Anonymous/0325Anonymous.MaqalatAfrudisiFiAshyaCammiyya/0325Anonymous.MaqalatAfrudisiFiAshyaCammiyya.GRAR000006-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325Anonymous.MaqalatAfrudisiFiHiss.GRAR000005-ara1,openiti_work_0325Anonymous.MaqalatAfrudisiFiHiss,OpenITI / KITAB Project,0325Anonymous.MaqalatAfrudisiFiHiss.GRAR000005-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325Anonymous/0325Anonymous.MaqalatAfrudisiFiHiss/0325Anonymous.MaqalatAfrudisiFiHiss.GRAR000005-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325Anonymous/0325Anonymous.MaqalatAfrudisiFiHiss/0325Anonymous.MaqalatAfrudisiFiHiss.GRAR000005-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325Anonymous.MaqalatAfrudisiFiNushu.GRAR000001-ara1,openiti_work_0325Anonymous.MaqalatAfrudisiFiNushu,OpenITI / KITAB Project,0325Anonymous.MaqalatAfrudisiFiNushu.GRAR000001-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325Anonymous/0325Anonymous.MaqalatAfrudisiFiNushu/0325Anonymous.MaqalatAfrudisiFiNushu.GRAR000001-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325Anonymous/0325Anonymous.MaqalatAfrudisiFiNushu/0325Anonymous.MaqalatAfrudisiFiNushu.GRAR000001-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325IbnAbiThalj.TarikhAhlBayt.Masaha001950-ara1,openiti_work_0325IbnAbiThalj.TarikhAhlBayt,OpenITI / KITAB Project,0325IbnAbiThalj.TarikhAhlBayt.Masaha001950-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnAbiThalj/0325IbnAbiThalj.TarikhAhlBayt/0325IbnAbiThalj.TarikhAhlBayt.Masaha001950-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnAbiThalj/0325IbnAbiThalj.TarikhAhlBayt/0325IbnAbiThalj.TarikhAhlBayt.Masaha001950-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325IbnCabdSamadBaghdadi.Amali.Shamela0009305-ara1,openiti_work_0325IbnCabdSamadBaghdadi.Amali,OpenITI / KITAB Project,0325IbnCabdSamadBaghdadi.Amali.Shamela0009305-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnCabdSamadBaghdadi/0325IbnCabdSamadBaghdadi.Amali/0325IbnCabdSamadBaghdadi.Amali.Shamela0009305-ara1.completed,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnCabdSamadBaghdadi/0325IbnCabdSamadBaghdadi.Amali/0325IbnCabdSamadBaghdadi.Amali.Shamela0009305-ara1.completed,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325IbnIshaqWashsha.Muwashsha.JK010551-ara1,openiti_work_0325IbnIshaqWashsha.Muwashsha,OpenITI / KITAB Project,0325IbnIshaqWashsha.Muwashsha.JK010551-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnIshaqWashsha/0325IbnIshaqWashsha.Muwashsha/0325IbnIshaqWashsha.Muwashsha.JK010551-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnIshaqWashsha/0325IbnIshaqWashsha.Muwashsha/0325IbnIshaqWashsha.Muwashsha.JK010551-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325IbnIshaqWashsha.Muwashsha.Shamela0026102-ara1,openiti_work_0325IbnIshaqWashsha.Muwashsha,OpenITI / KITAB Project,0325IbnIshaqWashsha.Muwashsha.Shamela0026102-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnIshaqWashsha/0325IbnIshaqWashsha.Muwashsha/0325IbnIshaqWashsha.Muwashsha.Shamela0026102-ara1.completed,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnIshaqWashsha/0325IbnIshaqWashsha.Muwashsha/0325IbnIshaqWashsha.Muwashsha.Shamela0026102-ara1.completed,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325IbnIshaqWashsha.TafrijMuhaj.AOCP20251104012-ara1,openiti_work_0325IbnIshaqWashsha.TafrijMuhaj,OpenITI / KITAB Project,0325IbnIshaqWashsha.TafrijMuhaj.AOCP20251104012-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnIshaqWashsha/0325IbnIshaqWashsha.TafrijMuhaj/0325IbnIshaqWashsha.TafrijMuhaj.AOCP20251104012-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnIshaqWashsha/0325IbnIshaqWashsha.TafrijMuhaj/0325IbnIshaqWashsha.TafrijMuhaj.AOCP20251104012-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P2,OCR_NEEDS_REVIEW
openiti_dv_0325IbnMuhammadNaysaburi.AhadithMinMusnad.Shamela0026567-ara1,openiti_work_0325IbnMuhammadNaysaburi.AhadithMinMusnad,OpenITI / KITAB Project,0325IbnMuhammadNaysaburi.AhadithMinMusnad.Shamela0026567-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnMuhammadNaysaburi/0325IbnMuhammadNaysaburi.AhadithMinMusnad/0325IbnMuhammadNaysaburi.AhadithMinMusnad.Shamela0026567-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnMuhammadNaysaburi/0325IbnMuhammadNaysaburi.AhadithMinMusnad/0325IbnMuhammadNaysaburi.AhadithMinMusnad.Shamela0026567-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325IbnSahlRazi.AkhbarFakhkh.Sham19Y0117366-ara1,openiti_work_0325IbnSahlRazi.AkhbarFakhkh,OpenITI / KITAB Project,0325IbnSahlRazi.AkhbarFakhkh.Sham19Y0117366-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnSahlRazi/0325IbnSahlRazi.AkhbarFakhkh/0325IbnSahlRazi.AkhbarFakhkh.Sham19Y0117366-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnSahlRazi/0325IbnSahlRazi.AkhbarFakhkh/0325IbnSahlRazi.AkhbarFakhkh.Sham19Y0117366-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325IbnSahlRazi.AkhbarFakhkh.Shamela0117366BK1-ara1,openiti_work_0325IbnSahlRazi.AkhbarFakhkh,OpenITI / KITAB Project,0325IbnSahlRazi.AkhbarFakhkh.Shamela0117366BK1-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnSahlRazi/0325IbnSahlRazi.AkhbarFakhkh/0325IbnSahlRazi.AkhbarFakhkh.Shamela0117366BK1-ara1.completed,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnSahlRazi/0325IbnSahlRazi.AkhbarFakhkh/0325IbnSahlRazi.AkhbarFakhkh.Shamela0117366BK1-ara1.completed,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325IbnSahlRazi.AkhbarFakhkh.Zaydiyya0000089-ara1,openiti_work_0325IbnSahlRazi.AkhbarFakhkh,OpenITI / KITAB Project,0325IbnSahlRazi.AkhbarFakhkh.Zaydiyya0000089-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325IbnSahlRazi/0325IbnSahlRazi.AkhbarFakhkh/0325IbnSahlRazi.AkhbarFakhkh.Zaydiyya0000089-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325IbnSahlRazi/0325IbnSahlRazi.AkhbarFakhkh/0325IbnSahlRazi.AkhbarFakhkh.Zaydiyya0000089-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0325RaqqamBasri.CafwWaIctidhar.ShamAY0033734-ara1,openiti_work_0325RaqqamBasri.CafwWaIctidhar,OpenITI / KITAB Project,0325RaqqamBasri.CafwWaIctidhar.ShamAY0033734-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0325RaqqamBasri/0325RaqqamBasri.CafwWaIctidhar/0325RaqqamBasri.CafwWaIctidhar.ShamAY0033734-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0325RaqqamBasri/0325RaqqamBasri.CafwWaIctidhar/0325RaqqamBasri.CafwWaIctidhar.ShamAY0033734-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.FadilatShukr.JK000048-ara1,openiti_work_0327AbuBakrKharaiti.FadilatShukr,OpenITI / KITAB Project,0327AbuBakrKharaiti.FadilatShukr.JK000048-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.FadilatShukr/0327AbuBakrKharaiti.FadilatShukr.JK000048-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.FadilatShukr/0327AbuBakrKharaiti.FadilatShukr.JK000048-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.FadilatShukr.Shamela0013140-ara1,openiti_work_0327AbuBakrKharaiti.FadilatShukr,OpenITI / KITAB Project,0327AbuBakrKharaiti.FadilatShukr.Shamela0013140-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.FadilatShukr/0327AbuBakrKharaiti.FadilatShukr.Shamela0013140-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.FadilatShukr/0327AbuBakrKharaiti.FadilatShukr.Shamela0013140-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.FadilatShukr.Shia002008-ara1,openiti_work_0327AbuBakrKharaiti.FadilatShukr,OpenITI / KITAB Project,0327AbuBakrKharaiti.FadilatShukr.Shia002008-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.FadilatShukr/0327AbuBakrKharaiti.FadilatShukr.Shia002008-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.FadilatShukr/0327AbuBakrKharaiti.FadilatShukr.Shia002008-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.HawatifJinan.JK009207-ara1,openiti_work_0327AbuBakrKharaiti.HawatifJinan,OpenITI / KITAB Project,0327AbuBakrKharaiti.HawatifJinan.JK009207-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.HawatifJinan/0327AbuBakrKharaiti.HawatifJinan.JK009207-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.HawatifJinan/0327AbuBakrKharaiti.HawatifJinan.JK009207-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.HawatifJinan.Shamela0028183-ara1,openiti_work_0327AbuBakrKharaiti.HawatifJinan,OpenITI / KITAB Project,0327AbuBakrKharaiti.HawatifJinan.Shamela0028183-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.HawatifJinan/0327AbuBakrKharaiti.HawatifJinan.Shamela0028183-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.HawatifJinan/0327AbuBakrKharaiti.HawatifJinan.Shamela0028183-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.IctilalQulub.JK011273-ara1,openiti_work_0327AbuBakrKharaiti.IctilalQulub,OpenITI / KITAB Project,0327AbuBakrKharaiti.IctilalQulub.JK011273-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.IctilalQulub/0327AbuBakrKharaiti.IctilalQulub.JK011273-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.IctilalQulub/0327AbuBakrKharaiti.IctilalQulub.JK011273-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.IctilalQulub.Shamela0001304-ara1,openiti_work_0327AbuBakrKharaiti.IctilalQulub,OpenITI / KITAB Project,0327AbuBakrKharaiti.IctilalQulub.Shamela0001304-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.IctilalQulub/0327AbuBakrKharaiti.IctilalQulub.Shamela0001304-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.IctilalQulub/0327AbuBakrKharaiti.IctilalQulub.Shamela0001304-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.MakarimAkhlaq.ShamAY0033948-ara1,openiti_work_0327AbuBakrKharaiti.MakarimAkhlaq,OpenITI / KITAB Project,0327AbuBakrKharaiti.MakarimAkhlaq.ShamAY0033948-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MakarimAkhlaq/0327AbuBakrKharaiti.MakarimAkhlaq.ShamAY0033948-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MakarimAkhlaq/0327AbuBakrKharaiti.MakarimAkhlaq.ShamAY0033948-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.MakarimAkhlaq.ShamAY0033949-ara1,openiti_work_0327AbuBakrKharaiti.MakarimAkhlaq,OpenITI / KITAB Project,0327AbuBakrKharaiti.MakarimAkhlaq.ShamAY0033949-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MakarimAkhlaq/0327AbuBakrKharaiti.MakarimAkhlaq.ShamAY0033949-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MakarimAkhlaq/0327AbuBakrKharaiti.MakarimAkhlaq.ShamAY0033949-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.MakarimAkhlaq.Shamela0009595-ara1,openiti_work_0327AbuBakrKharaiti.MakarimAkhlaq,OpenITI / KITAB Project,0327AbuBakrKharaiti.MakarimAkhlaq.Shamela0009595-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MakarimAkhlaq/0327AbuBakrKharaiti.MakarimAkhlaq.Shamela0009595-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MakarimAkhlaq/0327AbuBakrKharaiti.MakarimAkhlaq.Shamela0009595-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
openiti_dv_0327AbuBakrKharaiti.MasawiAkhlaq.JK011598-ara1,openiti_work_0327AbuBakrKharaiti.MasawiAkhlaq,OpenITI / KITAB Project,0327AbuBakrKharaiti.MasawiAkhlaq.JK011598-ara1,TXT_MARKDOWN,https://github.com/OpenITI/RELEASE/blob/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MasawiAkhlaq/0327AbuBakrKharaiti.MasawiAkhlaq.JK011598-ara1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MasawiAkhlaq/0327AbuBakrKharaiti.MasawiAkhlaq.JK011598-ara1,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,P1,NOT_OCR_FLAGGED_BY_PROVIDER
