digital_version_id,work_id,edition_id_if_known,provider,provider_record_id,canonical_landing_url,read_online_url,direct_file_url,api_url,repository_url,openiti_uri,archive_identifier,doi,handle,urn,iiif_manifest,format,file_size_if_known,page_count_if_known,volume_number,ocr_available,ocr_quality,searchable_text,table_of_contents_available,chapter_structure_available,checksum_if_provider_gives_it,reading_capability,viewer_strategy,download_capability,rights_status,local_storage_recommendation,language,subcorpus,status
0222IbnBakkarDabi.AkhbarWafidat.Shamela0006717-ara1,0222IbnBakkarDabi.AkhbarWafidat,ed_8b7df24d,OpenITI / KITAB,Shamela0006717,https://github.com/OpenITI/RELEASE/blob/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidat/0222IbnBakkarDabi.AkhbarWafidat.Shamela0006717-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidat/0222IbnBakkarDabi.AkhbarWafidat.Shamela0006717-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidat/0222IbnBakkarDabi.AkhbarWafidat.Shamela0006717-ara1,0222IbnBakkarDabi.AkhbarWafidat.Shamela0006717-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0222IbnBakkarDabi.AkhbarWafidin.JK001281-ara1,0222IbnBakkarDabi.AkhbarWafidin,ed_5a186f87,OpenITI / KITAB,JK001281,https://github.com/OpenITI/RELEASE/blob/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidin/0222IbnBakkarDabi.AkhbarWafidin.JK001281-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidin/0222IbnBakkarDabi.AkhbarWafidin.JK001281-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidin/0222IbnBakkarDabi.AkhbarWafidin.JK001281-ara1,0222IbnBakkarDabi.AkhbarWafidin.JK001281-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0222IbnBakkarDabi.AkhbarWafidin.Shamela0006718-ara1,0222IbnBakkarDabi.AkhbarWafidin,ed_14467b96,OpenITI / KITAB,Shamela0006718,https://github.com/OpenITI/RELEASE/blob/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidin/0222IbnBakkarDabi.AkhbarWafidin.Shamela0006718-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidin/0222IbnBakkarDabi.AkhbarWafidin.Shamela0006718-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0222IbnBakkarDabi/0222IbnBakkarDabi.AkhbarWafidin/0222IbnBakkarDabi.AkhbarWafidin.Shamela0006718-ara1,0222IbnBakkarDabi.AkhbarWafidin.Shamela0006718-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0222IbnNaficHimsi.Hadith.Shamela0029704-ara1,0222IbnNaficHimsi.Hadith,ed_9da04916,OpenITI / KITAB,Shamela0029704,https://github.com/OpenITI/RELEASE/blob/master/data/0222IbnNaficHimsi/0222IbnNaficHimsi.Hadith/0222IbnNaficHimsi.Hadith.Shamela0029704-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0222IbnNaficHimsi/0222IbnNaficHimsi.Hadith/0222IbnNaficHimsi.Hadith.Shamela0029704-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0222IbnNaficHimsi/0222IbnNaficHimsi.Hadith/0222IbnNaficHimsi.Hadith.Shamela0029704-ara1,0222IbnNaficHimsi.Hadith.Shamela0029704-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0223IbnSalihKatibLayth.Nuskha.Shamela0009633-ara1,0223IbnSalihKatibLayth.Nuskha,ed_e42e6b7f,OpenITI / KITAB,Shamela0009633,https://github.com/OpenITI/RELEASE/blob/master/data/0223IbnSalihKatibLayth/0223IbnSalihKatibLayth.Nuskha/0223IbnSalihKatibLayth.Nuskha.Shamela0009633-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0223IbnSalihKatibLayth/0223IbnSalihKatibLayth.Nuskha/0223IbnSalihKatibLayth.Nuskha.Shamela0009633-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0223IbnSalihKatibLayth/0223IbnSalihKatibLayth.Nuskha/0223IbnSalihKatibLayth.Nuskha.Shamela0009633-ara1,0223IbnSalihKatibLayth.Nuskha.Shamela0009633-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.Amthal.JK010765-ara1,0224QasimIbnSallam.Amthal,NULL,OpenITI / KITAB,JK010765,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amthal/0224QasimIbnSallam.Amthal.JK010765-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amthal/0224QasimIbnSallam.Amthal.JK010765-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amthal/0224QasimIbnSallam.Amthal.JK010765-ara1,0224QasimIbnSallam.Amthal.JK010765-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.Amthal.Shamela0000135-ara1,0224QasimIbnSallam.Amthal,ed_25cccb4c,OpenITI / KITAB,Shamela0000135,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amthal/0224QasimIbnSallam.Amthal.Shamela0000135-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amthal/0224QasimIbnSallam.Amthal.Shamela0000135-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amthal/0224QasimIbnSallam.Amthal.Shamela0000135-ara1,0224QasimIbnSallam.Amthal.Shamela0000135-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.Amwal.JK006800-ara1,0224QasimIbnSallam.Amwal,ed_18ad70a1,OpenITI / KITAB,JK006800,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.JK006800-ara1.completed,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.JK006800-ara1.completed,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.JK006800-ara1.completed,0224QasimIbnSallam.Amwal.JK006800-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.Amwal.ShamAY0034007-ara1,0224QasimIbnSallam.Amwal,ed_a8c7f1ef,OpenITI / KITAB,ShamAY0034007,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.ShamAY0034007-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.ShamAY0034007-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.ShamAY0034007-ara1,0224QasimIbnSallam.Amwal.ShamAY0034007-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.Amwal.Shamela0012999-ara1,0224QasimIbnSallam.Amwal,ed_ee305f60,OpenITI / KITAB,Shamela0012999,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.Shamela0012999-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.Shamela0012999-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Amwal/0224QasimIbnSallam.Amwal.Shamela0012999-ara1,0224QasimIbnSallam.Amwal.Shamela0012999-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.FadailQuran.JK011565-ara1,0224QasimIbnSallam.FadailQuran,NULL,OpenITI / KITAB,JK011565,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.FadailQuran/0224QasimIbnSallam.FadailQuran.JK011565-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.FadailQuran/0224QasimIbnSallam.FadailQuran.JK011565-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.FadailQuran/0224QasimIbnSallam.FadailQuran.JK011565-ara1,0224QasimIbnSallam.FadailQuran.JK011565-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.FadailQuran.Shamela0012524-ara1,0224QasimIbnSallam.FadailQuran,ed_2fe89ed1,OpenITI / KITAB,Shamela0012524,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.FadailQuran/0224QasimIbnSallam.FadailQuran.Shamela0012524-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.FadailQuran/0224QasimIbnSallam.FadailQuran.Shamela0012524-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.FadailQuran/0224QasimIbnSallam.FadailQuran.Shamela0012524-ara1,0224QasimIbnSallam.FadailQuran.Shamela0012524-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.GharibHadith.JK000718-ara1,0224QasimIbnSallam.GharibHadith,ed_85358d95,OpenITI / KITAB,JK000718,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.JK000718-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.JK000718-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.JK000718-ara1,0224QasimIbnSallam.GharibHadith.JK000718-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.GharibHadith.Sham19Y0032196-ara1,0224QasimIbnSallam.GharibHadith,ed_1a82cf9a,OpenITI / KITAB,Sham19Y0032196,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Sham19Y0032196-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Sham19Y0032196-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Sham19Y0032196-ara1,0224QasimIbnSallam.GharibHadith.Sham19Y0032196-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.GharibHadith.Shamela0001309-ara1,0224QasimIbnSallam.GharibHadith,ed_4f96725b,OpenITI / KITAB,Shamela0001309,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Shamela0001309-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Shamela0001309-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Shamela0001309-ara1,0224QasimIbnSallam.GharibHadith.Shamela0001309-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.GharibHadith.Shia003895Vols-ara1,0224QasimIbnSallam.GharibHadith,ed_bd577029,OpenITI / KITAB,Shia003895Vols,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Shia003895Vols-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Shia003895Vols-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Shia003895Vols-ara1,0224QasimIbnSallam.GharibHadith.Shia003895Vols-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.GharibMusannaf.Shamela0001536-ara1,0224QasimIbnSallam.GharibMusannaf,ed_f677590b,OpenITI / KITAB,Shamela0001536,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibMusannaf/0224QasimIbnSallam.GharibMusannaf.Shamela0001536-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibMusannaf/0224QasimIbnSallam.GharibMusannaf.Shamela0001536-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.GharibMusannaf/0224QasimIbnSallam.GharibMusannaf.Shamela0001536-ara1,0224QasimIbnSallam.GharibMusannaf.Shamela0001536-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.Iman.JK010286-ara1,0224QasimIbnSallam.Iman,NULL,OpenITI / KITAB,JK010286,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.JK010286-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.JK010286-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.JK010286-ara1,0224QasimIbnSallam.Iman.JK010286-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.Iman.Shamela0010638-ara1,0224QasimIbnSallam.Iman,ed_2c3b4324,OpenITI / KITAB,Shamela0010638,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.Shamela0010638-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.Shamela0010638-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.Shamela0010638-ara1,0224QasimIbnSallam.Iman.Shamela0010638-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0224QasimIbnSallam.Iman.Shamela0011316-ara1,0224QasimIbnSallam.Iman,ed_5108f1f5,OpenITI / KITAB,Shamela0011316,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.Shamela0011316-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.Shamela0011316-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Iman/0224QasimIbnSallam.Iman.Shamela0011316-ara1,0224QasimIbnSallam.Iman.Shamela0011316-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.KhutabWaMawaciz.Shamela0026510-ara1,0224QasimIbnSallam.KhutabWaMawaciz,ed_5198e240,OpenITI / KITAB,Shamela0026510,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.KhutabWaMawaciz/0224QasimIbnSallam.KhutabWaMawaciz.Shamela0026510-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.KhutabWaMawaciz/0224QasimIbnSallam.KhutabWaMawaciz.Shamela0026510-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.KhutabWaMawaciz/0224QasimIbnSallam.KhutabWaMawaciz.Shamela0026510-ara1,0224QasimIbnSallam.KhutabWaMawaciz.Shamela0026510-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.LughatQabail.Shamela0000920-ara1,0224QasimIbnSallam.LughatQabail,NULL,OpenITI / KITAB,Shamela0000920,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.LughatQabail/0224QasimIbnSallam.LughatQabail.Shamela0000920-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.LughatQabail/0224QasimIbnSallam.LughatQabail.Shamela0000920-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.LughatQabail/0224QasimIbnSallam.LughatQabail.Shamela0000920-ara1,0224QasimIbnSallam.LughatQabail.Shamela0000920-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.Nasab.Kraken220810012742-ara1,0224QasimIbnSallam.Nasab,ed_00fdc0a5,OpenITI / KITAB,Kraken220810012742,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Nasab/0224QasimIbnSallam.Nasab.Kraken220810012742-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Nasab/0224QasimIbnSallam.Nasab.Kraken220810012742-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.Nasab/0224QasimIbnSallam.Nasab.Kraken220810012742-ara1,0224QasimIbnSallam.Nasab.Kraken220810012742-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,true,OCR_NEEDS_REVIEW,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.NasikhWaMansukh.JK011442-ara1,0224QasimIbnSallam.NasikhWaMansukh,NULL,OpenITI / KITAB,JK011442,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.NasikhWaMansukh/0224QasimIbnSallam.NasikhWaMansukh.JK011442-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.NasikhWaMansukh/0224QasimIbnSallam.NasikhWaMansukh.JK011442-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.NasikhWaMansukh/0224QasimIbnSallam.NasikhWaMansukh.JK011442-ara1,0224QasimIbnSallam.NasikhWaMansukh.JK011442-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0224QasimIbnSallam.NasikhWaMansukh.Shamela0012523-ara1,0224QasimIbnSallam.NasikhWaMansukh,ed_a9cca7fa,OpenITI / KITAB,Shamela0012523,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.NasikhWaMansukh/0224QasimIbnSallam.NasikhWaMansukh.Shamela0012523-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0224QasimIbnSallam/0224QasimIbnSallam.NasikhWaMansukh/0224QasimIbnSallam.NasikhWaMansukh.Shamela0012523-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0224QasimIbnSallam/0224QasimIbnSallam.NasikhWaMansukh/0224QasimIbnSallam.NasikhWaMansukh.Shamela0012523-ara1,0224QasimIbnSallam.NasikhWaMansukh.Shamela0012523-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
