digital_version_id,work_id,edition_id_if_known,provider,provider_record_id,canonical_landing_url,read_online_url,direct_file_url,api_url,repository_url,openiti_uri,archive_identifier,doi,handle,urn,iiif_manifest,format,file_size_if_known,page_count_if_known,volume_number,ocr_available,ocr_quality,searchable_text,table_of_contents_available,chapter_structure_available,checksum_if_provider_gives_it,reading_capability,viewer_strategy,download_capability,rights_status,local_storage_recommendation,language,subcorpus,status
0001AbuTalibCabdManaf.Diwan.JK007501-ara1,0001AbuTalibCabdManaf.Diwan,NULL,OpenITI / KITAB,JK007501,https://github.com/OpenITI/RELEASE/blob/master/data/0001AbuTalibCabdManaf/0001AbuTalibCabdManaf.Diwan/0001AbuTalibCabdManaf.Diwan.JK007501-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001AbuTalibCabdManaf/0001AbuTalibCabdManaf.Diwan/0001AbuTalibCabdManaf.Diwan.JK007501-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001AbuTalibCabdManaf/0001AbuTalibCabdManaf.Diwan/0001AbuTalibCabdManaf.Diwan.JK007501-ara1,0001AbuTalibCabdManaf.Diwan.JK007501-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001AbuTalibCabdManaf.Diwan.ShamAY0037822-ara1,0001AbuTalibCabdManaf.Diwan,NULL,OpenITI / KITAB,ShamAY0037822,https://github.com/OpenITI/RELEASE/blob/master/data/0001AbuTalibCabdManaf/0001AbuTalibCabdManaf.Diwan/0001AbuTalibCabdManaf.Diwan.ShamAY0037822-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001AbuTalibCabdManaf/0001AbuTalibCabdManaf.Diwan/0001AbuTalibCabdManaf.Diwan.ShamAY0037822-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001AbuTalibCabdManaf/0001AbuTalibCabdManaf.Diwan/0001AbuTalibCabdManaf.Diwan.ShamAY0037822-ara1,0001AbuTalibCabdManaf.Diwan.ShamAY0037822-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001AwsIbnHajar.Diwan.JK007502-ara1,0001AwsIbnHajar.Diwan,NULL,OpenITI / KITAB,JK007502,https://github.com/OpenITI/RELEASE/blob/master/data/0001AwsIbnHajar/0001AwsIbnHajar.Diwan/0001AwsIbnHajar.Diwan.JK007502-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001AwsIbnHajar/0001AwsIbnHajar.Diwan/0001AwsIbnHajar.Diwan.JK007502-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001AwsIbnHajar/0001AwsIbnHajar.Diwan/0001AwsIbnHajar.Diwan.JK007502-ara1,0001AwsIbnHajar.Diwan.JK007502-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001AwsIbnHajar.Diwan.ShamAY0037914-ara1,0001AwsIbnHajar.Diwan,NULL,OpenITI / KITAB,ShamAY0037914,https://github.com/OpenITI/RELEASE/blob/master/data/0001AwsIbnHajar/0001AwsIbnHajar.Diwan/0001AwsIbnHajar.Diwan.ShamAY0037914-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001AwsIbnHajar/0001AwsIbnHajar.Diwan/0001AwsIbnHajar.Diwan.ShamAY0037914-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001AwsIbnHajar/0001AwsIbnHajar.Diwan/0001AwsIbnHajar.Diwan.ShamAY0037914-ara1,0001AwsIbnHajar.Diwan.ShamAY0037914-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001CalqamaFahl.Diwan.JK007522-ara1,0001CalqamaFahl.Diwan,NULL,OpenITI / KITAB,JK007522,https://github.com/OpenITI/RELEASE/blob/master/data/0001CalqamaFahl/0001CalqamaFahl.Diwan/0001CalqamaFahl.Diwan.JK007522-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CalqamaFahl/0001CalqamaFahl.Diwan/0001CalqamaFahl.Diwan.JK007522-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CalqamaFahl/0001CalqamaFahl.Diwan/0001CalqamaFahl.Diwan.JK007522-ara1,0001CalqamaFahl.Diwan.JK007522-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001CalqamaFahl.Diwan.ShamAY0037936-ara1,0001CalqamaFahl.Diwan,NULL,OpenITI / KITAB,ShamAY0037936,https://github.com/OpenITI/RELEASE/blob/master/data/0001CalqamaFahl/0001CalqamaFahl.Diwan/0001CalqamaFahl.Diwan.ShamAY0037936-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CalqamaFahl/0001CalqamaFahl.Diwan/0001CalqamaFahl.Diwan.ShamAY0037936-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CalqamaFahl/0001CalqamaFahl.Diwan/0001CalqamaFahl.Diwan.ShamAY0037936-ara1,0001CalqamaFahl.Diwan.ShamAY0037936-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001CamrIbnKulthum.Diwan.JK007524-ara1,0001CamrIbnKulthum.Diwan,NULL,OpenITI / KITAB,JK007524,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Diwan/0001CamrIbnKulthum.Diwan.JK007524-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Diwan/0001CamrIbnKulthum.Diwan.JK007524-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Diwan/0001CamrIbnKulthum.Diwan.JK007524-ara1,0001CamrIbnKulthum.Diwan.JK007524-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001CamrIbnKulthum.Diwan.ShamAY0037904-ara1,0001CamrIbnKulthum.Diwan,NULL,OpenITI / KITAB,ShamAY0037904,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Diwan/0001CamrIbnKulthum.Diwan.ShamAY0037904-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Diwan/0001CamrIbnKulthum.Diwan.ShamAY0037904-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Diwan/0001CamrIbnKulthum.Diwan.ShamAY0037904-ara1,0001CamrIbnKulthum.Diwan.ShamAY0037904-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001CamrIbnKulthum.Mucallaqa.ShamAY0038526-ara1,0001CamrIbnKulthum.Mucallaqa,NULL,OpenITI / KITAB,ShamAY0038526,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Mucallaqa/0001CamrIbnKulthum.Mucallaqa.ShamAY0038526-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Mucallaqa/0001CamrIbnKulthum.Mucallaqa.ShamAY0038526-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Mucallaqa/0001CamrIbnKulthum.Mucallaqa.ShamAY0038526-ara1,0001CamrIbnKulthum.Mucallaqa.ShamAY0038526-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001CamrIbnMalik.Diwan.JK007525-ara1,0001CamrIbnMalik.Diwan,NULL,OpenITI / KITAB,JK007525,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnMalik/0001CamrIbnMalik.Diwan/0001CamrIbnMalik.Diwan.JK007525-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CamrIbnMalik/0001CamrIbnMalik.Diwan/0001CamrIbnMalik.Diwan.JK007525-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnMalik/0001CamrIbnMalik.Diwan/0001CamrIbnMalik.Diwan.JK007525-ara1,0001CamrIbnMalik.Diwan.JK007525-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001CamrIbnQumaya.Diwan.JK007523-ara1,0001CamrIbnQumaya.Diwan,NULL,OpenITI / KITAB,JK007523,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.JK007523-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.JK007523-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.JK007523-ara1,0001CamrIbnQumaya.Diwan.JK007523-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1,0001CamrIbnQumaya.Diwan,NULL,OpenITI / KITAB,ShamAY0037903,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1,0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001CantaraIbnShaddad.Diwan.JK007526-ara1,0001CantaraIbnShaddad.Diwan,NULL,OpenITI / KITAB,JK007526,https://github.com/OpenITI/RELEASE/blob/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.JK007526-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.JK007526-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.JK007526-ara1,0001CantaraIbnShaddad.Diwan.JK007526-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2,0001CantaraIbnShaddad.Diwan,ed_656dc7c4,OpenITI / KITAB,LAL2018100901,https://github.com/OpenITI/RELEASE/blob/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2,0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1,0001CantaraIbnShaddad.Diwan,NULL,OpenITI / KITAB,ShamAY0037906,https://github.com/OpenITI/RELEASE/blob/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1,0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1,0001CantaraIbnShaddad.Mucallaqa,NULL,OpenITI / KITAB,ShamAY0038527,https://github.com/OpenITI/RELEASE/blob/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Mucallaqa/0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Mucallaqa/0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Mucallaqa/0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1,0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001CurwaIbnWard.Diwan.JK007521-ara1,0001CurwaIbnWard.Diwan,NULL,OpenITI / KITAB,JK007521,https://github.com/OpenITI/RELEASE/blob/master/data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.JK007521-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.JK007521-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.JK007521-ara1,0001CurwaIbnWard.Diwan.JK007521-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001CurwaIbnWard.Diwan.ShamAY0037959-ara1,0001CurwaIbnWard.Diwan,NULL,OpenITI / KITAB,ShamAY0037959,https://github.com/OpenITI/RELEASE/blob/master/data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.ShamAY0037959-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.ShamAY0037959-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.ShamAY0037959-ara1,0001CurwaIbnWard.Diwan.ShamAY0037959-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001HajibIbnMudallil.Diwan.JK007515-ara1,0001HajibIbnMudallil.Diwan,NULL,OpenITI / KITAB,JK007515,https://github.com/OpenITI/RELEASE/blob/master/data/0001HajibIbnMudallil/0001HajibIbnMudallil.Diwan/0001HajibIbnMudallil.Diwan.JK007515-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001HajibIbnMudallil/0001HajibIbnMudallil.Diwan/0001HajibIbnMudallil.Diwan.JK007515-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001HajibIbnMudallil/0001HajibIbnMudallil.Diwan/0001HajibIbnMudallil.Diwan.JK007515-ara1,0001HajibIbnMudallil.Diwan.JK007515-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001HarithIbnHilliza.Diwan.JK007505-ara1,0001HarithIbnHilliza.Diwan,NULL,OpenITI / KITAB,JK007505,https://github.com/OpenITI/RELEASE/blob/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.JK007505-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.JK007505-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.JK007505-ara1,0001HarithIbnHilliza.Diwan.JK007505-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1,0001HarithIbnHilliza.Diwan,NULL,OpenITI / KITAB,ShamAY0037848,https://github.com/OpenITI/RELEASE/blob/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1,0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1,0001HarithIbnHilliza.Mucallaqa,NULL,OpenITI / KITAB,ShamAY0038524,https://github.com/OpenITI/RELEASE/blob/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Mucallaqa/0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Mucallaqa/0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Mucallaqa/0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1,0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001HatimTai.Diwan.JK007514-ara1,0001HatimTai.Diwan,NULL,OpenITI / KITAB,JK007514,https://github.com/OpenITI/RELEASE/blob/master/data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.JK007514-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.JK007514-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.JK007514-ara1,0001HatimTai.Diwan.JK007514-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001HatimTai.Diwan.ShamAY0037913-ara1,0001HatimTai.Diwan,NULL,OpenITI / KITAB,ShamAY0037913,https://github.com/OpenITI/RELEASE/blob/master/data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.ShamAY0037913-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.ShamAY0037913-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.ShamAY0037913-ara1,0001HatimTai.Diwan.ShamAY0037913-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
0001ImruQaysIbnHujr.Diwan.JK007512-ara1,0001ImruQaysIbnHujr.Diwan,NULL,OpenITI / KITAB,JK007512,https://github.com/OpenITI/RELEASE/blob/master/data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.JK007512-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.JK007512-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.JK007512-ara1,0001ImruQaysIbnHujr.Diwan.JK007512-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,pri
0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1,0001ImruQaysIbnHujr.Diwan,ed_c32f0687,OpenITI / KITAB,Shamela0027112,https://github.com/OpenITI/RELEASE/blob/master/data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1,NULL,https://raw.githubusercontent.com/OpenITI/RELEASE/master/data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1,NULL,https://github.com/OpenITI/RELEASE/blob/master/data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1,0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1,NULL,10.5281/zenodo.17767721,NULL,NULL,NULL,TXT,NULL,NULL,NULL,false,NULL,true,UNVERIFIED,UNVERIFIED,NULL,CAN_IMPORT_TEXT,TEXT_READER,DOWNLOAD_ALLOWED,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,ara,ara,sec
