manuscript_id,work_id,record_type,institution,collection,shelfmark,catalog_title,catalog_url,digitized_url,iiif_manifest,folio_count,date,place,scribe,material,script,language,description,rights_statement,rights_url,download_allowed,local_hosting_allowed,attribution,image_resolution,ocr_available,rights_status,ingestion_priority,transcription_url
openiti_mss_MS0000Unknown.FieldCT133_4.IEDC1261-mpp1,,TRANSCRIPTION,Unknown collection,,location unknown (field no. CT-133/4),,https://www.invisible-east.org/corpus/1261/,https://www.invisible-east.org/corpus/1261/,,,,Unknown,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0000Unknown.FieldCT133_4.IEDC1261-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0000Unknown/MS0000Unknown.FieldCT133_4/MS0000Unknown.FieldCT133_4.IEDC1261-mpp1
openiti_mss_MS0000UnknownPrivate.HuartI.IEDC0150-ara1,,TRANSCRIPTION,Private Collection,,Huart I,,https://www.invisible-east.org/corpus/150/,https://www.invisible-east.org/corpus/150/,,,,unknown,,,,ara,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0000UnknownPrivate.HuartI.IEDC0150-ara1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0000UnknownPrivate/MS0000UnknownPrivate.HuartI/MS0000UnknownPrivate.HuartI.IEDC0150-ara1
openiti_mss_MS0000UnknownPrivate.HuartII.IEDC0151-ara1ugo1,,TRANSCRIPTION,Private Collection,,Huart II,,https://www.invisible-east.org/corpus/151/,https://www.invisible-east.org/corpus/151/,,,,unknown,,,,"ara,ugo",OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0000UnknownPrivate.HuartII.IEDC0151-ara1ugo1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0000UnknownPrivate/MS0000UnknownPrivate.HuartII/MS0000UnknownPrivate.HuartII.IEDC0151-ara1ugo1
openiti_mss_MS0000UnknownPrivate.HuartIII.IEDC0152-ara1ugo1,,TRANSCRIPTION,Private Collection,,Huart III,,https://www.invisible-east.org/corpus/152/,https://www.invisible-east.org/corpus/152/,,,,unknown,,,,"ara,ugo",OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0000UnknownPrivate.HuartIII.IEDC0152-ara1ugo1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0000UnknownPrivate/MS0000UnknownPrivate.HuartIII/MS0000UnknownPrivate.HuartIII.IEDC0152-ara1ugo1
openiti_mss_MS0000UnknownPrivate.SimsWilliamsJg.IEDC0025-bac1,,TRANSCRIPTION,Private Collection,,Sims-Williams jg,,https://www.invisible-east.org/corpus/25/,https://www.invisible-east.org/corpus/25/,,,,unknown,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0000UnknownPrivate.SimsWilliamsJg.IEDC0025-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0000UnknownPrivate/MS0000UnknownPrivate.SimsWilliamsJg/MS0000UnknownPrivate.SimsWilliamsJg.IEDC0025-bac1
openiti_mss_MS0000UnknownPrivate.SimsWilliamsJj.IEDC0014-bac1,,TRANSCRIPTION,Private Collection,,Sims-Williams jj,,https://www.invisible-east.org/corpus/14/,https://www.invisible-east.org/corpus/14/,,,,unknown,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0000UnknownPrivate.SimsWilliamsJj.IEDC0014-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0000UnknownPrivate/MS0000UnknownPrivate.SimsWilliamsJj/MS0000UnknownPrivate.SimsWilliamsJj.IEDC0014-bac1
openiti_mss_MS0000UnknownPrivate.SimsWilliamsUv.IEDC0013-bac1,,TRANSCRIPTION,Private Collection,,Sims-Williams Uv,,https://www.invisible-east.org/corpus/13/,https://www.invisible-east.org/corpus/13/,,,,unknown,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0000UnknownPrivate.SimsWilliamsUv.IEDC0013-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0000UnknownPrivate/MS0000UnknownPrivate.SimsWilliamsUv/MS0000UnknownPrivate.SimsWilliamsUv.IEDC0013-bac1
openiti_mss_MS0001ChicagoISAC.ISACMA154067FieldCT205_1.IEDC1267-mpp1,,TRANSCRIPTION,Institute for the Study of Ancient Cultures,,ISACM A154067 (field no. CT-205.1),,https://www.invisible-east.org/corpus/1267/,https://www.invisible-east.org/corpus/1267/,,,,Chicago,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001ChicagoISAC.ISACMA154067FieldCT205_1.IEDC1267-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001ChicagoISAC/MS0001ChicagoISAC.ISACMA154067FieldCT205_1/MS0001ChicagoISAC.ISACMA154067FieldCT205_1.IEDC1267-mpp1
openiti_mss_MS0001ChicagoISAC.ISACMA154068FieldCT205_4.IEDC1270-mpp1,,TRANSCRIPTION,Institute for the Study of Ancient Cultures,,ISACM A154068 (field no. CT-205/4),,https://www.invisible-east.org/corpus/1270/,https://www.invisible-east.org/corpus/1270/,,,,Chicago,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001ChicagoISAC.ISACMA154068FieldCT205_4.IEDC1270-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001ChicagoISAC/MS0001ChicagoISAC.ISACMA154068FieldCT205_4/MS0001ChicagoISAC.ISACMA154068FieldCT205_4.IEDC1270-mpp1
openiti_mss_MS0001ChicagoISAC.ISACMA154069FieldCT205_3a.IEDC1268-mpp1,,TRANSCRIPTION,Institute for the Study of Ancient Cultures,,ISACM A154069 (field no. CT-205/3a),,https://www.invisible-east.org/corpus/1268/,https://www.invisible-east.org/corpus/1268/,,,,Chicago,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001ChicagoISAC.ISACMA154069FieldCT205_3a.IEDC1268-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001ChicagoISAC/MS0001ChicagoISAC.ISACMA154069FieldCT205_3a/MS0001ChicagoISAC.ISACMA154069FieldCT205_3a.IEDC1268-mpp1
openiti_mss_MS0001ChicagoISAC.ISACMA154070FieldCT205_3b.IEDC1269-mpp1,,TRANSCRIPTION,Institute for the Study of Ancient Cultures,,ISACM A154070 (field no. CT-205/3b),,https://www.invisible-east.org/corpus/1269/,https://www.invisible-east.org/corpus/1269/,,,,Chicago,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001ChicagoISAC.ISACMA154070FieldCT205_3b.IEDC1269-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001ChicagoISAC/MS0001ChicagoISAC.ISACMA154070FieldCT205_3b/MS0001ChicagoISAC.ISACMA154070FieldCT205_3b.IEDC1269-mpp1
openiti_mss_MS0001PhiladelphiaPenn.PM37_33_21FieldCT135_5.IEDC1265-mpp1,,TRANSCRIPTION,Penn Museum,,PM 37-33-21 (field no. CT-135/5),,https://www.invisible-east.org/corpus/1265/,https://www.invisible-east.org/corpus/1265/,,,,Philadelphia,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001PhiladelphiaPenn.PM37_33_21FieldCT135_5.IEDC1265-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001PhiladelphiaPenn/MS0001PhiladelphiaPenn.PM37_33_21FieldCT135_5/MS0001PhiladelphiaPenn.PM37_33_21FieldCT135_5.IEDC1265-mpp1
openiti_mss_MS0001PhiladelphiaPenn.PM37_33_42FieldCT135_6.IEDC1266-mpp1,,TRANSCRIPTION,Penn Museum,,PM 37-33-42 (field no. CT-135/6),,https://www.invisible-east.org/corpus/1266/,https://www.invisible-east.org/corpus/1266/,,,,Philadelphia,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001PhiladelphiaPenn.PM37_33_42FieldCT135_6.IEDC1266-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001PhiladelphiaPenn/MS0001PhiladelphiaPenn.PM37_33_42FieldCT135_6/MS0001PhiladelphiaPenn.PM37_33_42FieldCT135_6.IEDC1266-mpp1
openiti_mss_MS0001PhiladelphiaPenn.PM37_33_50FieldCT135_4.IEDC1264-mpp1,,TRANSCRIPTION,Penn Museum,,PM 37-33-50 (field no. CT-135/4),,https://www.invisible-east.org/corpus/1264/,https://www.invisible-east.org/corpus/1264/,,,,Philadelphia,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001PhiladelphiaPenn.PM37_33_50FieldCT135_4.IEDC1264-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001PhiladelphiaPenn/MS0001PhiladelphiaPenn.PM37_33_50FieldCT135_4/MS0001PhiladelphiaPenn.PM37_33_50FieldCT135_4.IEDC1264-mpp1
openiti_mss_MS0001PhiladelphiaPenn.PM37_33_52FieldCT135_2.IEDC1263-mpp1,,TRANSCRIPTION,Penn Museum,,PM 37-33-52 (field no. CT-135/2),,https://www.invisible-east.org/corpus/1263/,https://www.invisible-east.org/corpus/1263/,,,,Philadelphia,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001PhiladelphiaPenn.PM37_33_52FieldCT135_2.IEDC1263-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001PhiladelphiaPenn/MS0001PhiladelphiaPenn.PM37_33_52FieldCT135_2/MS0001PhiladelphiaPenn.PM37_33_52FieldCT135_2.IEDC1263-mpp1
openiti_mss_MS0001PhiladelphiaPenn.PM37_33_54FieldCT135_1.IEDC1262-mpp1,,TRANSCRIPTION,Penn Museum,,PM 37-33-54 (field no. CT-135/1),,https://www.invisible-east.org/corpus/1262/,https://www.invisible-east.org/corpus/1262/,,,,Philadelphia,,,,mpp,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001PhiladelphiaPenn.PM37_33_54FieldCT135_1.IEDC1262-mpp1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001PhiladelphiaPenn/MS0001PhiladelphiaPenn.PM37_33_54FieldCT135_1/MS0001PhiladelphiaPenn.PM37_33_54FieldCT135_1.IEDC1262-mpp1
openiti_mss_MS0001PrincetonUL.Garett247B.SK202503-per1,,TRANSCRIPTION,Princeton University Library,,Garett 247B,,,,,,,Princeton :: New Jersey,,,,per,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001PrincetonUL.Garett247B.SK202503-per1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001PrincetonUL/MS0001PrincetonUL.Garett247B/MS0001PrincetonUL.Garett247B.SK202503-per1
openiti_mss_MS0001VirginiaPrivate.SimsWilliamsO.IEDC0001-bac1,,TRANSCRIPTION,Private Collection,,Sims-Williams O,,https://www.invisible-east.org/corpus/1/,https://www.invisible-east.org/corpus/1/,,,,Virginia,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0001VirginiaPrivate.SimsWilliamsO.IEDC0001-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0001VirginiaPrivate/MS0001VirginiaPrivate.SimsWilliamsO/MS0001VirginiaPrivate.SimsWilliamsO.IEDC0001-bac1
openiti_mss_MS0044LondonBL.Or8212_166.IEDC1281-jup1,,TRANSCRIPTION,British Library,,Or.8212/166,,https://www.invisible-east.org/corpus/1281/,https://www.invisible-east.org/corpus/1281/,,,,London,,,,jup,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonBL.Or8212_166.IEDC1281-jup1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonBL/MS0044LondonBL.Or8212_166/MS0044LondonBL.Or8212_166.IEDC1281-jup1
openiti_mss_MS0044LondonKhalili.DOC10.IEDC0008-bac1,,TRANSCRIPTION,Khalili Collection,,DOC 10,,https://www.invisible-east.org/corpus/8/,https://www.invisible-east.org/corpus/8/,,,,London,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC10.IEDC0008-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC10/MS0044LondonKhalili.DOC10.IEDC0008-bac1
openiti_mss_MS0044LondonKhalili.DOC112.IEDC0003-bac1,,TRANSCRIPTION,Khalili Collection,,DOC 112,,https://www.invisible-east.org/corpus/3/,https://www.invisible-east.org/corpus/3/,,,,London,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC112.IEDC0003-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC112/MS0044LondonKhalili.DOC112.IEDC0003-bac1
openiti_mss_MS0044LondonKhalili.DOC113.IEDC0011-bac1,,TRANSCRIPTION,Khalili Collection,,DOC 113,,https://www.invisible-east.org/corpus/11/,https://www.invisible-east.org/corpus/11/,,,,London,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC113.IEDC0011-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC113/MS0044LondonKhalili.DOC113.IEDC0011-bac1
openiti_mss_MS0044LondonKhalili.DOC114.IEDC0017-bac1,,TRANSCRIPTION,Khalili Collection,,DOC 114,,https://www.invisible-east.org/corpus/17/,https://www.invisible-east.org/corpus/17/,,,,London,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC114.IEDC0017-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC114/MS0044LondonKhalili.DOC114.IEDC0017-bac1
openiti_mss_MS0044LondonKhalili.DOC115.IEDC0019-bac1,,TRANSCRIPTION,Khalili Collection,,DOC 115,,https://www.invisible-east.org/corpus/19/,https://www.invisible-east.org/corpus/19/,,,,London,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC115.IEDC0019-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC115/MS0044LondonKhalili.DOC115.IEDC0019-bac1
openiti_mss_MS0044LondonKhalili.DOC116.IEDC0004-bac1,,TRANSCRIPTION,Khalili Collection,,DOC 116,,https://www.invisible-east.org/corpus/4/,https://www.invisible-east.org/corpus/4/,,,,London,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC116.IEDC0004-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC116/MS0044LondonKhalili.DOC116.IEDC0004-bac1
openiti_mss_MS0044LondonKhalili.DOC117.IEDC0005-bac1,,TRANSCRIPTION,Khalili Collection,,DOC 117,,https://www.invisible-east.org/corpus/5/,https://www.invisible-east.org/corpus/5/,,,,London,,,,bac,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC117.IEDC0005-bac1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC117/MS0044LondonKhalili.DOC117.IEDC0005-bac1
openiti_mss_MS0044LondonKhalili.DOC11AR14.IEDC0056-ara1,,TRANSCRIPTION,Khalili Collection,,DOC 11 [AR 14],,https://www.invisible-east.org/corpus/56/,https://www.invisible-east.org/corpus/56/,,,,London,,,,ara,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC11AR14.IEDC0056-ara1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC11AR14/MS0044LondonKhalili.DOC11AR14.IEDC0056-ara1
openiti_mss_MS0044LondonKhalili.DOC12AR11.IEDC0046-ara1,,TRANSCRIPTION,Khalili Collection,,DOC 12 [AR 11],,https://www.invisible-east.org/corpus/46/,https://www.invisible-east.org/corpus/46/,,,,London,,,,ara,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC12AR11.IEDC0046-ara1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC12AR11/MS0044LondonKhalili.DOC12AR11.IEDC0046-ara1
openiti_mss_MS0044LondonKhalili.DOC13AR15.IEDC0032-ara1,,TRANSCRIPTION,Khalili Collection,,DOC 13 [AR 15],,https://www.invisible-east.org/corpus/32/,https://www.invisible-east.org/corpus/32/,,,,London,,,,ara,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC13AR15.IEDC0032-ara1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC13AR15/MS0044LondonKhalili.DOC13AR15.IEDC0032-ara1
openiti_mss_MS0044LondonKhalili.DOC14AR28.IEDC0050-ara1,,TRANSCRIPTION,Khalili Collection,,DOC 14 [AR 28],,https://www.invisible-east.org/corpus/50/,https://www.invisible-east.org/corpus/50/,,,,London,,,,ara,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC14AR28.IEDC0050-ara1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC14AR28/MS0044LondonKhalili.DOC14AR28.IEDC0050-ara1
openiti_mss_MS0044LondonKhalili.DOC151.IEDC1222-per1,,TRANSCRIPTION,Khalili Collection,,DOC 151,,https://www.invisible-east.org/corpus/1222/,https://www.invisible-east.org/corpus/1222/,,,,London,,,,per,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC151.IEDC1222-per1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC151/MS0044LondonKhalili.DOC151.IEDC1222-per1
openiti_mss_MS0044LondonKhalili.DOC152Rectoa.IEDC1226-per1,,TRANSCRIPTION,Khalili Collection,,"DOC 152, recto (a)",,https://www.invisible-east.org/corpus/1226/,https://www.invisible-east.org/corpus/1226/,,,,London,,,,per,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC152Rectoa.IEDC1226-per1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC152Rectoa/MS0044LondonKhalili.DOC152Rectoa.IEDC1226-per1
openiti_mss_MS0044LondonKhalili.DOC152Rectob.IEDC1225-per1,,TRANSCRIPTION,Khalili Collection,,"DOC 152, recto (b)",,https://www.invisible-east.org/corpus/1225/,https://www.invisible-east.org/corpus/1225/,,,,London,,,,per,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC152Rectob.IEDC1225-per1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC152Rectob/MS0044LondonKhalili.DOC152Rectob.IEDC1225-per1
openiti_mss_MS0044LondonKhalili.DOC152Verso.IEDC1223-per1,,TRANSCRIPTION,Khalili Collection,,"DOC 152, verso",,https://www.invisible-east.org/corpus/1223/,https://www.invisible-east.org/corpus/1223/,,,,London,,,,per,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC152Verso.IEDC1223-per1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC152Verso/MS0044LondonKhalili.DOC152Verso.IEDC1223-per1
openiti_mss_MS0044LondonKhalili.DOC15AR23.IEDC0036-ara1,,TRANSCRIPTION,Khalili Collection,,DOC 15 [AR 23],,https://www.invisible-east.org/corpus/36/,https://www.invisible-east.org/corpus/36/,,,,London,,,,ara,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC15AR23.IEDC0036-ara1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC15AR23/MS0044LondonKhalili.DOC15AR23.IEDC0036-ara1
openiti_mss_MS0044LondonKhalili.DOC16AR24.IEDC0049-ara1,,TRANSCRIPTION,Khalili Collection,,DOC 16 [AR 24],,https://www.invisible-east.org/corpus/49/,https://www.invisible-east.org/corpus/49/,,,,London,,,,ara,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC16AR24.IEDC0049-ara1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC16AR24/MS0044LondonKhalili.DOC16AR24.IEDC0049-ara1
openiti_mss_MS0044LondonKhalili.DOC17AR3.IEDC0043-ara1,,TRANSCRIPTION,Khalili Collection,,DOC 17 [AR 3],,https://www.invisible-east.org/corpus/43/,https://www.invisible-east.org/corpus/43/,,,,London,,,,ara,OpenITI MSS machine-readable transcription; page-image rights are separate.,OpenITI transcription under CC BY-NC-SA 4.0; image rights separate,https://kitab-project.org/docs/openITI,True,True,OpenITI URI MS0044LondonKhalili.DOC17AR3.IEDC0043-ara1,,False,CLEARED_WITH_ATTRIBUTION,P1,https://raw.githubusercontent.com/OpenITI/RELEASE/v2025.1.9/data/MS0044LondonKhalili/MS0044LondonKhalili.DOC17AR3/MS0044LondonKhalili.DOC17AR3.IEDC0043-ara1
