work_id,canonical_title_ar,canonical_title_en,alternate_titles,author_id,author_name_ar,author_name_en,author_death_hijri,category_primary,category_secondary,subjects,era,language_original,description_short,work_status,bibliographic_source,bibliographic_source_url
0413ShaykhMufid.TafdilAmirMuminin,تفضيل أمير المؤمنين (ع),Tafdil Amir Muminin,,Shaykh Mufid,الشيخ المفيد,Shaykh Mufid,0413,C-الحديث النبوي,حديث,حديث,d.0413AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0413ShaykhMufid.TashihIctiqadat,تصحيح اعتقادات الإمامية,Tashih Ictiqadat,,Shaykh Mufid,الشيخ المفيد,Shaykh Mufid,0413,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0413AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuHayyanTawhidi.AkhlaqWazirayn,أخلاق الوزيرين,Aḫlāq al-wazīrayn,مثالب الوزيرين | أخلاق ال¶    صاحب ابن عباد وابن العميد,Abu Hayyan Tawhidi,التوحيدي,Abu Hayyan Tawhidi,0414,H-التراجم والطبقات,تراجم وطبقات,تراجم وطبقات,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuHayyanTawhidi.Basair,البصائر والذخائر,Basair,,Abu Hayyan Tawhidi,التوحيدي,Abu Hayyan Tawhidi,0414,P-اللغة العربية,لغة,لغة,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuHayyanTawhidi.Imtac,الامتاع و المؤانسة,al-Imtāʿ wa al-muʾānisaŧ,,Abu Hayyan Tawhidi,التوحيدي,Abu Hayyan Tawhidi,0414,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuHayyanTawhidi.Muqabasat,المقابسات,Muqabasat,,Abu Hayyan Tawhidi,التوحيدي,Abu Hayyan Tawhidi,0414,P-اللغة العربية,لغة,لغة,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuHayyanTawhidi.Sadaqa,الصداقة والصديق,Sadaqa,,Abu Hayyan Tawhidi,التوحيدي,Abu Hayyan Tawhidi,0414,P-اللغة العربية,لغة,لغة,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuQasimRazi.Fawaid,الفوائد لتمام الرازي,Fawaid,الفوائد,Abu Qasim Razi,تمام بن محمد الرازي أبو القاسم,Abu Qasim Razi,0414,H-التراجم والطبقات,تراجم وطبقات,تراجم وطبقات,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuQasimRazi.IslamZaydIbnHaritha,إسلام زيد بن حارثة وغيره من أحاديث الشيوخ,Islam Zayd Ibn Haritha,,Abu Qasim Razi,أبو القاسم تمام بن محمد بن عبد الله بن جعفر بن عبد الله بن الجنيد البجلي الرازي ثم الدمشقي (المتوفى: 414هـ),Abu Qasim Razi,0414,C-الحديث النبوي,حديث,حديث,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuQasimRazi.MusnadMuqallin,مسند المقلين من الأمراء والسلاطين,Musnad Muqallin,,Abu Qasim Razi,ابن تمام الدمشقي,Abu Qasim Razi,0414,H-التراجم والطبقات,تراجم وطبقات,تراجم وطبقات,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuSacidNaqqash.Farq,الفرق بين القضاة العادلة والجائرة والشهود الصادقة والكاذبة لأبي سعيد النقاش مخطوط,Farq,الفرق بين القضاة العادلة والجائرة، والشهود الصادقة والكاذبة - مخطوط | الفرق بين القضاة العادلة والجائرة، والشهود الصادقة والكاذبة - مخطوط,Abu Sacid Naqqash,أبو سعيد محمد بن علي بن عمرو النقاش,Abu Sacid Naqqash,0414,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuSacidNaqqash.FawaidCiraqiyyin,فوائد العراقيين,Fawaid Ciraqiyyin,,Abu Sacid Naqqash,النقاش,Abu Sacid Naqqash,0414,H-التراجم والطبقات,تراجم وطبقات,تراجم وطبقات,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuSacidNaqqash.FununCajaib,فنون العجائب,Funun Cajaib,,Abu Sacid Naqqash,أبو سعيد محمد بن علي بن عمرو النقاش,Abu Sacid Naqqash,0414,H-التراجم والطبقات,تراجم وطبقات,تراجم وطبقات,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuSacidNaqqash.Majalis,ثلاثة مجالس من أمالي أبي سعيد النقاش,Majalis,,Abu Sacid Naqqash,أبو سعيد محمد بن علي بن عمر بن مهدي الأصبهاني الحنبلي النقاش (المتوفى: 414هـ),Abu Sacid Naqqash,0414,C-الحديث النبوي,حديث,حديث,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414AbuZakariyaMuzakki.Fawaid,الجزء السابع من فوائد أبي زكريا المزكي - مخطوط,Fawaid,الجزء السابع من فوائد أبي زكريا المزكي - مخطوط,Abu Zakariya Muzakki,أبو زكريا يحيى بن إبراهيم بن محمد المزكي النيسابوري,Abu Zakariya Muzakki,0414,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414HilalHaffar.Juz,جزء هلال بن محمد الحفار، المسمى بحديث أبي عبد الله المتوثي القطان عن شيوخه,Juz,جزء هلال بن محمد الحفار، المسمى بحديث أبي عبد الله المتوثي القطان عن شيوخه | جزء هلال الحفار,Hilal Haffar,هلال الحفار,Hilal Haffar,0414,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414IbnHasanGhadairi.Juz,جزء فيه أحاديث أبي عبد الله الحسين بن الحسن الغضائري,Juz,,Ibn Hasan Ghadairi,أبو عبد الله الحسين بن الحسن بن محمد بن حلبس المخزومي، الغضائري، البغدادي (المتوفى: 414هـ),Ibn Hasan Ghadairi,0414,C-الحديث النبوي,حديث,حديث,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0414IbnMuhammadDinawari.Amali,مجلس من أمالي الشيخ الزاهد أبي بكر محمد بن الحسين ابن فنجويه الثقفي في «فضل رمضان».,Amali,,Ibn Muhammad Dinawari,أبو عبد الله الحسين بن محمد بن الحسين بن عبد الله بن صالح بن شعيب بن فنجويه الثقفي، الدينوري (المتوفى: 414هـ),Ibn Muhammad Dinawari,0414,C-الحديث النبوي,حديث,حديث,d.0414AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415CaliIbnBishranUmawi.Amali,مجلسان من أمالي أبي الحسين ابن بشران - مخطوط (ن),Amali,مجلسان من أمالي أبي الحسين بن بشران - مخطوط | مجلسان من أمالي أبي الحسين بن بشران - مخطوط,Cali Ibn Bishran Umawi,علي بن بشران الأموي,Cali Ibn Bishran Umawi,0415,C-الحديث النبوي,حديث,حديث,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415CaliIbnBishranUmawi.Fawaid,الفوائد الحسان العوالي المنتقاة من الأمالي - مخطوط,Fawaid,الفوائد الحسان العوالي المنتقاة من الأمالي لأبي الحسين ابن بشران - مخطوط | الفوائد الحسان العوالي المنتقاة من الأمالي - مخطوط,Cali Ibn Bishran Umawi,علي بن بشران الأموي,Cali Ibn Bishran Umawi,0415,C-الحديث النبوي,حديث,حديث,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415IbnMuhammadMahamili.LubabFiFiqhShafici,اللباب في الفقه الشافعي,Lubab Fi Fiqh Shafici,,Ibn Muhammad Mahamili,أحمد بن محمد بن أحمد بن القاسم الضبي، أبو الحسن ابن المحاملي الشافعي (المتوفى: 415هـ),Ibn Muhammad Mahamili,0415,J-الفقه,فقه,فقه,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415QadiCabdJabbar.ManiyyaWaAmal,المنية والأمل,Maniyya Wa Amal,المنية والأمل,Qadi Cabd Jabbar,القاضيعبد الجبار,Qadi Cabd Jabbar,0415,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415QadiCabdJabbar.MuhitBiTaklif,المحيط بالتكليف,al-Muḥīṭ bi-al-taklīf,,Qadi Cabd Jabbar,القاضيعبد الجبار,Qadi Cabd Jabbar,0415,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415QadiCabdJabbar.MutashabihQuran,NULL,Mutashabih Quran,,Qadi Cabd Jabbar,القاضيعبد الجبار,Qadi Cabd Jabbar,0415,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415QadiCabdJabbar.SharhAbiHashimJubbai,شرح عبد الجبار الهمذاني لكتاب مجهول العنوان من تأليف أبي هاشم الجبائي,Šarḥ ʿAbd al-Ǧabbār al-Hamaḏānī li-kitāb maǧhūl al-ʿunwān min taʾlīf Abī Hāšim al-Ǧubbāʾī,,Qadi Cabd Jabbar,القاضيعبد الجبار,Qadi Cabd Jabbar,0415,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415QadiCabdJabbar.SharhSahibIbnCabbad,شرح عبد الجبار الهمذاني لكتاب مجهول العنوان من تأليف الصاحب ابن عباد,Šarḥ ʿAbd al-Ǧabbār al-Hamaḏānī li-kitāb maǧhūl al-ʿunwān min taʾlīf al-Ṣāḥib ibn ʿAbbād,,Qadi Cabd Jabbar,القاضيعبد الجبار,Qadi Cabd Jabbar,0415,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415QadiCabdJabbar.SharhUsulKhamsa,NULL,Sharh Usul Khamsa,,Qadi Cabd Jabbar,القاضيعبد الجبار,Qadi Cabd Jabbar,0415,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415QadiCabdJabbar.TanzihQuran,تنزيه القرآن عن المطاعن,Tanzih Quran,تنزيه القرآن عن المطاعن,Qadi Cabd Jabbar,القاضيعبد الجبار,Qadi Cabd Jabbar,0415,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0415QadiCabdJabbar.TathbitDalailNubuwwa,تثبيت دلائل النبو,Taṯbīt dalāʾil al-nubuwwa,,Qadi Cabd Jabbar,القاضيعبد الجبار,Qadi Cabd Jabbar,0415,D-السيرة النبوية,السيرة والمغازي,السيرة والمغازي,d.0415AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0416CaliIbnMuhammadTihami.Diwan,ديوان علي بن محمد التهامي,Diwan,,Cali Ibn Muhammad Tihami,علي بن محمد التهامي,Cali Ibn Muhammad Tihami,0416,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0416AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0416IbnNahhasMisri.RuyatAllah,رؤية الله تبارك وتعالى لابن النحاس,Ruyat Allah,,Ibn Nahhas Misri,أبو محمد عبد الرحمن بن عمر بن محمد بن سعيد التجيبي المصري المالكي البزار المعروف بابن النحاس (المتوفى: 416هـ),Ibn Nahhas Misri,0416,C-الحديث النبوي,حديث,حديث,d.0416AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0416IbnTahhan.TarikhCulamaAhlMisr,تاريخ علماء أهل مصر,Tarikh Culama Ahl Misr,,Ibn Tahhan,ابن الطحان,Ibn Tahhan,0416,H-التراجم والطبقات,تراجم وطبقات,تراجم وطبقات,d.0416AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0417AbuBakrCadawi.Hadith,من حديث أبي بكر محمد بن إبراهيم العدوي - مخطوط,Hadith,,Abu Bakr Cadawi,أبو بكر العدوي,Abu Bakr Cadawi,0417,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0417AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0418AbuMansurIsfahani.Arbacuna,الجزء فيه أحاديث الأربعين - مخطوط,Arbacuna,الجزء فيه أحاديث الأربعين لأبي منصور الأصفهاني - مخطوط,Abu Mansur Isfahani,أبو منصور معمر بن أحمد الأصفهاني,Abu Mansur Isfahani,0418,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0418AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0418HibatAllahLalikai.KaramatAwliya,كرامات الأولياء,Karamat Awliya,كرامات أولياء الله عز وجل,Hibat Allah Lalikai,هبة الله اللالكائي,Hibat Allah Lalikai,0418,I-العقيدة,العقيدة,العقيدة,d.0418AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0418HibatAllahLalikai.Majlis,مجلس من مجالس أبي القاسم هبة الله بن الحسن اللالكائي - مخطوط,Majlis,مجلس من مجالس أبي القاسم هبة الله بن الحسن اللالكائي - مخطوط | مجلس من مجالس أبي القاسم اللالكائي - مخطوط,Hibat Allah Lalikai,هبة الله اللالكائي,Hibat Allah Lalikai,0418,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0418AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0418HibatAllahLalikai.SharhUsulIctiqad,شرح أصول اعتقاد أهل السنة والجماعة من الكتاب والسنة وإجماع الصحابة,Sharh Usul Ictiqad,اعتقاد أهل السنة,Hibat Allah Lalikai,هبة الله اللالكائي,Hibat Allah Lalikai,0418,I-العقيدة,العقيدة,العقيدة,d.0418AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0418WazirMaghribi.AdabKhawass,ادب الخواص,Adab Khawass,,Wazir Maghribi,الوزير المغربي,Wazir Maghribi,0418,P-اللغة العربية,لغة,لغة,d.0418AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0418WazirMaghribi.Inas,الإيناس بعلم الأنساب,Inas,,Wazir Maghribi,الوزير المغربي,Wazir Maghribi,0418,N-التاريخ الإسلامي,تاريخ,تاريخ,d.0418AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0418WazirMaghribi.Munakhkhal,NULL,Munakhkhal,,Wazir Maghribi,الوزير المغربي,Wazir Maghribi,0418,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0418AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0418WazirMaghribi.Siyasa,السياسة للوزير المغربي,Siyasa,,Wazir Maghribi,الوزير المغربي,Wazir Maghribi,0418,C-الحديث النبوي,حديث,حديث,d.0418AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0419IbnCaliHamadani.AhadithMansurIbnCammar,جزء فيه أحاديث منصور بن عمار,Ahadith Mansur Ibn Cammar,جزء فيه أحاديث منصور بن عمار,Ibn Cali Hamadani,ابن علي الهمداني,Ibn Cali Hamadani,0419,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0419AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0419IbnCaliHamadani.Amali,اثنى عشر مجلسا من أمالي أبي بكر الذكواني- مخطوط,Amali,اثنى عشر مجلسا من أمالي أبي بكر الذكواني- مخطوط,Ibn Cali Hamadani,أبو بكر محمد بن أحمد بن عبد الرحمن الذكواني المعدل,Ibn Cali Hamadani,0419,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0419AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0419IbnMuhammadBushanji.Hadith,حديث أبي الحسين بن العالي,Hadith,,Ibn Muhammad Bushanji,أبو الحسين العالي، أحمد بن محمد بن منصور العالي البوشنجي (المتوفى: 419هـ),Ibn Muhammad Bushanji,0419,C-الحديث النبوي,حديث,حديث,d.0419AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0420AbuQasimBusti.Maratib,كتاب المراتب في فضائل أمير المؤمنين و سيد الوصيين(ع),Maratib,,Abu Qasim Busti,أبو القاسم إسماعيل بن أحمد البستي‏,Abu Qasim Busti,0420,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0420AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0420IbnCabdAllahKhatibIskafi.DurratTanzil,درة التنزيل وغرة التأويل,Durrat Tanzil,,Ibn Cabd Allah Khatib Iskafi,ابن عبد الله الخطيب الاسكافي,Ibn Cabd Allah Khatib Iskafi,0420,A-القرآن الكريم وعلومه,علوم القرآن,علوم القرآن,d.0420AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0420IbnCabdAllahKhatibIskafi.LutfTadbir,NULL,Lutf Tadbir,,Ibn Cabd Allah Khatib Iskafi,ابن عبد الله الخطيب الاسكافي,Ibn Cabd Allah Khatib Iskafi,0420,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0420AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0420IbnHasanTabib.Tashbihat,التشبيهات من أشعار أهل الأندلس,Tashbihat,,Ibn Hasan Tabib,أبو عبد الله محمد بن الحسن الكتاني الطبيب (المتوفى : نحو 420هـ),Ibn Hasan Tabib,0420,P-اللغة العربية,لغة,لغة,d.0420AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0420IbnMuhammadDimashqi.ArbacunaBuldaniyya,الأربعون البلدانية,Arbacuna Buldaniyya,,Ibn Muhammad Dimashqi,مسافر بن محمد بن حاجي الدمشقي (المتوفى: 420هـ),Ibn Muhammad Dimashqi,0420,O-الجغرافيا والرحلات,بلدان ورحلات,بلدان ورحلات,d.0420AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0420IbnMuhammadDimashqi.ArbacunaFiFadailDhikrRabb,كتاب الأربعين في فضائل ذكر رب العالمين,Arbacuna Fi Fadail Dhikr Rabb,,Ibn Muhammad Dimashqi,مسافر بن محمد بن حاجي الدمشقي (المتوفى: 420هـ),Ibn Muhammad Dimashqi,0420,C-الحديث النبوي,حديث,حديث,d.0420AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0420IbnMuhammadIbnFadala.Fawaid,فوائد أبي علي بن فضالة,Fawaid,,Ibn Muhammad Ibn Fadala,عبد الرحمن بن محمد بن أحمد بن فضالة (رافضي جلد) (المتوفى: 420هـ),Ibn Muhammad Ibn Fadala,0420,C-الحديث النبوي,حديث,حديث,d.0420AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0420Musabbihi.AkhbarMisr,أخبار مصر في سنتين 414415,Aḫbār Miṣr fī Sanatayn 414-415,,Musabbihi,عز الملك أبو عبد الله محمد بن عبيد الله بن أحمد بن اسماعيل بن عبد العزيز الحراني المسبحي,Musabbihi,0420,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0420AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421AbuSacdAbi.NathrDurr,نثر الدر,Naṯr al-Durr,نثر الدرر,Abu Sacd Abi,أبو سعد الآبي,Abu Sacd Abi,0421,P-اللغة العربية,لغة,لغة,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421HasanIbnSuwar.TacliqatLiIsaghughiFurfuriyus,تعليقات ابن سوار لاساغوغي فرفريوس الصوري,Taʿlīqāt Ibn Suwār li-Isāġūġī Furfuriyūs al-Ṣūrī,,Hasan Ibn Suwar,ابن سوار,Hasan Ibn Suwar,0421,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421IbnDarrajQastali.Diwan,ديوان ابن دارج القسطلي,Diwan,,Ibn Darraj Qastali,ابن دارج القسطلي,Ibn Darraj Qastali,0421,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421IbnIbrahimJammal.Fawaid,فوائد أبي عبد الله الحسين بن إبراهيم الجمال - مخطوط,Fawaid,,Ibn Ibrahim Jammal,ابن ابراهيم الجمال,Ibn Ibrahim Jammal,0421,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421IbnMuhammadMarzuqi.AmaliMarzuqi,الأمالي,Amali Marzuqi,,Ibn Muhammad Marzuqi,أبو على أحمد بن محمد بن الحسن المرزوقي الأصفهاني (المتوفى: 421هـ),Ibn Muhammad Marzuqi,0421,P-اللغة العربية,لغة,لغة,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421IbnMuhammadMarzuqi.AzminaWaAmkina,الأزمنة والأمكنة,Azmina Wa Amkina,,Ibn Muhammad Marzuqi,أبو على أحمد بن محمد بن الحسن المرزوقي الأصفهاني (المتوفى: 421هـ),Ibn Muhammad Marzuqi,0421,P-اللغة العربية,لغة,لغة,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421IbnMuhammadMarzuqi.SharhDiwanHamasa,شرح ديوان الحماسة,Sharh Diwan Hamasa,,Ibn Muhammad Marzuqi,أبو على أحمد بن محمد بن الحسن المرزوقي الأصفهاني (المتوفى: 421 هـ),Ibn Muhammad Marzuqi,0421,P-اللغة العربية,لغة,لغة,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421Miskawayh.HawamilWaShawamil,NULL,Hawamil Wa Shawamil,,Miskawayh,مسكويه,Miskawayh,0421,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421Miskawayh.HikmaKhalida,NULL,Hikma Khalida,,Miskawayh,مسكويه,Miskawayh,0421,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421Miskawayh.TahdhibAkhlaq,تهذيب الأخلاق وتطهير الأعراق,Tahdhib Akhlaq,,Miskawayh,مسكويه,Miskawayh,0421,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
0421Miskawayh.Tajarib,تجارب الأمم وتعاقب الهمم,Taǧārib al-umam wa-taʿāqub al-himam,,Miskawayh,مسكويه,Miskawayh,0421,N-التاريخ الإسلامي,تاريخ,تاريخ,d.0421AH,ara,OpenITI 2025.1.9 provider metadata,VERIFIED_PROVIDER_METADATA,OpenITI 2025.1.9,https://zenodo.org/records/17767721
