duplicate_group_id,work_id,version_count,digital_version_ids,duplicate_basis
dup_openiti_work_0385Daraqutni.DhikrAsmaTabicin,openiti_work_0385Daraqutni.DhikrAsmaTabicin,2,"[""openiti_dv_0385Daraqutni.DhikrAsmaTabicin.JK001323-ara1"",""openiti_dv_0385Daraqutni.DhikrAsmaTabicin.Shamela0005881-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.Ducafa,openiti_work_0385Daraqutni.Ducafa,2,"[""openiti_dv_0385Daraqutni.Ducafa.ShamAY0034651-ara2"",""openiti_dv_0385Daraqutni.Ducafa.Shamela0010802-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.FadailSahaba,openiti_work_0385Daraqutni.FadailSahaba,2,"[""openiti_dv_0385Daraqutni.FadailSahaba.JK011562-ara1"",""openiti_dv_0385Daraqutni.FadailSahaba.Shamela0008238-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.FawaidMuntaqatDhuhli,openiti_work_0385Daraqutni.FawaidMuntaqatDhuhli,2,"[""openiti_dv_0385Daraqutni.FawaidMuntaqatDhuhli.JK000652-ara1"",""openiti_dv_0385Daraqutni.FawaidMuntaqatDhuhli.Shamela0013097-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.Nuzul,openiti_work_0385Daraqutni.Nuzul,2,"[""openiti_dv_0385Daraqutni.Nuzul.JK011444-ara2"",""openiti_dv_0385Daraqutni.Nuzul.Shamela0013074-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.Ruyat,openiti_work_0385Daraqutni.Ruyat,2,"[""openiti_dv_0385Daraqutni.Ruyat.JK000604-ara1"",""openiti_dv_0385Daraqutni.Ruyat.Shamela0021794-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.Sifat,openiti_work_0385Daraqutni.Sifat,3,"[""openiti_dv_0385Daraqutni.Sifat.JK000329-ara1"",""openiti_dv_0385Daraqutni.Sifat.Shamela0011331-ara2"",""openiti_dv_0385Daraqutni.Sifat.Shamela0013038-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.SualatHamza,openiti_work_0385Daraqutni.SualatHamza,2,"[""openiti_dv_0385Daraqutni.SualatHamza.JK000529-ara1"",""openiti_dv_0385Daraqutni.SualatHamza.Shia002082-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.SualatNaysaburi,openiti_work_0385Daraqutni.SualatNaysaburi,3,"[""openiti_dv_0385Daraqutni.SualatNaysaburi.JK000527-ara1"",""openiti_dv_0385Daraqutni.SualatNaysaburi.Shamela0005950-ara1"",""openiti_dv_0385Daraqutni.SualatNaysaburi.Shia002081-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385Daraqutni.Sunan,openiti_work_0385Daraqutni.Sunan,4,"[""openiti_dv_0385Daraqutni.Sunan.JK000477-ara1"",""openiti_dv_0385Daraqutni.Sunan.ShamAY0033927-ara1"",""openiti_dv_0385Daraqutni.Sunan.Shamela0009771-ara1"",""openiti_dv_0385Daraqutni.Sunan.Shia002083Vols-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnNadim.Fihrist,openiti_work_0385IbnNadim.Fihrist,4,"[""openiti_dv_0385IbnNadim.Fihrist.GRAR000030-ara2"",""openiti_dv_0385IbnNadim.Fihrist.JK000557-ara3"",""openiti_dv_0385IbnNadim.Fihrist.Shamela0007642-ara3"",""openiti_dv_0385IbnNadim.Fihrist.Shia003355-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnShahin.DhikrManIkhtalafaCulama,openiti_work_0385IbnShahin.DhikrManIkhtalafaCulama,4,"[""openiti_dv_0385IbnShahin.DhikrManIkhtalafaCulama.JK000965-ara1"",""openiti_dv_0385IbnShahin.DhikrManIkhtalafaCulama.ShamAY0034153-ara2"",""openiti_dv_0385IbnShahin.DhikrManIkhtalafaCulama.Shamela0005800-ara1"",""openiti_dv_0385IbnShahin.DhikrManIkhtalafaCulama.Shamela0008542-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnShahin.FadailFatima,openiti_work_0385IbnShahin.FadailFatima,5,"[""openiti_dv_0385IbnShahin.FadailFatima.JK000579-ara1"",""openiti_dv_0385IbnShahin.FadailFatima.ShamAY0033622-ara1"",""openiti_dv_0385IbnShahin.FadailFatima.Shamela0009434-ara1"",""openiti_dv_0385IbnShahin.FadailFatima.Shamela0009449-ara1"",""openiti_dv_0385IbnShahin.FadailFatima.Shia002087-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnShahin.JuzHadith,openiti_work_0385IbnShahin.JuzHadith,3,"[""openiti_dv_0385IbnShahin.JuzHadith.JK011503-ara1"",""openiti_dv_0385IbnShahin.JuzHadith.Shamela0008226-ara1"",""openiti_dv_0385IbnShahin.JuzHadith.Shamela0026517-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnShahin.NasikhHadithWaMansukhuh,openiti_work_0385IbnShahin.NasikhHadithWaMansukhuh,3,"[""openiti_dv_0385IbnShahin.NasikhHadithWaMansukhuh.JK000424-ara1"",""openiti_dv_0385IbnShahin.NasikhHadithWaMansukhuh.Shamela0013184-ara1"",""openiti_dv_0385IbnShahin.NasikhHadithWaMansukhuh.Shia002088-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnShahin.SharhMadhahib,openiti_work_0385IbnShahin.SharhMadhahib,4,"[""openiti_dv_0385IbnShahin.SharhMadhahib.JK001143-ara1"",""openiti_dv_0385IbnShahin.SharhMadhahib.JK009188-ara1"",""openiti_dv_0385IbnShahin.SharhMadhahib.ShamAY0033856-ara1"",""openiti_dv_0385IbnShahin.SharhMadhahib.Shamela0013124-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnShahin.TarghibFiFadailAcmal,openiti_work_0385IbnShahin.TarghibFiFadailAcmal,2,"[""openiti_dv_0385IbnShahin.TarghibFiFadailAcmal.ShamAY0034002-ara2"",""openiti_dv_0385IbnShahin.TarghibFiFadailAcmal.Shamela0008209-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnShahin.TarikhAsmaDucafa,openiti_work_0385IbnShahin.TarikhAsmaDucafa,2,"[""openiti_dv_0385IbnShahin.TarikhAsmaDucafa.ShamAY0034152-ara2"",""openiti_dv_0385IbnShahin.TarikhAsmaDucafa.Shamela0011083-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385IbnShahin.TarikhAsmaThiqat,openiti_work_0385IbnShahin.TarikhAsmaThiqat,4,"[""openiti_dv_0385IbnShahin.TarikhAsmaThiqat.JK000511-ara1"",""openiti_dv_0385IbnShahin.TarikhAsmaThiqat.ShamAY0034151-ara2"",""openiti_dv_0385IbnShahin.TarikhAsmaThiqat.Shamela0005818-ara1"",""openiti_dv_0385IbnShahin.TarikhAsmaThiqat.Shia003116-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385SahibIbnCabbadTalqani.AmthalSaira,openiti_work_0385SahibIbnCabbadTalqani.AmthalSaira,2,"[""openiti_dv_0385SahibIbnCabbadTalqani.AmthalSaira.ShamAY0034477-ara2"",""openiti_dv_0385SahibIbnCabbadTalqani.AmthalSaira.Shamela0037460-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385SahibIbnCabbadTalqani.MuhitFiLugha,openiti_work_0385SahibIbnCabbadTalqani.MuhitFiLugha,4,"[""openiti_dv_0385SahibIbnCabbadTalqani.MuhitFiLugha.JK009326-ara1"",""openiti_dv_0385SahibIbnCabbadTalqani.MuhitFiLugha.Masaha003503Vols-ara1"",""openiti_dv_0385SahibIbnCabbadTalqani.MuhitFiLugha.ShamAY0034686-ara1"",""openiti_dv_0385SahibIbnCabbadTalqani.MuhitFiLugha.Shamela0000083-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0385WaWaDimashqi.Diwan,openiti_work_0385WaWaDimashqi.Diwan,2,"[""openiti_dv_0385WaWaDimashqi.Diwan.JK007611-ara1"",""openiti_dv_0385WaWaDimashqi.Diwan.ShamAY0037832-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0386AbuTalibMakki.QutQulub,openiti_work_0386AbuTalibMakki.QutQulub,2,"[""openiti_dv_0386AbuTalibMakki.QutQulub.JK009298-ara1"",""openiti_dv_0386AbuTalibMakki.QutQulub.Shamela0000482-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0386IbnAbiZaydQayrawani.Risala,openiti_work_0386IbnAbiZaydQayrawani.Risala,4,"[""openiti_dv_0386IbnAbiZaydQayrawani.Risala.JK000171-ara1"",""openiti_dv_0386IbnAbiZaydQayrawani.Risala.Shamela0011373-ara1"",""openiti_dv_0386IbnAbiZaydQayrawani.Risala.Shamela0097806-ara1"",""openiti_dv_0386IbnAbiZaydQayrawani.Risala.Shia000903-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0386IbnCumarHarbi.Fawaid,openiti_work_0386IbnCumarHarbi.Fawaid,2,"[""openiti_dv_0386IbnCumarHarbi.Fawaid.ShamAY0032911-ara1"",""openiti_dv_0386IbnCumarHarbi.Fawaid.Shamela0029979-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0386IbnCumarHarbi.FawaidMuntaqa,openiti_work_0386IbnCumarHarbi.FawaidMuntaqa,2,"[""openiti_dv_0386IbnCumarHarbi.FawaidMuntaqa.JK011404-ara1"",""openiti_dv_0386IbnCumarHarbi.FawaidMuntaqa.Shamela0001360-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0386IbnCumarHarbi.Hadith,openiti_work_0386IbnCumarHarbi.Hadith,3,"[""openiti_dv_0386IbnCumarHarbi.Hadith.ShamAY0032931-ara1"",""openiti_dv_0386IbnCumarHarbi.Hadith.ShamAY0032958-ara1"",""openiti_dv_0386IbnCumarHarbi.Hadith.Shamela0029732-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0386IbnCumarHarbi.Harbiyyat,openiti_work_0386IbnCumarHarbi.Harbiyyat,3,"[""openiti_dv_0386IbnCumarHarbi.Harbiyyat.ShamAY0032748-ara1"",""openiti_dv_0386IbnCumarHarbi.Harbiyyat.ShamAY0038082-ara1"",""openiti_dv_0386IbnCumarHarbi.Harbiyyat.Shamela0010494-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0386IbnHasnunMuqri.LughatFiQuran,openiti_work_0386IbnHasnunMuqri.LughatFiQuran,2,"[""openiti_dv_0386IbnHasnunMuqri.LughatFiQuran.JK009253-ara1"",""openiti_dv_0386IbnHasnunMuqri.LughatFiQuran.Shamela0009598-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0387IbnBattaCukbari.IbanaCanSharica,openiti_work_0387IbnBattaCukbari.IbanaCanSharica,3,"[""openiti_dv_0387IbnBattaCukbari.IbanaCanSharica.JK001487-ara1"",""openiti_dv_0387IbnBattaCukbari.IbanaCanSharica.ShamAY0033871-ara2"",""openiti_dv_0387IbnBattaCukbari.IbanaCanSharica.ShamAY0035405-ara3""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0387IbnBattaCukbari.IbtalHiyal,openiti_work_0387IbnBattaCukbari.IbtalHiyal,2,"[""openiti_dv_0387IbnBattaCukbari.IbtalHiyal.JK000181-ara1"",""openiti_dv_0387IbnBattaCukbari.IbtalHiyal.Shamela0008257-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0387IbnBattaCukbari.SabcunaFiJihad,openiti_work_0387IbnBattaCukbari.SabcunaFiJihad,2,"[""openiti_dv_0387IbnBattaCukbari.SabcunaFiJihad.JK010195-ara1"",""openiti_dv_0387IbnBattaCukbari.SabcunaFiJihad.Shamela0001582-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0387KatibKhwarizmi.MafatihCulum,openiti_work_0387KatibKhwarizmi.MafatihCulum,2,"[""openiti_dv_0387KatibKhwarizmi.MafatihCulum.JK001148-ara1"",""openiti_dv_0387KatibKhwarizmi.MafatihCulum.Shamela0012077-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0388AbuSulaymanKhattabi.Cuzla,openiti_work_0388AbuSulaymanKhattabi.Cuzla,2,"[""openiti_dv_0388AbuSulaymanKhattabi.Cuzla.JK001213-ara1"",""openiti_dv_0388AbuSulaymanKhattabi.Cuzla.Shamela0013042-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0388AbuSulaymanKhattabi.GharibHadith,openiti_work_0388AbuSulaymanKhattabi.GharibHadith,3,"[""openiti_dv_0388AbuSulaymanKhattabi.GharibHadith.JK000239-ara1"",""openiti_dv_0388AbuSulaymanKhattabi.GharibHadith.ShamAY0032379-ara2"",""openiti_dv_0388AbuSulaymanKhattabi.GharibHadith.Shamela0012042-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0388AbuSulaymanKhattabi.GhunyaCanKalam,openiti_work_0388AbuSulaymanKhattabi.GhunyaCanKalam,2,"[""openiti_dv_0388AbuSulaymanKhattabi.GhunyaCanKalam.JK000361-ara1"",""openiti_dv_0388AbuSulaymanKhattabi.GhunyaCanKalam.ShamAY0033606-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin,openiti_work_0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin,3,"[""openiti_dv_0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin.JK006918-ara1"",""openiti_dv_0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin.Shamela0006923-ara1"",""openiti_dv_0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin.Shia002089-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0388IbnBukayrSayrafi.FadailTasmiyya,openiti_work_0388IbnBukayrSayrafi.FadailTasmiyya,3,"[""openiti_dv_0388IbnBukayrSayrafi.FadailTasmiyya.JK000569-ara1"",""openiti_dv_0388IbnBukayrSayrafi.FadailTasmiyya.Shamela0013135-ara1"",""openiti_dv_0388IbnBukayrSayrafi.FadailTasmiyya.Shia002090-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0388IbnHasanHatimi.RisalaWadiha,openiti_work_0388IbnHasanHatimi.RisalaWadiha,2,"[""openiti_dv_0388IbnHasanHatimi.RisalaWadiha.JK010777-ara1"",""openiti_dv_0388IbnHasanHatimi.RisalaWadiha.Shamela0000777-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0388Shabushti.Diyarat,openiti_work_0388Shabushti.Diyarat,3,"[""openiti_dv_0388Shabushti.Diyarat.JK010589-ara1"",""openiti_dv_0388Shabushti.Diyarat.LAL2023060101-ara2"",""openiti_dv_0388Shabushti.Diyarat.Shamela0000589-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0390IbnCabdAllahCaskari.HaththCalaTalabCilm,openiti_work_0390IbnCabdAllahCaskari.HaththCalaTalabCilm,2,"[""openiti_dv_0390IbnCabdAllahCaskari.HaththCalaTalabCilm.JK001096-ara1"",""openiti_dv_0390IbnCabdAllahCaskari.HaththCalaTalabCilm.Shamela0006861-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0390IbnZakariyaNahrawani.JalisSalih,openiti_work_0390IbnZakariyaNahrawani.JalisSalih,2,"[""openiti_dv_0390IbnZakariyaNahrawani.JalisSalih.JK010552-ara1"",""openiti_dv_0390IbnZakariyaNahrawani.JalisSalih.Shamela0007301-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0390Muqaddasi.AhsanTaqasim,openiti_work_0390Muqaddasi.AhsanTaqasim,6,"[""openiti_dv_0390Muqaddasi.AhsanTaqasim.JK000413-ara2"",""openiti_dv_0390Muqaddasi.AhsanTaqasim.MSG20191024-ara1"",""openiti_dv_0390Muqaddasi.AhsanTaqasim.MSG20230908-ara1"",""openiti_dv_0390Muqaddasi.AhsanTaqasim.Masaha004475-ara1"",""openiti_dv_0390Muqaddasi.AhsanTaqasim.ShamAY0033807-ara2"",""openiti_dv_0390Muqaddasi.AhsanTaqasim.Shamela0023696-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnCabdCazizJurjani.Wisata,openiti_work_0392IbnCabdCazizJurjani.Wisata,2,"[""openiti_dv_0392IbnCabdCazizJurjani.Wisata.JK010638-ara1"",""openiti_dv_0392IbnCabdCazizJurjani.Wisata.Shamela0000489-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.AlfazMahmuza,openiti_work_0392IbnJinniMawsili.AlfazMahmuza,2,"[""openiti_dv_0392IbnJinniMawsili.AlfazMahmuza.JK001497-ara1"",""openiti_dv_0392IbnJinniMawsili.AlfazMahmuza.Shamela0006979-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.Carud,openiti_work_0392IbnJinniMawsili.Carud,2,"[""openiti_dv_0392IbnJinniMawsili.Carud.JK000956-ara1"",""openiti_dv_0392IbnJinniMawsili.Carud.Shamela0006917-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.CilalTathniya,openiti_work_0392IbnJinniMawsili.CilalTathniya,2,"[""openiti_dv_0392IbnJinniMawsili.CilalTathniya.JK001272-ara1"",""openiti_dv_0392IbnJinniMawsili.CilalTathniya.Shamela0006995-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.CuqudHamz,openiti_work_0392IbnJinniMawsili.CuqudHamz,2,"[""openiti_dv_0392IbnJinniMawsili.CuqudHamz.JK006987-ara1"",""openiti_dv_0392IbnJinniMawsili.CuqudHamz.Shamela0006994-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.Khasais,openiti_work_0392IbnJinniMawsili.Khasais,2,"[""openiti_dv_0392IbnJinniMawsili.Khasais.JK001302-ara1"",""openiti_dv_0392IbnJinniMawsili.Khasais.Shamela0009986-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.LumacFiCarabiyya,openiti_work_0392IbnJinniMawsili.LumacFiCarabiyya,2,"[""openiti_dv_0392IbnJinniMawsili.LumacFiCarabiyya.JK001134-ara1"",""openiti_dv_0392IbnJinniMawsili.LumacFiCarabiyya.Shamela0006987-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.MubhijFiTafsirAsmaShucara,openiti_work_0392IbnJinniMawsili.MubhijFiTafsirAsmaShucara,2,"[""openiti_dv_0392IbnJinniMawsili.MubhijFiTafsirAsmaShucara.JK010614-ara1"",""openiti_dv_0392IbnJinniMawsili.MubhijFiTafsirAsmaShucara.Shamela0009244-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.SirrSinacatIcrab,openiti_work_0392IbnJinniMawsili.SirrSinacatIcrab,3,"[""openiti_dv_0392IbnJinniMawsili.SirrSinacatIcrab.JK001326-ara1"",""openiti_dv_0392IbnJinniMawsili.SirrSinacatIcrab.ShamAY0034702-ara1"",""openiti_dv_0392IbnJinniMawsili.SirrSinacatIcrab.Shamela0012017-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl,openiti_work_0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl,3,"[""openiti_dv_0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl.JK010668-ara1"",""openiti_dv_0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl.ShamAY0031951-ara1"",""openiti_dv_0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl.Shamela0000668-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0393AbuTahirMukhallis.SabcatMajalis,openiti_work_0393AbuTahirMukhallis.SabcatMajalis,2,"[""openiti_dv_0393AbuTahirMukhallis.SabcatMajalis.Shamela0008233-ara1"",""openiti_dv_0393AbuTahirMukhallis.SabcatMajalis.Shamela0009107BK5-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0393IbnHammadJawhari.SihahTajLugha,openiti_work_0393IbnHammadJawhari.SihahTajLugha,3,"[""openiti_dv_0393IbnHammadJawhari.SihahTajLugha.Masaha000955Vols-ara1"",""openiti_dv_0393IbnHammadJawhari.SihahTajLugha.Shamela0023235-ara1"",""openiti_dv_0393IbnHammadJawhari.SihahTajLugha.Shia003906Vols-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0393IbnWakicTinnisi.MunsifLiSariq,openiti_work_0393IbnWakicTinnisi.MunsifLiSariq,2,"[""openiti_dv_0393IbnWakicTinnisi.MunsifLiSariq.JK010776-ara1"",""openiti_dv_0393IbnWakicTinnisi.MunsifLiSariq.Shamela0031373-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395AbuHilalCaskari.Awail,openiti_work_0395AbuHilalCaskari.Awail,2,"[""openiti_dv_0395AbuHilalCaskari.Awail.JK010370-ara1"",""openiti_dv_0395AbuHilalCaskari.Awail.Shamela0010529-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395AbuHilalCaskari.DiwanMacani,openiti_work_0395AbuHilalCaskari.DiwanMacani,2,"[""openiti_dv_0395AbuHilalCaskari.DiwanMacani.JK006921-ara1"",""openiti_dv_0395AbuHilalCaskari.DiwanMacani.Shamela0006909-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395AbuHilalCaskari.FuruqLughawiyya,openiti_work_0395AbuHilalCaskari.FuruqLughawiyya,5,"[""openiti_dv_0395AbuHilalCaskari.FuruqLughawiyya.JK006960-ara1"",""openiti_dv_0395AbuHilalCaskari.FuruqLughawiyya.Masaha004742-ara1"",""openiti_dv_0395AbuHilalCaskari.FuruqLughawiyya.Shamela0001736-ara1"",""openiti_dv_0395AbuHilalCaskari.FuruqLughawiyya.Shamela0010414-ara1"",""openiti_dv_0395AbuHilalCaskari.FuruqLughawiyya.Shia003912-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395AbuHilalCaskari.JamharatAmthal,openiti_work_0395AbuHilalCaskari.JamharatAmthal,3,"[""openiti_dv_0395AbuHilalCaskari.JamharatAmthal.JK000972-ara1"",""openiti_dv_0395AbuHilalCaskari.JamharatAmthal.JK010560-ara1"",""openiti_dv_0395AbuHilalCaskari.JamharatAmthal.Shamela0006897-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395AbuHilalCaskari.Sinacatayn,openiti_work_0395AbuHilalCaskari.Sinacatayn,2,"[""openiti_dv_0395AbuHilalCaskari.Sinacatayn.JK006910-ara1"",""openiti_dv_0395AbuHilalCaskari.Sinacatayn.Shamela0023787-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnFarisQazwini.Ittibac,openiti_work_0395IbnFarisQazwini.Ittibac,2,"[""openiti_dv_0395IbnFarisQazwini.Ittibac.JK009165-ara1"",""openiti_dv_0395IbnFarisQazwini.Ittibac.Shamela0006933-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnFarisQazwini.MucjamMaqayis,openiti_work_0395IbnFarisQazwini.MucjamMaqayis,4,"[""openiti_dv_0395IbnFarisQazwini.MucjamMaqayis.JK008008-ara1"",""openiti_dv_0395IbnFarisQazwini.MucjamMaqayis.Masaha003703Vols-ara1"",""openiti_dv_0395IbnFarisQazwini.MucjamMaqayis.Shamela0021710-ara1"",""openiti_dv_0395IbnFarisQazwini.MucjamMaqayis.Shia003913Vols-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnFarisQazwini.Sahibi,openiti_work_0395IbnFarisQazwini.Sahibi,2,"[""openiti_dv_0395IbnFarisQazwini.Sahibi.JK010092-ara1"",""openiti_dv_0395IbnFarisQazwini.Sahibi.Shamela0009977-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnMandaMuhammad.Amali,openiti_work_0395IbnMandaMuhammad.Amali,3,"[""openiti_dv_0395IbnMandaMuhammad.Amali.Shamela0021663-ara1"",""openiti_dv_0395IbnMandaMuhammad.Amali.Shamela0029737-ara1"",""openiti_dv_0395IbnMandaMuhammad.Amali.Shamela0030769-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnMandaMuhammad.FathBab,openiti_work_0395IbnMandaMuhammad.FathBab,2,"[""openiti_dv_0395IbnMandaMuhammad.FathBab.JK007024-ara1"",""openiti_dv_0395IbnMandaMuhammad.FathBab.Shamela0005813-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnMandaMuhammad.Fawaid,openiti_work_0395IbnMandaMuhammad.Fawaid,2,"[""openiti_dv_0395IbnMandaMuhammad.Fawaid.JK000587-ara1"",""openiti_dv_0395IbnMandaMuhammad.Fawaid.Shamela0009347-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnMandaMuhammad.Iman,openiti_work_0395IbnMandaMuhammad.Iman,2,"[""openiti_dv_0395IbnMandaMuhammad.Iman.JK000384-ara1"",""openiti_dv_0395IbnMandaMuhammad.Iman.Shamela0013005-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnMandaMuhammad.MusnadIbnAdham,openiti_work_0395IbnMandaMuhammad.MusnadIbnAdham,3,"[""openiti_dv_0395IbnMandaMuhammad.MusnadIbnAdham.JK000570-ara1"",""openiti_dv_0395IbnMandaMuhammad.MusnadIbnAdham.Shamela0013153-ara1"",""openiti_dv_0395IbnMandaMuhammad.MusnadIbnAdham.Shia002091-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnMandaMuhammad.RaddCalaJahmiyya,openiti_work_0395IbnMandaMuhammad.RaddCalaJahmiyya,3,"[""openiti_dv_0395IbnMandaMuhammad.RaddCalaJahmiyya.JK000248-ara1"",""openiti_dv_0395IbnMandaMuhammad.RaddCalaJahmiyya.Shamela0003976-ara1"",""openiti_dv_0395IbnMandaMuhammad.RaddCalaJahmiyya.Shamela0013022-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnMandaMuhammad.RisalaFiFadlAkhbar,openiti_work_0395IbnMandaMuhammad.RisalaFiFadlAkhbar,2,"[""openiti_dv_0395IbnMandaMuhammad.RisalaFiFadlAkhbar.JK000714-ara1"",""openiti_dv_0395IbnMandaMuhammad.RisalaFiFadlAkhbar.Shamela0006015-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0395IbnMandaMuhammad.Tawhid,openiti_work_0395IbnMandaMuhammad.Tawhid,2,"[""openiti_dv_0395IbnMandaMuhammad.Tawhid.JK011329-ara1"",""openiti_dv_0395IbnMandaMuhammad.Tawhid.Shamela0008210-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0398AbuNasrKalabadhi.HidayaWaIrshad,openiti_work_0398AbuNasrKalabadhi.HidayaWaIrshad,2,"[""openiti_dv_0398AbuNasrKalabadhi.HidayaWaIrshad.JK000689-ara1"",""openiti_dv_0398AbuNasrKalabadhi.HidayaWaIrshad.Shamela0010902-ara1""]",Same OpenITI work URI; retain versions separately.
