duplicate_group_id,work_id,version_count,digital_version_ids,duplicate_basis
dup_openiti_work_0447AbuSalahHalabi.Kafi,openiti_work_0447AbuSalahHalabi.Kafi,2,"[""openiti_dv_0447AbuSalahHalabi.Kafi.Masaha000582-ara1"",""openiti_dv_0447AbuSalahHalabi.Kafi.Shia000023-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0448HilalSabi.RusumDarKhilafa,openiti_work_0448HilalSabi.RusumDarKhilafa,2,"[""openiti_dv_0448HilalSabi.RusumDarKhilafa.JK006980-ara1"",""openiti_dv_0448HilalSabi.RusumDarKhilafa.Shamela0008173-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0448HilalSabi.TuhfatUmara,openiti_work_0448HilalSabi.TuhfatUmara,3,"[""openiti_dv_0448HilalSabi.TuhfatUmara.JK009368-ara1"",""openiti_dv_0448HilalSabi.TuhfatUmara.ShamAY0033825-ara1"",""openiti_dv_0448HilalSabi.TuhfatUmara.Shamela0026106-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0448SallarIbnCabdCaziz.MarasimCalawiyya,openiti_work_0448SallarIbnCabdCaziz.MarasimCalawiyya,2,"[""openiti_dv_0448SallarIbnCabdCaziz.MarasimCalawiyya.Masaha000984-ara1"",""openiti_dv_0448SallarIbnCabdCaziz.MarasimCalawiyya.Shia000024-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuCalaMacarri.Diwan,openiti_work_0449AbuCalaMacarri.Diwan,2,"[""openiti_dv_0449AbuCalaMacarri.Diwan.JK007580-ara1"",""openiti_dv_0449AbuCalaMacarri.Diwan.ShamAY0037816-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuCalaMacarri.FusulWaGhayat,openiti_work_0449AbuCalaMacarri.FusulWaGhayat,2,"[""openiti_dv_0449AbuCalaMacarri.FusulWaGhayat.JK010612-ara1"",""openiti_dv_0449AbuCalaMacarri.FusulWaGhayat.Shamela0000612-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuCalaMacarri.MucjizAhmad,openiti_work_0449AbuCalaMacarri.MucjizAhmad,3,"[""openiti_dv_0449AbuCalaMacarri.MucjizAhmad.JK010753-ara1"",""openiti_dv_0449AbuCalaMacarri.MucjizAhmad.Sham19Y0029591-ara1"",""openiti_dv_0449AbuCalaMacarri.MucjizAhmad.Shamela0000753-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuCalaMacarri.RisalatGhufran,openiti_work_0449AbuCalaMacarri.RisalatGhufran,3,"[""openiti_dv_0449AbuCalaMacarri.RisalatGhufran.JK009234-ara1"",""openiti_dv_0449AbuCalaMacarri.RisalatGhufran.ShamAY0033783-ara1"",""openiti_dv_0449AbuCalaMacarri.RisalatGhufran.Shamela0001589-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuCalaMacarri.RisalatMalaika,openiti_work_0449AbuCalaMacarri.RisalatMalaika,3,"[""openiti_dv_0449AbuCalaMacarri.RisalatMalaika.JK009294-ara1"",""openiti_dv_0449AbuCalaMacarri.RisalatMalaika.Sham19Y0018276-ara1"",""openiti_dv_0449AbuCalaMacarri.RisalatMalaika.Shamela0012817-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuFathKarajiki.DalilNass,openiti_work_0449AbuFathKarajiki.DalilNass,2,"[""openiti_dv_0449AbuFathKarajiki.DalilNass.Masaha000259-ara1"",""openiti_dv_0449AbuFathKarajiki.DalilNass.Shia004002-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuFathKarajiki.KanzFawaid,openiti_work_0449AbuFathKarajiki.KanzFawaid,4,"[""openiti_dv_0449AbuFathKarajiki.KanzFawaid.Masaha004568Vols-ara1"",""openiti_dv_0449AbuFathKarajiki.KanzFawaid.Rafed0003896Vols-ara1"",""openiti_dv_0449AbuFathKarajiki.KanzFawaid.Shia001332-ara1"",""openiti_dv_0449AbuFathKarajiki.KanzFawaid.Zaydiyya0000201-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuFathKarajiki.MacdinJawahir,openiti_work_0449AbuFathKarajiki.MacdinJawahir,2,"[""openiti_dv_0449AbuFathKarajiki.MacdinJawahir.Shia001333-ara1"",""openiti_dv_0449AbuFathKarajiki.MacdinJawahir.Zaydiyya0000228-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449AbuFathKarajiki.Tacajjub,openiti_work_0449AbuFathKarajiki.Tacajjub,2,"[""openiti_dv_0449AbuFathKarajiki.Tacajjub.Shia001331-ara1"",""openiti_dv_0449AbuFathKarajiki.Tacajjub.Zaydiyya0000116-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0449IbnBattalQurtubi.SharhSahihBukhari,openiti_work_0449IbnBattalQurtubi.SharhSahihBukhari,2,"[""openiti_dv_0449IbnBattalQurtubi.SharhSahihBukhari.JK009324-ara1"",""openiti_dv_0449IbnBattalQurtubi.SharhSahihBukhari.Shamela0010486-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450AbuHasanMawardi.AclamNubuwwa,openiti_work_0450AbuHasanMawardi.AclamNubuwwa,2,"[""openiti_dv_0450AbuHasanMawardi.AclamNubuwwa.JK000545-ara1"",""openiti_dv_0450AbuHasanMawardi.AclamNubuwwa.Shamela0009768-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450AbuHasanMawardi.AdabDunyaWaDin,openiti_work_0450AbuHasanMawardi.AdabDunyaWaDin,3,"[""openiti_dv_0450AbuHasanMawardi.AdabDunyaWaDin.JK011658-ara1"",""openiti_dv_0450AbuHasanMawardi.AdabDunyaWaDin.ShamAY0033725-ara2"",""openiti_dv_0450AbuHasanMawardi.AdabDunyaWaDin.Shamela0000765-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450AbuHasanMawardi.AhkamSultaniyya,openiti_work_0450AbuHasanMawardi.AhkamSultaniyya,2,"[""openiti_dv_0450AbuHasanMawardi.AhkamSultaniyya.JK001309-ara2"",""openiti_dv_0450AbuHasanMawardi.AhkamSultaniyya.Shamela0022881-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450AbuHasanMawardi.DurarSuluk,openiti_work_0450AbuHasanMawardi.DurarSuluk,2,"[""openiti_dv_0450AbuHasanMawardi.DurarSuluk.JK001238-ara1"",""openiti_dv_0450AbuHasanMawardi.DurarSuluk.Shamela0007242-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450AbuHasanMawardi.HawiKabir,openiti_work_0450AbuHasanMawardi.HawiKabir,3,"[""openiti_dv_0450AbuHasanMawardi.HawiKabir.JK009139-ara1"",""openiti_dv_0450AbuHasanMawardi.HawiKabir.ShamAY0034249-ara1"",""openiti_dv_0450AbuHasanMawardi.HawiKabir.Shamela0006157-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450AbuHasanMawardi.IqnacFiFiqh,openiti_work_0450AbuHasanMawardi.IqnacFiFiqh,2,"[""openiti_dv_0450AbuHasanMawardi.IqnacFiFiqh.JK000290-ara1"",""openiti_dv_0450AbuHasanMawardi.IqnacFiFiqh.Shamela0006120-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450AbuHasanMawardi.NukatWaCuyun,openiti_work_0450AbuHasanMawardi.NukatWaCuyun,3,"[""openiti_dv_0450AbuHasanMawardi.NukatWaCuyun.JK009396-ara1"",""openiti_dv_0450AbuHasanMawardi.NukatWaCuyun.Shamela0008346-ara1"",""openiti_dv_0450AbuHasanMawardi.NukatWaCuyun.Tafsir02012-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450AbuHasanMawardi.TashilNazar,openiti_work_0450AbuHasanMawardi.TashilNazar,2,"[""openiti_dv_0450AbuHasanMawardi.TashilNazar.JK001269-ara1"",""openiti_dv_0450AbuHasanMawardi.TashilNazar.Shamela0007239-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450Jubbi.SharhMudawwana,openiti_work_0450Jubbi.SharhMudawwana,2,"[""openiti_dv_0450Jubbi.SharhMudawwana.Sham19Y0014607-ara1"",""openiti_dv_0450Jubbi.SharhMudawwana.ShamAY0032026-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0450Najashi.Rijal,openiti_work_0450Najashi.Rijal,3,"[""openiti_dv_0450Najashi.Rijal.Shia002931-ara1"",""openiti_dv_0450Najashi.Rijal.Shia003026VolsBK1-ara1"",""openiti_dv_0450Najashi.Rijal.Zaydiyya0000188-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0453CaliIbnRidwan.TacaliqLiTafsirJalinus,openiti_work_0453CaliIbnRidwan.TacaliqLiTafsirJalinus,2,"[""openiti_dv_0453CaliIbnRidwan.TacaliqLiTafsirJalinus.ArabCommAph052065977-ara1"",""openiti_dv_0453CaliIbnRidwan.TacaliqLiTafsirJalinus.GRAR000031-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0454AbuMuhammadJawhari.Amali,openiti_work_0454AbuMuhammadJawhari.Amali,6,"[""openiti_dv_0454AbuMuhammadJawhari.Amali.ShamAY0032885-ara1"",""openiti_dv_0454AbuMuhammadJawhari.Amali.ShamAY0032895-ara1"",""openiti_dv_0454AbuMuhammadJawhari.Amali.ShamAY0032954-ara1"",""openiti_dv_0454AbuMuhammadJawhari.Amali.Shamela0029770-ara1"",""openiti_dv_0454AbuMuhammadJawhari.Amali.Shamela0029771-ara1"",""openiti_dv_0454AbuMuhammadJawhari.Amali.Shamela0030071-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0454AbuMuhammadJawhari.MajlisFiTawaduc,openiti_work_0454AbuMuhammadJawhari.MajlisFiTawaduc,2,"[""openiti_dv_0454AbuMuhammadJawhari.MajlisFiTawaduc.ShamAY0033587-ara1"",""openiti_dv_0454AbuMuhammadJawhari.MajlisFiTawaduc.Shamela0027100-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0454IbnAhmadRazi.AhadithFiDhammKalam,openiti_work_0454IbnAhmadRazi.AhadithFiDhammKalam,3,"[""openiti_dv_0454IbnAhmadRazi.AhadithFiDhammKalam.JK008000-ara1"",""openiti_dv_0454IbnAhmadRazi.AhadithFiDhammKalam.Shamela0026462-ara1"",""openiti_dv_0454IbnAhmadRazi.AhadithFiDhammKalam.Shia004492-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0454Qudaci.DusturMacalim,openiti_work_0454Qudaci.DusturMacalim,3,"[""openiti_dv_0454Qudaci.DusturMacalim.LAL2013020401BK1-ara2"",""openiti_dv_0454Qudaci.DusturMacalim.ShamAY0035175-ara1"",""openiti_dv_0454Qudaci.DusturMacalim.Shia002102-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0454Qudaci.MusnadShihab,openiti_work_0454Qudaci.MusnadShihab,3,"[""openiti_dv_0454Qudaci.MusnadShihab.JK000480-ara1"",""openiti_dv_0454Qudaci.MusnadShihab.Shamela0013163-ara1"",""openiti_dv_0454Qudaci.MusnadShihab.Shia002103Vols-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0455IbnKhalafSaraqusti.CunwanFiQiraatSabca,openiti_work_0455IbnKhalafSaraqusti.CunwanFiQiraatSabca,2,"[""openiti_dv_0455IbnKhalafSaraqusti.CunwanFiQiraatSabca.JK009227-ara1"",""openiti_dv_0455IbnKhalafSaraqusti.CunwanFiQiraatSabca.Shamela0012228-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.AkhlaqWaSiyar,openiti_work_0456IbnHazm.AkhlaqWaSiyar,3,"[""openiti_dv_0456IbnHazm.AkhlaqWaSiyar.JK000426-ara1"",""openiti_dv_0456IbnHazm.AkhlaqWaSiyar.ShamAY0033746-ara1"",""openiti_dv_0456IbnHazm.AkhlaqWaSiyar.Shamela0006874-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.FadlAndalus,openiti_work_0456IbnHazm.FadlAndalus,4,"[""openiti_dv_0456IbnHazm.FadlAndalus.JK000950-ara1"",""openiti_dv_0456IbnHazm.FadlAndalus.JK009343-ara1"",""openiti_dv_0456IbnHazm.FadlAndalus.ShamAY0033827-ara1"",""openiti_dv_0456IbnHazm.FadlAndalus.Shamela0006701-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.FisalFiMilal,openiti_work_0456IbnHazm.FisalFiMilal,3,"[""openiti_dv_0456IbnHazm.FisalFiMilal.JK000343-ara1"",""openiti_dv_0456IbnHazm.FisalFiMilal.Rafed0003571Vols-ara1"",""openiti_dv_0456IbnHazm.FisalFiMilal.Shamela0006521-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.HajjatWidac,openiti_work_0456IbnHazm.HajjatWidac,2,"[""openiti_dv_0456IbnHazm.HajjatWidac.JK001284-ara1"",""openiti_dv_0456IbnHazm.HajjatWidac.Shamela0013109-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.IhkamFiUsulAhkam,openiti_work_0456IbnHazm.IhkamFiUsulAhkam,4,"[""openiti_dv_0456IbnHazm.IhkamFiUsulAhkam.JK000122-ara1"",""openiti_dv_0456IbnHazm.IhkamFiUsulAhkam.ShamAY0034182-ara1"",""openiti_dv_0456IbnHazm.IhkamFiUsulAhkam.Shamela0010432-ara1"",""openiti_dv_0456IbnHazm.IhkamFiUsulAhkam.Shia002905Vols-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.JamharatAnsab,openiti_work_0456IbnHazm.JamharatAnsab,3,"[""openiti_dv_0456IbnHazm.JamharatAnsab.JK009221-ara1"",""openiti_dv_0456IbnHazm.JamharatAnsab.Masaha001960-ara1"",""openiti_dv_0456IbnHazm.JamharatAnsab.Shamela0009793-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.JawamicSira,openiti_work_0456IbnHazm.JawamicSira,3,"[""openiti_dv_0456IbnHazm.JawamicSira.JK011036-ara1"",""openiti_dv_0456IbnHazm.JawamicSira.Shamela0001036-ara1"",""openiti_dv_0456IbnHazm.JawamicSira.Shamela0009728-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.MaratibIjmac,openiti_work_0456IbnHazm.MaratibIjmac,2,"[""openiti_dv_0456IbnHazm.MaratibIjmac.JK000182-ara1"",""openiti_dv_0456IbnHazm.MaratibIjmac.Shamela0012446-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.MuhallaBiAthar,openiti_work_0456IbnHazm.MuhallaBiAthar,5,"[""openiti_dv_0456IbnHazm.MuhallaBiAthar.JK000229-ara1"",""openiti_dv_0456IbnHazm.MuhallaBiAthar.JK000538-ara1"",""openiti_dv_0456IbnHazm.MuhallaBiAthar.ShamAY0034276-ara1"",""openiti_dv_0456IbnHazm.MuhallaBiAthar.Shamela0000767-ara1"",""openiti_dv_0456IbnHazm.MuhallaBiAthar.Shia001028Vols-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.NasikhWaMansukh,openiti_work_0456IbnHazm.NasikhWaMansukh,3,"[""openiti_dv_0456IbnHazm.NasikhWaMansukh.JK000452-ara1"",""openiti_dv_0456IbnHazm.NasikhWaMansukh.Shamela0002216-ara1"",""openiti_dv_0456IbnHazm.NasikhWaMansukh.Shia002540-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.NubdhaKafiya,openiti_work_0456IbnHazm.NubdhaKafiya,2,"[""openiti_dv_0456IbnHazm.NubdhaKafiya.JK000283-ara1"",""openiti_dv_0456IbnHazm.NubdhaKafiya.Shamela0006321-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.TaqribLiHaddMantiq,openiti_work_0456IbnHazm.TaqribLiHaddMantiq,2,"[""openiti_dv_0456IbnHazm.TaqribLiHaddMantiq.JK009305-ara1"",""openiti_dv_0456IbnHazm.TaqribLiHaddMantiq.Shamela0001028-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0456IbnHazm.TawqHamama,openiti_work_0456IbnHazm.TawqHamama,2,"[""openiti_dv_0456IbnHazm.TawqHamama.JK009337-ara1"",""openiti_dv_0456IbnHazm.TawqHamama.Shamela0010518-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458AbuYaclaIbnFarra.Amali,openiti_work_0458AbuYaclaIbnFarra.Amali,2,"[""openiti_dv_0458AbuYaclaIbnFarra.Amali.Shamela0026579-ara1"",""openiti_dv_0458AbuYaclaIbnFarra.Amali.Shamela0029876-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458AbuYaclaIbnFarra.CuddaFiUsulFiqh,openiti_work_0458AbuYaclaIbnFarra.CuddaFiUsulFiqh,2,"[""openiti_dv_0458AbuYaclaIbnFarra.CuddaFiUsulFiqh.ShamAY0038640-ara1"",""openiti_dv_0458AbuYaclaIbnFarra.CuddaFiUsulFiqh.Shamela0022793-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458AbuYaclaIbnFarra.RusulMuluk,openiti_work_0458AbuYaclaIbnFarra.RusulMuluk,2,"[""openiti_dv_0458AbuYaclaIbnFarra.RusulMuluk.JK001316-ara1"",""openiti_dv_0458AbuYaclaIbnFarra.RusulMuluk.Shamela0007243-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.Adab,openiti_work_0458Bayhaqi.Adab,3,"[""openiti_dv_0458Bayhaqi.Adab.JK011283-ara1"",""openiti_dv_0458Bayhaqi.Adab.ShamAY0033542-ara1"",""openiti_dv_0458Bayhaqi.Adab.Shamela0008203-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.ArbacunaSughra,openiti_work_0458Bayhaqi.ArbacunaSughra,4,"[""openiti_dv_0458Bayhaqi.ArbacunaSughra.JK000733-ara1"",""openiti_dv_0458Bayhaqi.ArbacunaSughra.ShamAY0033600-ara1"",""openiti_dv_0458Bayhaqi.ArbacunaSughra.Shamela0012992-ara1"",""openiti_dv_0458Bayhaqi.ArbacunaSughra.Shia002107-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.AsmaWaSifat,openiti_work_0458Bayhaqi.AsmaWaSifat,3,"[""openiti_dv_0458Bayhaqi.AsmaWaSifat.JK011293-ara1"",""openiti_dv_0458Bayhaqi.AsmaWaSifat.ShamAY0033978-ara1"",""openiti_dv_0458Bayhaqi.AsmaWaSifat.Shamela0009270-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.BacthWaNushur,openiti_work_0458Bayhaqi.BacthWaNushur,5,"[""openiti_dv_0458Bayhaqi.BacthWaNushur.JK011320-ara1"",""openiti_dv_0458Bayhaqi.BacthWaNushur.Sham19Y0147811-ara1"",""openiti_dv_0458Bayhaqi.BacthWaNushur.ShamAY0033977-ara1"",""openiti_dv_0458Bayhaqi.BacthWaNushur.ShamAY0034010-ara1"",""openiti_dv_0458Bayhaqi.BacthWaNushur.Shamela0009292-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.BayanKhata,openiti_work_0458Bayhaqi.BayanKhata,2,"[""openiti_dv_0458Bayhaqi.BayanKhata.JK000711-ara1"",""openiti_dv_0458Bayhaqi.BayanKhata.Shamela0013085-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.DacawatKabir,openiti_work_0458Bayhaqi.DacawatKabir,2,"[""openiti_dv_0458Bayhaqi.DacawatKabir.JK007124-ara1"",""openiti_dv_0458Bayhaqi.DacawatKabir.Shamela0008970-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.DalailNubuwwa,openiti_work_0458Bayhaqi.DalailNubuwwa,4,"[""openiti_dv_0458Bayhaqi.DalailNubuwwa.JK006838-ara1"",""openiti_dv_0458Bayhaqi.DalailNubuwwa.Masaha002188Vols-ara1"",""openiti_dv_0458Bayhaqi.DalailNubuwwa.Shamela0007478-ara1"",""openiti_dv_0458Bayhaqi.DalailNubuwwa.Shamela0013115-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.FadailAwqat,openiti_work_0458Bayhaqi.FadailAwqat,3,"[""openiti_dv_0458Bayhaqi.FadailAwqat.JK000024-ara1"",""openiti_dv_0458Bayhaqi.FadailAwqat.Shamela0013134-ara1"",""openiti_dv_0458Bayhaqi.FadailAwqat.Shia002106-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.HayatAnbiya,openiti_work_0458Bayhaqi.HayatAnbiya,2,"[""openiti_dv_0458Bayhaqi.HayatAnbiya.JK000949-ara1"",""openiti_dv_0458Bayhaqi.HayatAnbiya.Shamela0013114-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.Ictiqad,openiti_work_0458Bayhaqi.Ictiqad,3,"[""openiti_dv_0458Bayhaqi.Ictiqad.JK000698-ara1"",""openiti_dv_0458Bayhaqi.Ictiqad.ShamAY0034009-ara1"",""openiti_dv_0458Bayhaqi.Ictiqad.Shamela0012997-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.IthbatCadhabQabr,openiti_work_0458Bayhaqi.IthbatCadhabQabr,4,"[""openiti_dv_0458Bayhaqi.IthbatCadhabQabr.JK000314-ara1"",""openiti_dv_0458Bayhaqi.IthbatCadhabQabr.ShamAY0034008-ara1"",""openiti_dv_0458Bayhaqi.IthbatCadhabQabr.Shamela0008258-ara1"",""openiti_dv_0458Bayhaqi.IthbatCadhabQabr.Shia002105-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.JamicFiKhatim,openiti_work_0458Bayhaqi.JamicFiKhatim,2,"[""openiti_dv_0458Bayhaqi.JamicFiKhatim.JK011331-ara1"",""openiti_dv_0458Bayhaqi.JamicFiKhatim.Shamela0009300-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.MacrifatSunanWaAthar,openiti_work_0458Bayhaqi.MacrifatSunanWaAthar,4,"[""openiti_dv_0458Bayhaqi.MacrifatSunanWaAthar.JK007027-ara1"",""openiti_dv_0458Bayhaqi.MacrifatSunanWaAthar.ShamAY0033950-ara1"",""openiti_dv_0458Bayhaqi.MacrifatSunanWaAthar.Shamela0002863-ara1"",""openiti_dv_0458Bayhaqi.MacrifatSunanWaAthar.Shia002108Vols-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.MadkhalIlaSunanKubra,openiti_work_0458Bayhaqi.MadkhalIlaSunanKubra,2,"[""openiti_dv_0458Bayhaqi.MadkhalIlaSunanKubra.JK000728-ara1"",""openiti_dv_0458Bayhaqi.MadkhalIlaSunanKubra.Shamela0013061-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.QadaWaQadar,openiti_work_0458Bayhaqi.QadaWaQadar,2,"[""openiti_dv_0458Bayhaqi.QadaWaQadar.JK009179-ara1"",""openiti_dv_0458Bayhaqi.QadaWaQadar.Shamela0013053-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.QiraaKhalfaImam,openiti_work_0458Bayhaqi.QiraaKhalfaImam,2,"[""openiti_dv_0458Bayhaqi.QiraaKhalfaImam.JK000631-ara1"",""openiti_dv_0458Bayhaqi.QiraaKhalfaImam.Shamela0001378-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.ShucabIman,openiti_work_0458Bayhaqi.ShucabIman,3,"[""openiti_dv_0458Bayhaqi.ShucabIman.JK000021-ara1"",""openiti_dv_0458Bayhaqi.ShucabIman.ShamAY0033962-ara1"",""openiti_dv_0458Bayhaqi.ShucabIman.Shamela0010660-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.SunanKubra,openiti_work_0458Bayhaqi.SunanKubra,6,"[""openiti_dv_0458Bayhaqi.SunanKubra.JK000484-ara1"",""openiti_dv_0458Bayhaqi.SunanKubra.Sham19Y0148486-ara1"",""openiti_dv_0458Bayhaqi.SunanKubra.ShamAY0033909-ara1"",""openiti_dv_0458Bayhaqi.SunanKubra.ShamAY0033917-ara1"",""openiti_dv_0458Bayhaqi.SunanKubra.Shamela0007861-ara1"",""openiti_dv_0458Bayhaqi.SunanKubra.Shia001754Vols-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.SunanSaghir,openiti_work_0458Bayhaqi.SunanSaghir,2,"[""openiti_dv_0458Bayhaqi.SunanSaghir.ShamAY0033602-ara1"",""openiti_dv_0458Bayhaqi.SunanSaghir.Shamela0012415-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458Bayhaqi.ZuhdKabir,openiti_work_0458Bayhaqi.ZuhdKabir,2,"[""openiti_dv_0458Bayhaqi.ZuhdKabir.JK001288-ara1"",""openiti_dv_0458Bayhaqi.ZuhdKabir.Shamela0013025-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458IbnSidaMursi.CadadFiLugha,openiti_work_0458IbnSidaMursi.CadadFiLugha,2,"[""openiti_dv_0458IbnSidaMursi.CadadFiLugha.JK000909-ara1"",""openiti_dv_0458IbnSidaMursi.CadadFiLugha.Shamela0006983-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458IbnSidaMursi.MuhkamWaMuhit,openiti_work_0458IbnSidaMursi.MuhkamWaMuhit,2,"[""openiti_dv_0458IbnSidaMursi.MuhkamWaMuhit.JK006962-ara1"",""openiti_dv_0458IbnSidaMursi.MuhkamWaMuhit.Shamela0009757-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458IbnSidaMursi.Mukhassas,openiti_work_0458IbnSidaMursi.Mukhassas,2,"[""openiti_dv_0458IbnSidaMursi.Mukhassas.JK000849-ara1"",""openiti_dv_0458IbnSidaMursi.Mukhassas.Shamela0003590-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458IbnSidaMursi.SharhMushkil,openiti_work_0458IbnSidaMursi.SharhMushkil,2,"[""openiti_dv_0458IbnSidaMursi.SharhMushkil.JK010775-ara1"",""openiti_dv_0458IbnSidaMursi.SharhMushkil.Shamela0000775-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0458YahyaIbnSacidAntaki.Tarikh,openiti_work_0458YahyaIbnSacidAntaki.Tarikh,2,"[""openiti_dv_0458YahyaIbnSacidAntaki.Tarikh.Kraken22080816591301-ara1"",""openiti_dv_0458YahyaIbnSacidAntaki.Tarikh.Sham19Y0014512BK1-ara1""]",Same OpenITI work URI; retain versions separately.
dup_openiti_work_0459IbnSufi.Majdi,openiti_work_0459IbnSufi.Majdi,3,"[""openiti_dv_0459IbnSufi.Majdi.Masaha002861-ara1"",""openiti_dv_0459IbnSufi.Majdi.Shia003445-ara1"",""openiti_dv_0459IbnSufi.Majdi.Zaydiyya0000156-ara1""]",Same OpenITI work URI; retain versions separately.
