digital_version_id,work_id,provider,provider_record_id,format,canonical_landing_url,direct_file_url,reading_capability,viewer_strategy,download_capability,rights_status,local_storage_recommendation,ingestion_priority,ocr_quality
df_ia_ArIslamicbooks_01_70259_epub,,Internet Archive,ArIslamicbooks,EPUB,https://archive.org/details/ArIslamicbooks,https://archive.org/download/ArIslamicbooks/01_70259.epub,EXTERNAL_READER_ONLY,EXTERNAL_LINK,DOWNLOAD_REQUIRES_LICENSE_REVIEW,NEEDS_ITEM_LEVEL_REVIEW,DO_NOT_INGEST,P4,OCR_NEEDS_REVIEW
