person_id,canonical_name_ar,canonical_name_en,kunya,nisba,known_as,birth_year_hijri,death_year_hijri,birth_year_ce,death_year_ce,era,region,roles,schools,teachers,students,works_count,authority_ids,wikidata_id,viaf_id,isni_id,openiti_person_id,biography_sources
openiti_person_1078RiyadZadah,عبد اللطيف بن محمد بن مصطفى المتخلص بلطفي، الشهير بـ «رياض زاده» الحنفي (المتوفى: 1078هـ),Riyad Zadah,,,,,1078,,,OpenITI date code 1078,,"[""author""]",[],[],[],1,[],,,,1078RiyadZadah,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1078ShaykhiZadahDamadAfandi,عبد الرحمن بن محمد بن سليمان الكليبولي المدعو بشيخي زاده,Shaykhi Zadah Damad Afandi,,,,,1078,,,OpenITI date code 1078,,"[""author""]",[],[],[],1,[],,,,1078ShaykhiZadahDamadAfandi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1079CumarDafriZuhri,عمر الدفري,Cumar Dafri Zuhri,,,,,1079,,,OpenITI date code 1079,,"[""author""]",[],[],[],1,[],,,,1079CumarDafriZuhri,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1079HabalShacir,الهبل,Habal Shacir,,,,,1079,,,OpenITI date code 1079,,"[""author""]",[],[],[],1,[],,,,1079HabalShacir,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1079MuhammadIbnHasanIbnQasim,محمد بن الحسن بن القاسم,Muhammad Ibn Hasan Ibn Qasim,,,,,1079,,,OpenITI date code 1079,,"[""author""]",[],[],[],1,[],,,,1079MuhammadIbnHasanIbnQasim,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1080IbnMuhammadBayquniDimashqi,عمر (أوطه) بن محمد بن فتوح البيقوني (المتوفى : نحو 1080هـ),Ibn Muhammad Bayquni Dimashqi,,,,,1080,,,OpenITI date code 1080,,"[""author""]",[],[],[],1,[],,,,1080IbnMuhammadBayquniDimashqi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1081KhalilKashani,خليل الكاشاني,Khalil Kashani,,,Ḫalīl al-Kāšānī,,1081,,,OpenITI date code 1081,,"[""author""]",[],[],[],1,[],,,,1081KhalilKashani,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1081MuhammadSalihMazandarani,مولي محمد صالح المازندراني,Muhammad Salih Mazandarani,,,,,1081,,,OpenITI date code 1081,,"[""author""]",[],[],[],1,[],,,,1081MuhammadSalihMazandarani,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1081SalihIbnNasrAllahIbnSallum,صالح بن نصر الله ابن سلوم,Salih Ibn Nasr Allah Ibn Sallum,,,Ṣāliḥ b. Naṣr Allāh Ibn Sallūm,,1081,,,OpenITI date code 1081,,"[""author""]",[],[],[],1,[],,,,1081SalihIbnNasrAllahIbnSallum,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1082IbnShadqamMadani,ضامن بن شدقم المدني,Ibn Shadqam Madani,,,,,1082,,,OpenITI date code 1082,,"[""author""]",[],[],[],1,[],,,,1082IbnShadqamMadani,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1082KanbuhLahawri,محمد صالح كنبوه لهوري,Kanbuh Lahawri,,,Muḥammad Ṣāliḥ Kanbūh Lahawrī,,1082,,,OpenITI date code 1082,,"[""author""]",[],[],[],1,[],,,,1082KanbuhLahawri,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1082RaficDinNaini,رفيع الدين محمد بن حيدر النائيني,Rafic Din Naini,,,,,1082,,,OpenITI date code 1082,,"[""author""]",[],[],[],1,[],,,,1082RaficDinNaini,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1083IbnBalbanDimashqi,محمد بن بدر الدين بن بلبان الدمشقي,Ibn Balban Dimashqi,,,,,1083,,,OpenITI date code 1083,,"[""author""]",[],[],[],4,[],,,,1083IbnBalbanDimashqi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1083NasirIbrahimMuayyadi,الإمام الناصر إبراهيم بن محمد بن أحمد المؤيدي,Nasir Ibrahim Muayyadi,,,,,1083,,,OpenITI date code 1083,,"[""author""]",[],[],[],1,[],,,,1083NasirIbrahimMuayyadi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1084MuhammadMuqimYazdi,محمد مقيم اليزدي,Muhammad Muqim Yazdi,,,,,1084,,,OpenITI date code 1084,,"[""author""]",[],[],[],1,[],,,,1084MuhammadMuqimYazdi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1085FakhrDinTurayhi,الشيخ الطريحي,Fakhr Din Turayhi,,,,,1085,,,OpenITI date code 1085,,"[""author""]",[],[],[],2,[],,,,1085FakhrDinTurayhi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1085IbnCabdRidaBasri,أحمد بن عبد الرضا البصري,Ibn Cabd Rida Basri,,,,,1085,,,OpenITI date code 1085,,"[""author""]",[],[],[],1,[],,,,1085IbnCabdRidaBasri,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1086IbnCajamiMisri,أحمد بن أحمد بن محمد بن أحمد ابن إبراهيم العجمي الشافعي الوفائي المصري الأزهري، شهاب الدين (المتوفى: 1086هـ),Ibn Cajami Misri,,,,,1086,,,OpenITI date code 1086,,"[""author""]",[],[],[],1,[],,,,1086IbnCajamiMisri,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1087IbnMactuqShacir,ابن معتوق,Ibn Mactuq Shacir,,,,,1087,,,OpenITI date code 1087,,"[""author""]",[],[],[],1,[],,,,1087IbnMactuqShacir,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1087MutawakkilIsmacil,,Mutawakkil Ismacil,,,,,1087,,,OpenITI date code 1087,,"[""author""]",[],[],[],2,[],,,,1087MutawakkilIsmacil,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1088AbuSitta,,Abu Sitta,,,,,1088,,,OpenITI date code 1088,,"[""author""]",[],[],[],1,[],,,,1088AbuSitta,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1088IbnAhmadKhalwati,محمد بن أحمد بن علي البهوتي الخلوتي (المتوفى: 1088 ه),Ibn Ahmad Khalwati,,,,,1088,,,OpenITI date code 1088,,"[""author""]",[],[],[],1,[],,,,1088IbnAhmadKhalwati,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1088IbnCaliHaskafi,الحصكفي,Ibn Cali Haskafi,,,,,1088,,,OpenITI date code 1088,,"[""author""]",[],[],[],1,[],,,,1088IbnCaliHaskafi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1088SaibTabrizi,سائب تبريزي,Saib Tabrizi,,,Sāʾib Tabrīzī,,1088,,,OpenITI date code 1088,,"[""author""]",[],[],[],1,[],,,,1088SaibTabrizi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_1089IbnCimad,عبد الحي بن أحمد بن محمد ابن العماد العكري الحنبلي، أبو الفلاح (المتوفى: 1089هـ),Ibn Cimad,,,,,1089,,,OpenITI date code 1089,,"[""author""]",[],[],[],2,[],,,,1089IbnCimad,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
