edition_id,work_id,edition_title,publisher,publication_city,publication_country,publication_year,edition_number,volume_count,editor,reviewer,translator,isbn,series,print_notes,bibliographic_record_url
openiti_edition_JK000798,openiti_work_0189MuhammadShaybani.HujjaCalaAhlMadina,الحجة على أهل المدينة,,,,,,,,,,,,مهدي حسن الكيلاني القادري :: بيروت :: 1403 :: عالم الكتب,
openiti_edition_Shamela0006161,openiti_work_0189MuhammadShaybani.HujjaCalaAhlMadina,الحجة على أهل المدينة,,,,,,,,,,,,http://www.worldcat.org/oclc/4770871303,http://www.worldcat.org/oclc/4770871303
openiti_edition_JK000433,openiti_work_0189MuhammadShaybani.JamicSaghir,الجامع الصغير,,,,,,,,,,,,بيروت :: 1406 :: عالم الكتب,
openiti_edition_Shamela0006160,openiti_work_0189MuhammadShaybani.JamicSaghir,الجامع الصغير,,,,,,,,,,,,http://www.worldcat.org/oclc/929737332,http://www.worldcat.org/oclc/929737332
openiti_edition_JK000626,openiti_work_0189MuhammadShaybani.Kasb,الكسب,,,,,,,,,,,,د. سهيل زكار :: دمشق :: 1400 :: عبد الهادي حرصوني,
openiti_edition_Shamela0006163,openiti_work_0189MuhammadShaybani.Kasb,الكسب,,,,,,,,,,,,د. سهيل زكار :: عبد الهادي حرصوني - دمشق,
openiti_edition_Sham19Y0018264,openiti_work_0189MuhammadShaybani.MakharijFiHiyal,المخارج في الحيل,,,,,,,,,,,,بدون :: 1419 ه - 1999 م. :: مكتبة الثقافة الدينية - القاهرة.,
openiti_edition_JK000197,openiti_work_0189MuhammadShaybani.Siyar,السير,,,,,,,,,,,,مجيد خدوري :: بيروت :: 1975 :: الدار المتحدة للنشر,
openiti_edition_Shamela0007231,openiti_work_0189MuhammadShaybani.Siyar,السير,,,,,,,,,,,,مجيد خدوري :: الدار المتحدة للنشر - بيروت,
openiti_edition_Shamela0096602,openiti_work_0191IbnQasimMisri.MajalisIbnQasim,مجالس ابن القاسم التي سأل عنها مالكا رحمه الله,,,,,,,,,,,,مصطفى باحو,
openiti_edition_JK001416,openiti_work_0195IbnFudaylDabbi.Duca,الدعاء لابن فضيل,,,,,,,,,,,,د عبد العزيز بن سليمان بن إبراهيم البعيمي :: الرياض :: 1419هـ - 1999م :: مكتبة الرشد,
openiti_edition_Shamela0023102,openiti_work_0195IbnFudaylDabbi.Duca,الدعاء لابن فضيل,,,,,,,,,,,,د عبد العزيز بن سليمان بن إبراهيم البعيمي :: مكتبة الرشد - الرياض,
openiti_edition_Shamela0000496,openiti_work_0195MuarrijSadusi.HadhfMinNasabQuraysh,حذف من نسب قريش,,,,,,,,,,,,http://www.worldcat.org/oclc/15214745,http://www.worldcat.org/oclc/15214745
openiti_edition_JK007007,openiti_work_0197IbnWahbQurashi.JamicFiHadith,الجامع في الحديث,,,,,,,,,,,,د . مصطفى حسن حسين أبو الخير :: السعودية :: 1996م :: دار ابن الجوزي,
openiti_edition_Shamela0001380,openiti_work_0197IbnWahbQurashi.JamicFiHadith,الجامع في الحديث,,,,,,,,,,,,د مصطفى حسن حسين محمد أبو الخير، أستاذ الحديث وعلومه المساعد - كلية أصول الدين - القاهرة :: دار ابن الجوزي - الرياض,
openiti_edition_Shamela0030173,openiti_work_0197IbnWahbQurashi.MuharabaMinMuwattaIbnWahb,كتاب المحاربة من موطأ ابن وهب,,,,,,,,,,,,دار الغرب - بيروت,
openiti_edition_ShamAY0033592,openiti_work_0197IbnWahbQurashi.Musnad,مسند ابن وهب,,,,,,,,,,,,أبو عبد الله محي الدين بن جمال البكاري :: الأولى، 2007 م :: دار التوحيد لإحياء التراث,
openiti_edition_Shamela0012534,openiti_work_0197IbnWahbQurashi.MuwattaIbnWahb,موطأ عبد الله بن وهب (قطعة من الكتاب),,,,,,,,,,,,هشام إسماعيل الصيني :: دار ابن الجوزي - الدمام,
openiti_edition_JK000316,openiti_work_0197IbnWahbQurashi.Qadar,القدر لابن وهب,,,,,,,,,,,,د. عبد العزيز عبد الرحمن العثيم :: مكة المكرمة :: 1406 :: دار السلطان,
openiti_edition_Shamela0005604,openiti_work_0197IbnWahbQurashi.Qadar,القدر لابن وهب,,,,,,,,,,,,د. عبد العزيز عبد الرحمن العثيم :: دار السلطان - مكة المكرمة,
openiti_edition_Shamela0037361,openiti_work_0197IbnWahbQurashi.TafsirQuran,تفسير القرآن من الجامع لابن وهب,,,,,,,,,,,,ميكلوش موراني :: دار الغرب الإسلامي,
openiti_edition_JK000613,openiti_work_0197WakicIbnJarrah.NuskhatWakic,نسخة وكيع عن الأعمش,,,,,,,,,,,,عبد الرحمن عبد الجبار الفريوائي :: الكويت :: 1406 :: الدار السلفية,
openiti_edition_Shamela0023118,openiti_work_0197WakicIbnJarrah.NuskhatWakic,نسخة وكيع عن الأعمش,,,,,,,,,,,,عبد الرحمن عبد الجبار الفريوائي :: الدار السلفية - الكويت,
openiti_edition_Shia001882,openiti_work_0197WakicIbnJarrah.NuskhatWakic,نسخة وكيع عن الأعمش,,,,,,,,,,,,عبد الرحمن عبد الجبار الفريوائي :: 1406,
openiti_edition_Shamela0021545,openiti_work_0197WakicIbnJarrah.Zuhd,الزهد لوكيع,,,,,,,,,,,,عبد الرحمن عبد الجبار الفريوائي :: مكتبة الدار، المدينة المنورة,
openiti_edition_JK000578,openiti_work_0198SufyanIbnCuyayna.JuzFihiHadith,جزء ابن عيينة,,,,,,,,,,,,أحمد بن عبد الرحمن الصويان :: الخرج :: 1407 :: مكتبة المنار,
openiti_edition_ShamAY0033618,openiti_work_0198SufyanIbnCuyayna.JuzHadith,جزء حديث سفيان بن عيينة,,,,,,,,,,,,أحمد بن عبد الرحمن الصويان :: مكتبة المنار - الخرج,
openiti_edition_ShamAY0033714,openiti_work_0198SufyanIbnCuyayna.JuzHadith,جزء حديث سفيان بن عيينة,,,,,,,,,,,,مفلح بن سليمان بن فلاح :: الأولى 1430 ه - 2009 م :: الميمان للنشر والتوزيع,
openiti_edition_Shamela0026337,openiti_work_0198SufyanIbnCuyayna.JuzHadith,جزء حديث سفيان بن عيينة,,,,,,,,,,,,مسعد بن عبد الحميد السعدني :: دار الصحابة للتراث بطنطا,
openiti_edition_Shia001883,openiti_work_0198SufyanIbnCuyayna.JuzHadith,جزء حديث سفيان بن عيينة,,,,,,,,,,,,أحمد بن عبد الرحمن الصويان :: 1407,
openiti_edition_MA001,openiti_work_0200Anonymous.AshbahWaAzilla,كتاب الأشباح والأظلة,,,,,,,,,,,,https://doi.org/10.1163/19585705-12341311,https://doi.org/10.1163/19585705-12341311
openiti_edition_Shia001114,openiti_work_0200IbnJacfarSadiq.Masail,مسائل علي بن جعفر,,,,,,,,,,,,مؤسسة آل البيت عليهم السلام لإحياء التراث - قم المشرفة :: ذي القعدة 1409,
openiti_edition_JK000397,openiti_work_0200SayfIbnCumar.Fitna,الفتنة ووقعة الجمل,,,,,,,,,,,,أحمد راتب عرموش :: بيروت :: 1391 :: دار النفائس,
openiti_edition_Shamela0007536,openiti_work_0200SayfIbnCumar.Fitna,الفتنة ووقعة الجمل,,,,,,,,,,,,أحمد راتب عرموش :: دار النفائس,
openiti_edition_Shia001884,openiti_work_0200SayfIbnCumar.Fitna,الفتنة ووقعة الجمل,,,,,,,,,,,,أحمد راتب عرموش :: 1391,
openiti_edition_GRAR000050,openiti_work_0200YahyaIbnBitriq.FusulAbuqrat,كتاب الفصول لأبقراط اللتي تسمى التعليمات,,,,,,,,,,,,http://www.worldcat.org/oclc/978680573 :: https://www.graeco-arabic-studies.org/single-text/text/houtsma-188.html,http://www.worldcat.org/oclc/978680573
openiti_edition_GRAR000089,openiti_work_0200YahyaIbnBitriq.GhidhaLiAbuqrat,كتاب الغذاء لأبقراط,,,,,,,,,,,,http://www.worldcat.org/oclc/976591135 :: https://www.graeco-arabic-studies.org/single-text/text/mattock-122.html,http://www.worldcat.org/oclc/976591135
openiti_edition_GRAR000066,openiti_work_0200YahyaIbnBitriq.Thulujiya,ما استخرجه الاسكندر الأفروديسي من كتاب¶    أرسطوطاليس¶    المسمى ثولوجيا ومعناه الكلام في الربوبية,,,,,,,,,,,,http://www.worldcat.org/oclc/841196 :: https://www.graeco-arabic-studies.org/single-text/text/endress-93.html,http://www.worldcat.org/oclc/841196
openiti_edition_Shamela0012851,openiti_work_0200YahyaIbnSallam.Tafsir,تفسير يحيى بن سلام,,,,,,,,,,,,الدكتورة هند شلبي :: دار الكتب العلمية، بيروت - لبنان,
openiti_edition_Shamela0011783,openiti_work_0200YahyaIbnSallam.Tasarif,التصاريف لتفسير القرآن مما اشتبهت أسمائه وتصرفت معانيه,,,,,,,,,,,,1979 م :: الشركة التونسية للتوزيع,
openiti_edition_Masaha002300,openiti_work_0203CaliRida.RisalaDhahabiyya,الرسالة الذهبية,,,,,,,,,,,,دار الخيام‏,
openiti_edition_Zaydiyya0000121,openiti_work_0203CaliRida.Sahifa,صحيفة علي بن موسى الرضى,,,,,,,,,,,,http://www.worldcat.org/oclc/22068398,http://www.worldcat.org/oclc/22068398
openiti_edition_Shia001268,openiti_work_0203IbnSulaymanGhazi.MusnadRida,مسند الرضا (ع),,,,,,,,,,,,https://www.worldcat.org/title/784526249 :: محمد جواد الحسيني الجلالي :: 1418,https://www.worldcat.org/title/784526249
openiti_edition_JK000258,openiti_work_0203YahyaIbnAdam.Kharaj,الخراج,,,,,,,,,,,,لاهور - باكستان :: 1974 :: المكتبة العلمية,
openiti_edition_Shamela0026647,openiti_work_0203YahyaIbnAdam.Kharaj,الخراج,,,,,,,,,,,,المطبعة السلفية ومكتبتها,
openiti_edition_JK000470,openiti_work_0204AbuDawudTayalisi.Musnad,مسند أبي داود الطيالسي,,,,,,,,,,,,بيروت :: - :: دار المعرفة,
openiti_edition_ShamAY0033930,openiti_work_0204AbuDawudTayalisi.Musnad,مسند أبي داود الطيالسي,,,,,,,,,,,,دار المعرفة - بيروت,
openiti_edition_Shamela0001456,openiti_work_0204AbuDawudTayalisi.Musnad,مسند أبي داود الطيالسي,,,,,,,,,,,,الدكتور محمد بن عبد المحسن التركي :: دار هجر - مصر,
openiti_edition_JK007059,openiti_work_0204IbnKalbi.Asnam,الأصنام,,,,,,,,,,,,أحمد زكي باشا :: القاهرة :: 2000م :: دار الكتب المصرية,
openiti_edition_Shamela0006513,openiti_work_0204IbnKalbi.Asnam,الأصنام,,,,,,,,,,,,أحمد زكي باشا :: دار الكتب المصرية - القاهرة,
openiti_edition_ShamAY0033800,openiti_work_0204IbnKalbi.NasabKhayl,أنساب الخيل في الجاهلية والاسلام وأخبارها,,,,,,,,,,,,أحمد زكي باشا :: دار الكتب والوثائق القومية - القاهرة,
openiti_edition_Shamela0009249,openiti_work_0204IbnKalbi.NasabKhayl,أنساب الخيل في الجاهلية والاسلام وأخبارها,,,,,,,,,,,,http://www.worldcat.org/oclc/1103828993 :: الأستاذ الدكتور حاتم صالح الضامن :: دار البشائر، دمشق - سورية,http://www.worldcat.org/oclc/1103828993
openiti_edition_Shamela0028172,openiti_work_0204IbnKalbi.NasabMacad,نسب معد واليمن الكبير,,,,,,,,,,,,http://www.worldcat.org/oclc/745129778 :: الدكتور ناجي حسن :: عالم الكتب، مكتبة النهضة العربية,http://www.worldcat.org/oclc/745129778
openiti_edition_JK000439,openiti_work_0204Shafici.AhkamQuran,أحكام القرآن,,,,,,,,,,,,عبد الغني عبد الخالق :: بيروت :: 1400 :: دار الكتب العلمية,
openiti_edition_Shia002463Vols,openiti_work_0204Shafici.AhkamQuran,أحكام القرآن,,,,,,,,,,,,عبد الغني عبد الخالق :: 1400,
openiti_edition_JK000560,openiti_work_0204Shafici.IkhtilafHadith,اختلاف الحديث,,,,,,,,,,,,عامر أحمد حيدر :: بيروت :: 1405 - 1985 :: مؤسسة الكتب الثقافية,
openiti_edition_ShamAY0034043,openiti_work_0204Shafici.IkhtilafHadith,اختلاف الحديث,,,,,,,,,,,,رفعت فوزي عبد المطلب :: المنصورة مصر :: 1422 ه، 2001 م :: الأولى :: دار الوفاء,
openiti_edition_Shamela0009348,openiti_work_0204Shafici.IkhtilafHadith,اختلاف الحديث,,,,,,,,,,,,1410هـ/1990م :: دار المعرفة - بيروت,
openiti_edition_JK000249,openiti_work_0204Shafici.JimacCilm,جماع العلم,,,,,,,,,,,,بيروت :: 1405 :: دار الكتب العلمية,
openiti_edition_ShamAY0033951,openiti_work_0204Shafici.JimacCilm,جماع العلم,,,,,,,,,,,,دار الكتب العلمية - بيروت,
openiti_edition_Shamela0003197,openiti_work_0204Shafici.JimacCilm,جماع العلم,,,,,,,,,,,,دار الأثار,
openiti_edition_JK000494,openiti_work_0204Shafici.Musnad,مسند الشافعي,,,,,,,,,,,,بيروت :: - :: دار الكتب العلمية,
openiti_edition_Shamela0009344,openiti_work_0204Shafici.Musnad,مسند الشافعي,,,,,,,,,,,,1400 هـ :: دار الكتب العلمية، بيروت - لبنان,
openiti_edition_Shamela0009615,openiti_work_0204Shafici.Musnad,مسند الشافعي,,,,,,,,,,,,ماهر ياسين فحل :: شركة غراس للنشر والتوزيع، الكويت,
openiti_edition_Shamela0021495,openiti_work_0204Shafici.Musnad,مسند الشافعي,,,,,,,,,,,,1370 هـ - 1951 م :: دار الكتب العلمية، بيروت - لبنان,
openiti_edition_JK000143,openiti_work_0204Shafici.Risala,Risala,,,,,,,,,,,,أحمد محمد شاكر :: القاهرة :: 1358 - 1939,
openiti_edition_LAL2013020402,openiti_work_0204Shafici.Risala,Risala,,,,,,,,,,,,https://www.worldcat.org/nl/title/922889240 :: جوزيف لاوري :: Joseph Lowry :: New York University Press,https://www.worldcat.org/nl/title/922889240
openiti_edition_ShamAY0034203,openiti_work_0204Shafici.Risala,Risala,,,,,,,,,,,,رفعت فوزي عبد المطلب :: المنصورة مصر :: 1422 ه، 2001 م :: الأولى :: دار الوفاء,
openiti_edition_Shamela0008180,openiti_work_0204Shafici.Risala,Risala,,,,,,,,,,,,أحمد شاكر :: مكتبه الحلبي، مصر,
openiti_edition_Shia000819,openiti_work_0204Shafici.Risala,Risala,,,,,,,,,,,,تحقيق وشرح : أحمد محمد شاكر,
openiti_edition_JK000677,openiti_work_0204Shafici.SunanMathura,السنن المأثورة,,,,,,,,,,,,د. عبد المعطي أمين قلعجي :: بيروت :: 1406 :: دار المعرفة,
openiti_edition_ShamAY0034050,openiti_work_0204Shafici.TafsirShafici,تفسير الإمام الشافعي,,,,,,,,,,,,دار التدمرية - المملكة العربية السعودية,
openiti_edition_Shamela0009182,openiti_work_0204Shafici.TafsirShafici,تفسير الإمام الشافعي,,,,,,,,,,,,د. أحمد بن مصطفى الفران (رسالة دكتوراه) :: دار التدمرية - المملكة العربية السعودية,
openiti_edition_JK000147,openiti_work_0204Shafici.Umm,الأم,,,,,,,,,,,,بيروت :: 1393 :: دار المعرفة,
openiti_edition_ShamAY0034255,openiti_work_0204Shafici.Umm,الأم,,,,,,,,,,,,رفعت فوزي عبد المطلب :: المنصورة :: الأولى :: 2001 م :: دار الوفاء,
openiti_edition_Shamela0001655,openiti_work_0204Shafici.Umm,الأم,,,,,,,,,,,,1410هـ/1990م :: دار المعرفة - بيروت,
openiti_edition_Shia000820Vols,openiti_work_0204Shafici.Umm,الأم,,,,,,,,,,,,1403 - 1983 م,
openiti_edition_Shamela0007302,openiti_work_0206AbuCamrShaybani.Jim,الجيم,,,,,,,,,,,,إبراهيم الأبياري :: 1394 هـ - 1974 م :: الهيئة العامة لشئون المطابع الأميرية، القاهرة,
openiti_edition_Shamela0007048,openiti_work_0206AbuMuhammadQutrub.Azmina,الأزمنة وتلبية الجاهلية,,,,,,,,,,,,د حاتم صالح الضامن :: مؤسسة الرسالة,
openiti_edition_Shamela0011475,openiti_work_0207IbnBakkarQaysi.Juz,جزء بكر بن بكار - مطبوع ضمن جمهرة الأجزاء الحديثية,,,,,,,,,,,,محمد زياد عمر تكلة :: مكتبة العبيكان، الرياض,
openiti_edition_Sham19Y0014261,openiti_work_0207IbnZiyadFarra.LughatQuran,كتاب فيه لغات القرآن,,,,,,,,,,,,1435ه,
openiti_edition_Shamela0023634,openiti_work_0207IbnZiyadFarra.MacaniQuran,معاني القرآن,,,,,,,,,,,,أحمد يوسف النجاتي / محمد علي النجار / عبد الفتاح إسماعيل الشلبي :: دار المصرية للتأليف والترجمة - مصر,
