person_id,canonical_name_ar,canonical_name_en,kunya,nisba,known_as,birth_year_hijri,death_year_hijri,birth_year_ce,death_year_ce,era,region,roles,schools,teachers,students,works_count,authority_ids,wikidata_id,viaf_id,isni_id,openiti_person_id,biography_sources
0297IbnDawudZahiri,ابن داود الظاهري,Ibn Dawud Zahiri,NULL,NULL,NULL,NULL,0297,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0297IbnDawudZahiri,OpenITI 2025.1.9
0298HadiIlaHaqqYahya,الهادي الى الحقق يحيى,Hadi Ila Haqq Yahya,NULL,NULL,al-Hādī Ilá al-Ḥaqq Yaḥyá,NULL,0298,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,43,NULL,NULL,NULL,NULL,0298HadiIlaHaqqYahya,OpenITI 2025.1.9
0298IbnCalawayhQattan,أبو محمد الحسن بن علي بن محمد القطان المعروف بابن علويه,Ibn Calawayh Qattan,NULL,NULL,NULL,NULL,0298,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0298IbnCalawayhQattan,OpenITI 2025.1.9
0298IshaqIbnHunayn,اسحاق بن حنين,Ishaq Ibn Hunayn,NULL,NULL,Isḥāq b. Ḥunayn,NULL,0298,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,0298IshaqIbnHunayn,OpenITI 2025.1.9
0298Junayd,الجنيد,Junayd,NULL,NULL,al-Junayd,NULL,0298,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0298Junayd,OpenITI 2025.1.9
0299IbnKaysan,ابن كيسان,Ibn Kaysan,NULL,NULL,Ibn Kaysān,NULL,0299,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0299IbnKaysan,OpenITI 2025.1.9
0300AnonTranslator,(مترجم مجهول),Anon Translator,NULL,NULL,(mutarjim majhūl),NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0300AnonTranslator,OpenITI 2025.1.9
0300Anonymous,مؤلف مجهول,Anonymous,NULL,NULL,Muʾallif maǧhūl,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,0300Anonymous,OpenITI 2025.1.9
0300CisaIbnYahya,عيسى بن يحيى,Cisa Ibn Yahya,NULL,NULL,ʿĪsá b. Yaḥyá,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,0300CisaIbnYahya,OpenITI 2025.1.9
0300HubayshIbnHasan,حبيش بن الحسن,Hubaysh Ibn Hasan,NULL,NULL,Ḥubayš b. al-Ḥasan,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,0300HubayshIbnHasan,OpenITI 2025.1.9
0300IbnCisaAshcari,أحمد بن عيسى الأشعري,Ibn Cisa Ashcari,NULL,NULL,NULL,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0300IbnCisaAshcari,OpenITI 2025.1.9
0300IbnJacfarHimyari,عبد الله بن جعفر الحميري,Ibn Jacfar Himyari,NULL,NULL,NULL,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0300IbnJacfarHimyari,OpenITI 2025.1.9
0300IbnKhurdadhbih,ابن خرداذبه,Ibn Khurdadhbih,NULL,NULL,Ibn Ḫurdāḏbih,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0300IbnKhurdadhbih,OpenITI 2025.1.9
0300IbnRusta,ابن رسته,Ibn Rusta,NULL,NULL,Ibn Rustah,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0300IbnRusta,OpenITI 2025.1.9
0300IbnSacidKufi,الحسين بن سعيد,Ibn Sacid Kufi,NULL,NULL,NULL,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0300IbnSacidKufi,OpenITI 2025.1.9
0300IbnShahdaKarkhi,ابن شهدا الكرخي,Ibn Shahda Karkhi,NULL,NULL,Ibn Šahdā al-Karḫī,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0300IbnShahdaKarkhi,OpenITI 2025.1.9
0300IbnSulaymanKufi,محمد بن سليمان الكوفي‏,Ibn Sulayman Kufi,NULL,NULL,NULL,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0300IbnSulaymanKufi,OpenITI 2025.1.9
0300IbnZakariyaHajari,أبو علي الهجري ، هارون بن زكريا (المتوفى : نحو 300هـ),Ibn Zakariya Hajari,NULL,NULL,NULL,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0300IbnZakariyaHajari,OpenITI 2025.1.9
0300IshaqRuhawi,اسحاق بن علي الرهاوي,Ishaq Ruhawi,NULL,NULL,Isḥāq b. ʿAlī al-Ruhāwī,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0300IshaqRuhawi,OpenITI 2025.1.9
0300QustaIbnLuqa,قسطا بن لوقا,Qusta Ibn Luqa,NULL,NULL,Qusṭā b. Lūqā,NULL,0300,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0300QustaIbnLuqa,OpenITI 2025.1.9
0301AbuBakrFaryabi,جعفر بن محمد بن الحسن الفريابي أبو بكر,Abu Bakr Faryabi,NULL,NULL,NULL,NULL,0301,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,0301AbuBakrFaryabi,OpenITI 2025.1.9
0301Bardiji,أبو بكر أحمد بن هارون بن روح البرديجي (المتوفى: 301هـ),Bardiji,NULL,NULL,NULL,NULL,0301,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0301Bardiji,OpenITI 2025.1.9
0301IbnIdrisAnsari,أبو علي الحسين بن إدريس الأنصاري,Ibn Idris Ansari,NULL,NULL,NULL,NULL,0301,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0301IbnIdrisAnsari,OpenITI 2025.1.9
0301MuhammadIbnAhmadMaqdami,المقدمي,Muhammad Ibn Ahmad Maqdami,NULL,NULL,NULL,NULL,0301,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0301MuhammadIbnAhmadMaqdami,OpenITI 2025.1.9
0302AbuMuhammadAshyabBaghdadi,القاسم بن موسى بن الحسن بن موسى الأشيب أبو محمد البغدادي (المتوفى: 302هـ),Abu Muhammad Ashyab Baghdadi,NULL,NULL,NULL,NULL,0302,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0302AbuMuhammadAshyabBaghdadi,OpenITI 2025.1.9
0302QasimCawfi,قاسم بن ثابت بن حزم العوفي السرقسطي، أبو محمد (المتوفى: 302هـ),Qasim Cawfi,NULL,NULL,NULL,NULL,0302,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0302QasimCawfi,OpenITI 2025.1.9
0303IbnSufyanNasawi,ابن سفيان النسوي,Ibn Sufyan Nasawi,NULL,NULL,Ibn Sufyān al-Nasawī,NULL,0303,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0303IbnSufyanNasawi,OpenITI 2025.1.9
0303Nasai,النسائي,Nasai,NULL,NULL,al-Nasā'ī,NULL,0303,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,0303Nasai,OpenITI 2025.1.9
0304HasanUtrush,الإمام الناصرللحق الحسن بن علي الأطروش,Hasan Utrush,NULL,NULL,NULL,NULL,0304,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0304HasanUtrush,OpenITI 2025.1.9
0304YamutIbnMuzarrac,يموت بن المزرع العبدي، من عبد القيس، البصري، أبو بكر (المتوفى : 304هـ),Yamut Ibn Muzarrac,NULL,NULL,NULL,NULL,0304,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0304YamutIbnMuzarrac,OpenITI 2025.1.9
0305AbuCuthmanDimashqi,أبو عثمان الدمشقي,Abu Cuthman Dimashqi,NULL,NULL,Abū ʿUṯmān al-Dimašqī,NULL,0305,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,0305AbuCuthmanDimashqi,OpenITI 2025.1.9
0305IbnZakariyaMutarriz,أبو بكر القاسم بن زكريا بن يحيى البغدادي، المعروف: بالمطرز (المتوفى: 305هـ),Ibn Zakariya Mutarriz,NULL,NULL,NULL,NULL,0305,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0305IbnZakariyaMutarriz,OpenITI 2025.1.9
0306CumarIbnSurayj,عمر بن سريج,Cumar Ibn Surayj,NULL,NULL,ʿUmar b. Surayj,NULL,0306,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0306CumarIbnSurayj,OpenITI 2025.1.9
0306Wakic,محمد بن خلف بن حيان,Wakic,NULL,NULL,NULL,NULL,0306,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0306Wakic,OpenITI 2025.1.9
0307AbuYaclaMawsili,أبو يعلى أحمد بن علي بن المثنى بن يحيى بن عيسى بن هلال التميمي، الموصلي (المتوفى: 307هـ),Abu Yacla Mawsili,NULL,NULL,NULL,NULL,0307,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,0307AbuYaclaMawsili,OpenITI 2025.1.9
0307IbnHarunRuyani,الروياني,Ibn Harun Ruyani,NULL,NULL,NULL,NULL,0307,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0307IbnHarunRuyani,OpenITI 2025.1.9
0307IbnJarudNaysaburi,ابن الجارود,Ibn Jarud Naysaburi,NULL,NULL,NULL,NULL,0307,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0307IbnJarudNaysaburi,OpenITI 2025.1.9
0307IbnKhalafDuri,أبو محمد الهيثم بن خلف الدوري,Ibn Khalaf Duri,NULL,NULL,NULL,NULL,0307,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0307IbnKhalafDuri,OpenITI 2025.1.9
0308AbuSacidJanadi,المفضل الجندي,Abu Sacid Janadi,NULL,NULL,NULL,NULL,0308,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0308AbuSacidJanadi,OpenITI 2025.1.9
0309IbnFadlan,ابن فضلان,Ibn Fadlan,NULL,NULL,NULL,NULL,0309,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0309IbnFadlan,OpenITI 2025.1.9
0309IbnMarzuban,ابن المرزبان,Ibn Marzuban,NULL,NULL,Ibn al-Marzubān,NULL,0309,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,0309IbnMarzuban,OpenITI 2025.1.9
0309KuracNaml,كراع النمل,Kurac Naml,NULL,NULL,Kurāʿ al-Naml,NULL,0309,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0309KuracNaml,OpenITI 2025.1.9
0310AbuCabbasNayrizi,أبو العباس النيريزي,Abu Cabbas Nayrizi,NULL,NULL,Abū al-ʿAbbās al-Nayrīzī,NULL,0310,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0310AbuCabbasNayrizi,OpenITI 2025.1.9
0310CabdAllahIbnHusaynRassi,الإمام المجتهد عبد الله بن الحسين بن القاسم الرسي.,Cabd Allah Ibn Husayn Rassi,NULL,NULL,NULL,NULL,0310,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0310CabdAllahIbnHusaynRassi,OpenITI 2025.1.9
0310IbnAhmadDulabi,الإمام الحافظ أبو بشر محمد بن أحمد بن حماد الدولابي,Ibn Ahmad Dulabi,NULL,NULL,NULL,NULL,0310,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0310IbnAhmadDulabi,OpenITI 2025.1.9
0310IbnCabbasYazidi,اليزيدي,Ibn Cabbas Yazidi,NULL,NULL,NULL,NULL,0310,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0310IbnCabbasYazidi,OpenITI 2025.1.9
0310IbnCaliMadaini,أبو علي أحمد بن علي بن شعيب المدائني (المتوفى: بعد 310هـ),Ibn Cali Madaini,NULL,NULL,NULL,NULL,0310,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0310IbnCaliMadaini,OpenITI 2025.1.9
0310Nawbakhti,الحسن بن موسى النوبختي,Nawbakhti,NULL,NULL,NULL,NULL,0310,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0310Nawbakhti,OpenITI 2025.1.9
0310Tabari,الطبري,Tabari,NULL,NULL,al-Ṭabarī,NULL,0310,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,0310Tabari,OpenITI 2025.1.9
0311AbuBakrKhallal,الخلال,Abu Bakr Khallal,NULL,NULL,al-Ḫallāl,NULL,0311,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,0311AbuBakrKhallal,OpenITI 2025.1.9
0311IbnBajirBajiri,أبو حفص عمر بن محمد بن بجير البجيري (311 ه),Ibn Bajir Bajiri,NULL,NULL,NULL,NULL,0311,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0311IbnBajirBajiri,OpenITI 2025.1.9
0311IbnFilBalisi,أبو طاهر الحسن بن أحمد بن إبراهيم بن فيل البالسي (المتوفى: 311هـ),Ibn Fil Balisi,NULL,NULL,NULL,NULL,0311,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0311IbnFilBalisi,OpenITI 2025.1.9
0311IbnKhuzaymaNaysaburi,أبو بكر محمد بن إسحاق بن خزيمة بن المغيرة بن صالح بن بكر السلمي النيسابوري (المتوفى: 311هـ),Ibn Khuzayma Naysaburi,NULL,NULL,NULL,NULL,0311,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,0311IbnKhuzaymaNaysaburi,OpenITI 2025.1.9
0311IbnSariZajjaj,إبراهيم بن السري بن سهل، أبو إسحاق الزجاج (المتوفى: 311هـ),Ibn Sari Zajjaj,NULL,NULL,NULL,NULL,0311,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0311IbnSariZajjaj,OpenITI 2025.1.9
0311LaghdaIsfahani,حسن بن عبد الله الأصفهاني,Laghda Isfahani,NULL,NULL,NULL,NULL,0311,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0311LaghdaIsfahani,OpenITI 2025.1.9
0312BaghandiSaghir,الباغندي الصغير,Baghandi Saghir,NULL,NULL,NULL,NULL,0312,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,0312BaghandiSaghir,OpenITI 2025.1.9
0312IbnCaliTusi,الحافظ الطوسي,Ibn Cali Tusi,NULL,NULL,NULL,NULL,0312,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0312IbnCaliTusi,OpenITI 2025.1.9
0313IbnIshaqSarraj,السراج الثقفي,Ibn Ishaq Sarraj,NULL,NULL,NULL,NULL,0313,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0313IbnIshaqSarraj,OpenITI 2025.1.9
0313IbnZakariyyaRazi,ابن زكريا الرازي,Ibn Zakariyya Razi,NULL,NULL,Ibn Zakariyā al-Rāzī,NULL,0313,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,0313IbnZakariyyaRazi,OpenITI 2025.1.9
0313IbnZaydanKufi,أبو محمد عبد الله بن زيدان بن بريد بن رزين بن ربيع بن قطن البجلي، الكوفي (المتوفى: 313هـ),Ibn Zaydan Kufi,NULL,NULL,NULL,NULL,0313,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0313IbnZaydanKufi,OpenITI 2025.1.9
0314IbnActhamKufi,ابن الأعثم الكوفي,Ibn Actham Kufi,NULL,NULL,NULL,NULL,0314,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0314IbnActhamKufi,OpenITI 2025.1.9
0315AkhfashAsghar,علي بن سليمان بن الفضل، أبو المحاسن، المعروف بالأخفش الأصغر (المتوفى: 315هـ),Akhfash Asghar,NULL,NULL,NULL,NULL,0315,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0315AkhfashAsghar,OpenITI 2025.1.9
0315IbnFaydGhassani,أبو الحسن الغساني,Ibn Fayd Ghassani,NULL,NULL,NULL,NULL,0315,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0315IbnFaydGhassani,OpenITI 2025.1.9
0316AbuCawana,أبو عوانة,Abu Cawana,NULL,NULL,NULL,NULL,0316,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0316AbuCawana,OpenITI 2025.1.9
0316IbnAbiDawudSijistani,ابن أبي داود السجستاني,Ibn Abi Dawud Sijistani,NULL,NULL,Ibn Abī Dāwud al-Sijistānī,NULL,0316,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,0316IbnAbiDawudSijistani,OpenITI 2025.1.9
0316IbnKhuraym,أبو بكر محمد بن خريم بن محمد بن عبد الملك بن مروان العقيلي,Ibn Khuraym,NULL,NULL,NULL,NULL,0316,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0316IbnKhuraym,OpenITI 2025.1.9
0316IbnSarrajNahwi,ابن السراج النحوي,Ibn Sarraj Nahwi,NULL,NULL,NULL,NULL,0316,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0316IbnSarrajNahwi,OpenITI 2025.1.9
0316MuhammadMurtada,محمد المرتضى,Muhammad Murtada,NULL,NULL,Muḥammad al-Murtaḍá,NULL,0316,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0316MuhammadMurtada,OpenITI 2025.1.9
0317AbuQasimBaghawi,أبو القاسم عبد الله بن محمد بن عبد العزيز بن المرزبان بن سابور بن شاهنشاه البغوي (المتوفى: 317هـ),Abu Qasim Baghawi,NULL,NULL,NULL,NULL,0317,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,0317AbuQasimBaghawi,OpenITI 2025.1.9
0317IbnCammarShahid,أبو الفضل بن عمار الشهيد,Ibn Cammar Shahid,NULL,NULL,NULL,NULL,0317,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0317IbnCammarShahid,OpenITI 2025.1.9
0317IbnHaythamKufi,بدر بن الهيثم بن خلف أبو القاسم اللخمي، الكوفي (المتوفى: 317هـ),Ibn Haytham Kufi,NULL,NULL,NULL,NULL,0317,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0317IbnHaythamKufi,OpenITI 2025.1.9
0317IbnJabirBattani,ابن جابر البتاني,Ibn Jabir Battani,NULL,NULL,Ibn Jābir al-Battānī,NULL,0317,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0317IbnJabirBattani,OpenITI 2025.1.9
0317IbnShuqayr,ابن شقير,Ibn Shuqayr,NULL,NULL,Ibn Šuqayr,NULL,0317,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0317IbnShuqayr,OpenITI 2025.1.9
0318AbuCarubaHarrani,أبو عروبة الحراني,Abu Caruba Harrani,NULL,NULL,NULL,NULL,0318,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,0318AbuCarubaHarrani,OpenITI 2025.1.9
0318IbnAhmadZubayri,أبو عبد الله الزبير بن أحمد بن سليمان الزبيري,Ibn Ahmad Zubayri,NULL,NULL,NULL,NULL,0318,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0318IbnAhmadZubayri,OpenITI 2025.1.9
0318IbnMuhammadHashimi,ابن محمد الهاشمي,Ibn Muhammad Hashimi,NULL,NULL,Ibn Muḥammad al-Hāšimī,NULL,0318,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,0318IbnMuhammadHashimi,OpenITI 2025.1.9
0319AbuCabbasTahirTamimi,أبو العباس طاهر بن محمد بن الحكم التميمي,Abu Cabbas Tahir Tamimi,NULL,NULL,NULL,NULL,0319,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0319AbuCabbasTahirTamimi,OpenITI 2025.1.9
0319AbuQasimBalkhi,أبو القاسم البلخي,Abu Qasim Balkhi,NULL,NULL,Abū al-Qāsim al-Balḫī,NULL,0319,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0319AbuQasimBalkhi,OpenITI 2025.1.9
0319AbuQasimKacbi,أبو القاسم عبد الله بن أحمد بن محمود الكعبي البلخي (المتوفى: 319 ه),Abu Qasim Kacbi,NULL,NULL,NULL,NULL,0319,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0319AbuQasimKacbi,OpenITI 2025.1.9
0319IbnMundhirNaysaburi,ابن المنذر النيسبوري,Ibn Mundhir Naysaburi,NULL,NULL,Ibn al-Munḏir al-Naysabūrī,NULL,0319,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,0319IbnMundhirNaysaburi,OpenITI 2025.1.9
0320HakimTirmidhi,الحكيم الترمذي,Hakim Tirmidhi,NULL,NULL,al-Ḥakīm al-Tirmiḏī,NULL,0320,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,0320HakimTirmidhi,OpenITI 2025.1.9
0320IbnJawsaDimashqi,أبو الحسن أحمد بن عمير بن يوسف بن جوصاء الدمشقي,Ibn Jawsa Dimashqi,NULL,NULL,NULL,NULL,0320,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0320IbnJawsaDimashqi,OpenITI 2025.1.9
0320IbnMascudCayyashi,محمد بن مسعود العياشى,Ibn Mascud Cayyashi,NULL,NULL,NULL,NULL,0320,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0320IbnMascudCayyashi,OpenITI 2025.1.9
0320IbnMuhammadBayhaqi,إبراهيم بن محمد البيهقي,Ibn Muhammad Bayhaqi,NULL,NULL,NULL,NULL,0320,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0320IbnMuhammadBayhaqi,OpenITI 2025.1.9
0320Israili,الإسرائيلي,Israili,NULL,NULL,NULL,NULL,0320,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0320Israili,OpenITI 2025.1.9
0321AbuJacfarTahawi,أبو جعفر الطحاوي,Abu Jacfar Tahawi,NULL,NULL,Abū Jaʿfar al-Ṭaḥāwī,NULL,0321,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0321AbuJacfarTahawi,OpenITI 2025.1.9
0321IbnDuraydAzdi,ابن دريد الأزدي,Ibn Durayd Azdi,NULL,NULL,Ibn Durayd al-Azdī,NULL,0321,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,0321IbnDuraydAzdi,OpenITI 2025.1.9
0321Tahawi,الطحاوي,Tahawi,NULL,NULL,al-Ṭaḥāwī,NULL,0321,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,0321Tahawi,OpenITI 2025.1.9
0322AbuBakrZubayri,أبو بكر محمد بن بشر بن عبد الله الزبيري العسكري المعروف بالعكبري المصري (المتوفى: 332هـ),Abu Bakr Zubayri,NULL,NULL,NULL,NULL,0322,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0322AbuBakrZubayri,OpenITI 2025.1.9
0322AbuHatimRazi,أبو حاتم الرازي,Abu Hatim Razi,NULL,NULL,Abū Ḥātim al-Rāzī,NULL,0322,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0322AbuHatimRazi,OpenITI 2025.1.9
0322AbuJacfarCuqayli,أبو جعفر محمد بن عمر بن موسى العقيلي,Abu Jacfar Cuqayli,NULL,NULL,NULL,NULL,0322,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0322AbuJacfarCuqayli,OpenITI 2025.1.9
0322CabdAllahMahdi,عبد الله المهدي,Cabd Allah Mahdi,NULL,NULL,ʿAbd Allāh al-Mahdī,NULL,0322,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0322CabdAllahMahdi,OpenITI 2025.1.9
0322IbnAbiCawn,ابن أبي عون البغدادي,Ibn Abi Cawn,NULL,NULL,Ibn Abī ʿAwn al-Baġdādī,NULL,0322,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0322IbnAbiCawn,OpenITI 2025.1.9
0322IbnCabdAllahDhuhali,أحمد بن عبد الله بن نصر بن بجير بن عبد الله بن صالح بن أسامة أبو العباس الذهلي (المتوفى: 322هـ),Ibn Cabd Allah Dhuhali,NULL,NULL,NULL,NULL,0322,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0322IbnCabdAllahDhuhali,OpenITI 2025.1.9
0322IbnTabataba,أبو الحسن محمد بن أحمد بن طباطبا العلوي,Ibn Tabataba,NULL,NULL,NULL,NULL,0322,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,0322IbnTabataba,OpenITI 2025.1.9
0322KatibBaghdadi,الكاتب البغدادي,Katib Baghdadi,NULL,NULL,NULL,NULL,0322,NULL,NULL,NULL,NULL,author,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0322KatibBaghdadi,OpenITI 2025.1.9
