duplicate_group_id,work_id,reason,digital_version_ids,count
openiti:0543IbnCarabiIshbili.AhkamQuran,0543IbnCarabiIshbili.AhkamQuran,Multiple OpenITI digital versions of one work,0543IbnCarabiIshbili.AhkamQuran.JK000917-ara1 | 0543IbnCarabiIshbili.AhkamQuran.Shamela0001464-ara1 | 0543IbnCarabiIshbili.AhkamQuran.Shia002561Vols-ara1,3
openiti:0543IbnCarabiIshbili.CawasimMinQawasim,0543IbnCarabiIshbili.CawasimMinQawasim,Multiple OpenITI digital versions of one work,0543IbnCarabiIshbili.CawasimMinQawasim.JK000402-ara1 | 0543IbnCarabiIshbili.CawasimMinQawasim.Shamela0008314-ara1 | 0543IbnCarabiIshbili.CawasimMinQawasim.Shamela0030897-ara1 | 0543IbnCarabiIshbili.CawasimMinQawasim.Shamela0096180-ara1,4
openiti:0543IbnCarabiIshbili.Mahsul,0543IbnCarabiIshbili.Mahsul,Multiple OpenITI digital versions of one work,0543IbnCarabiIshbili.Mahsul.JK006901-ara1 | 0543IbnCarabiIshbili.Mahsul.Shamela0006281-ara1,2
openiti:0543IbnHusaynBaquliIsbahani.IcrabQuran,0543IbnHusaynBaquliIsbahani.IcrabQuran,Multiple OpenITI digital versions of one work,0543IbnHusaynBaquliIsbahani.IcrabQuran.JK010075-ara1 | 0543IbnHusaynBaquliIsbahani.IcrabQuran.Shamela0023585-ara1,2
openiti:0544QadiCiyad.IlmacIlaMacrifa,0544QadiCiyad.IlmacIlaMacrifa,Multiple OpenITI digital versions of one work,0544QadiCiyad.IlmacIlaMacrifa.JK000968-ara1 | 0544QadiCiyad.IlmacIlaMacrifa.Shamela0006030-ara1,2
openiti:0544QadiCiyad.MashariqAnwar,0544QadiCiyad.MashariqAnwar,Multiple OpenITI digital versions of one work,0544QadiCiyad.MashariqAnwar.JK000953-ara1 | 0544QadiCiyad.MashariqAnwar.Shamela0010527-ara1,2
openiti:0544QadiCiyad.Shifa,0544QadiCiyad.Shifa,Multiple OpenITI digital versions of one work,0544QadiCiyad.Shifa.JK009263-ara1 | 0544QadiCiyad.Shifa.Masaha002067Vols-ara1 | 0544QadiCiyad.Shifa.ShamAY0038635-ara1 | 0544QadiCiyad.Shifa.Shamela0001753-ara1 | 0544QadiCiyad.Shifa.Shamela0023645-ara1 | 0544QadiCiyad.Shifa.Shia003693Vols-ara1,6
openiti:0544QadiCiyad.TartibMadarik,0544QadiCiyad.TartibMadarik,Multiple OpenITI digital versions of one work,0544QadiCiyad.TartibMadarik.JK009277-ara1 | 0544QadiCiyad.TartibMadarik.Shamela0031215-ara1,2
openiti:0548IbnHasanTabarsi.MakarimAkhlaq,0548IbnHasanTabarsi.MakarimAkhlaq,Multiple OpenITI digital versions of one work,0548IbnHasanTabarsi.MakarimAkhlaq.Masaha004687-ara1 | 0548IbnHasanTabarsi.MakarimAkhlaq.Shia001340-ara1,2
openiti:0548IbnHasanTabarsi.TafsirMajmacBayan,0548IbnHasanTabarsi.TafsirMajmacBayan,Multiple OpenITI digital versions of one work,0548IbnHasanTabarsi.TafsirMajmacBayan.Masaha002554Vols-ara1 | 0548IbnHasanTabarsi.TafsirMajmacBayan.Shia002359Vols-ara1 | 0548IbnHasanTabarsi.TafsirMajmacBayan.Tafsir04003-ara1 | 0548IbnHasanTabarsi.TafsirMajmacBayan.Zaydiyya0000301-ara1,4
openiti:0548IbnHasanTabarsi.TajMawalid,0548IbnHasanTabarsi.TajMawalid,Multiple OpenITI digital versions of one work,0548IbnHasanTabarsi.TajMawalid.Masaha001949-ara1 | 0548IbnHasanTabarsi.TajMawalid.Shia001339-ara1,2
openiti:0548IbnQaysaraniShacir.Diwan,0548IbnQaysaraniShacir.Diwan,Multiple OpenITI digital versions of one work,0548IbnQaysaraniShacir.Diwan.JK007591-ara1 | 0548IbnQaysaraniShacir.Diwan.ShamAY0037840-ara1,2
openiti:0548Shahrastani.MilalWaNihal,0548Shahrastani.MilalWaNihal,Multiple OpenITI digital versions of one work,0548Shahrastani.MilalWaNihal.JK000344-ara1 | 0548Shahrastani.MilalWaNihal.Rafed0003569-ara1 | 0548Shahrastani.MilalWaNihal.ShamAY0033890-ara2 | 0548Shahrastani.MilalWaNihal.Shamela0011812-ara1 | 0548Shahrastani.MilalWaNihal.Shia004499Vols-ara1,5
openiti:0548Shahrastani.NihayatAqdam,0548Shahrastani.NihayatAqdam,Multiple OpenITI digital versions of one work,0548Shahrastani.NihayatAqdam.JK009331-ara1 | 0548Shahrastani.NihayatAqdam.Rafed0003495-ara1 | 0548Shahrastani.NihayatAqdam.ShamAY0033895-ara1 | 0548Shahrastani.NihayatAqdam.ShamAY0035590-ara1,4
openiti:0550AbuHajjajAshcari.TacrifFiAnsab,0550AbuHajjajAshcari.TacrifFiAnsab,Multiple OpenITI digital versions of one work,0550AbuHajjajAshcari.TacrifFiAnsab.JK010487-ara1 | 0550AbuHajjajAshcari.TacrifFiAnsab.Shamela0000487-ara1,2
openiti:0555IbnQalanisi.TarikhDimashq,0555IbnQalanisi.TarikhDimashq,Multiple OpenITI digital versions of one work,0555IbnQalanisi.TarikhDimashq.JK010402-ara1 | 0555IbnQalanisi.TarikhDimashq.Masaha003958Vols-ara1 | 0555IbnQalanisi.TarikhDimashq.Rafed0002261BK1-ara1 | 0555IbnQalanisi.TarikhDimashq.Rafed0002269-ara1 | 0555IbnQalanisi.TarikhDimashq.Shamela0022799-ara1,5
openiti:0558IbnAbiKhayrCimraniYamani.IntisarFiRadd,0558IbnAbiKhayrCimraniYamani.IntisarFiRadd,Multiple OpenITI digital versions of one work,0558IbnAbiKhayrCimraniYamani.IntisarFiRadd.JK007004-ara1 | 0558IbnAbiKhayrCimraniYamani.IntisarFiRadd.Shamela0007361-ara1,2
openiti:0560AbuMansurTabarsi.Ihtijaj,0560AbuMansurTabarsi.Ihtijaj,Multiple OpenITI digital versions of one work,0560AbuMansurTabarsi.Ihtijaj.Rafed0001121-ara1 | 0560AbuMansurTabarsi.Ihtijaj.Shia001337Vols-ara1,2
openiti:0560IbnHamzaTusi.ThaqibFiManaqib,0560IbnHamzaTusi.ThaqibFiManaqib,Multiple OpenITI digital versions of one work,0560IbnHamzaTusi.ThaqibFiManaqib.Masaha001923-ara1 | 0560IbnHamzaTusi.ThaqibFiManaqib.Shia001341-ara1,2
openiti:0560IbnHamzaTusi.Wasila,0560IbnHamzaTusi.Wasila,Multiple OpenITI digital versions of one work,0560IbnHamzaTusi.Wasila.Masaha000627-ara1 | 0560IbnHamzaTusi.Wasila.Shia000046-ara1,2
openiti:0560SharifIdrisi.NuzhatMushtaq,0560SharifIdrisi.NuzhatMushtaq,Multiple OpenITI digital versions of one work,0560SharifIdrisi.NuzhatMushtaq.JK001331-ara1 | 0560SharifIdrisi.NuzhatMushtaq.Masaha004636Vols-ara1 | 0560SharifIdrisi.NuzhatMushtaq.Shamela0011787-ara1 | 0560SharifIdrisi.NuzhatMushtaq.Shia003491Vols-ara1,4
openiti:0560WazirIbnHubayraShaybani.IkhtilafAimma,0560WazirIbnHubayraShaybani.IkhtilafAimma,Multiple OpenITI digital versions of one work,0560WazirIbnHubayraShaybani.IkhtilafAimma.JK009140-ara1 | 0560WazirIbnHubayraShaybani.IkhtilafAimma.Shamela0006228-ara1,2
openiti:0562IbnHamdun.TadhkiraHamduniyya,0562IbnHamdun.TadhkiraHamduniyya,Multiple OpenITI digital versions of one work,0562IbnHamdun.TadhkiraHamduniyya.JK009325-ara1 | 0562IbnHamdun.TadhkiraHamduniyya.Shamela0010646-ara1,2
openiti:0562Samcani.AdabImla,0562Samcani.AdabImla,Multiple OpenITI digital versions of one work,0562Samcani.AdabImla.JK000448-ara1 | 0562Samcani.AdabImla.Shamela0006018-ara1 | 0562Samcani.AdabImla.Shia002173-ara1,3
openiti:0562Samcani.Ansab,0562Samcani.Ansab,Multiple OpenITI digital versions of one work,0562Samcani.Ansab.JK000952-ara1 | 0562Samcani.Ansab.Sham30K0002009-ara1 | 0562Samcani.Ansab.Sham30K0012317-ara1 | 0562Samcani.Ansab.Sham30K0045603-ara1 | 0562Samcani.Ansab.ShamAY0034668-ara1 | 0562Samcani.Ansab.Shamela0012317-ara1 | 0562Samcani.Ansab.Shia003430Vols-ara1,7
openiti:0562Samcani.FadailSham,0562Samcani.FadailSham,Multiple OpenITI digital versions of one work,0562Samcani.FadailSham.Masaha004845BK3-ara1 | 0562Samcani.FadailSham.Shamela0012743-ara1,2
openiti:0562Samcani.Tahbir,0562Samcani.Tahbir,Multiple OpenITI digital versions of one work,0562Samcani.Tahbir.JK001322-ara1 | 0562Samcani.Tahbir.Shamela0001694-ara1,2
openiti:0565IbnFunduqBayhaqi.LubabAnsab,0565IbnFunduqBayhaqi.LubabAnsab,Multiple OpenITI digital versions of one work,0565IbnFunduqBayhaqi.LubabAnsab.JK010355-ara1 | 0565IbnFunduqBayhaqi.LubabAnsab.Shamela0000355-ara1,2
openiti:0565IbnFunduqBayhaqi.TatimmatSiwanHikma,0565IbnFunduqBayhaqi.TatimmatSiwanHikma,Multiple OpenITI digital versions of one work,0565IbnFunduqBayhaqi.TatimmatSiwanHikma.JK010273-ara1 | 0565IbnFunduqBayhaqi.TatimmatSiwanHikma.Shamela0000273-ara1,2
openiti:0566MutawakkilAhmad.UsulAhkam,0566MutawakkilAhmad.UsulAhkam,Multiple OpenITI digital versions of one work,0566MutawakkilAhmad.UsulAhkam.Zaydiyya0000010-ara2 | 0566MutawakkilAhmad.UsulAhkam.Zaydiyya0000357-ara1 | 0566MutawakkilAhmad.UsulAhkam.Zaydiyya0000390Vols-ara1,3
openiti:0567CarqalaKalbi.Diwan,0567CarqalaKalbi.Diwan,Multiple OpenITI digital versions of one work,0567CarqalaKalbi.Diwan.JK007621-ara1 | 0567CarqalaKalbi.Diwan.ShamAY0037935-ara1,2
openiti:0569CumaraYamani.NukatCasriyya,0569CumaraYamani.NukatCasriyya,Multiple OpenITI digital versions of one work,0569CumaraYamani.NukatCasriyya.Kraken22030819564100-ara1 | 0569CumaraYamani.NukatCasriyya.Shamela0009248BK1-ara1,2
openiti:0569IbnAhmadCattarHamadhani.Futya,0569IbnAhmadCattarHamadhani.Futya,Multiple OpenITI digital versions of one work,0569IbnAhmadCattarHamadhani.Futya.JK001050-ara1 | 0569IbnAhmadCattarHamadhani.Futya.Shamela0006429-ara1,2
openiti:0570IbnMuhammadKarabisiNaysaburi.Furuq,0570IbnMuhammadKarabisiNaysaburi.Furuq,Multiple OpenITI digital versions of one work,0570IbnMuhammadKarabisiNaysaburi.Furuq.JK000234-ara1 | 0570IbnMuhammadKarabisiNaysaburi.Furuq.Shamela0008182-ara1,2
openiti:0570IbnYahyaSamawalMaghribi.IfhamYahud,0570IbnYahyaSamawalMaghribi.IfhamYahud,Multiple OpenITI digital versions of one work,0570IbnYahyaSamawalMaghribi.IfhamYahud.JK001024-ara1 | 0570IbnYahyaSamawalMaghribi.IfhamYahud.ShamAY0000406-ara1 | 0570IbnYahyaSamawalMaghribi.IfhamYahud.Shamela0006529-ara1 | 0570IbnYahyaSamawalMaghribi.IfhamYahud.Shamela0010719-ara2,4
openiti:0571IbnCasakir.ArbacunaBuldaniyya,0571IbnCasakir.ArbacunaBuldaniyya,Multiple OpenITI digital versions of one work,0571IbnCasakir.ArbacunaBuldaniyya.JK000854-ara1 | 0571IbnCasakir.ArbacunaBuldaniyya.JK010919-ara1 | 0571IbnCasakir.ArbacunaBuldaniyya.ShamAY0033614-ara1 | 0571IbnCasakir.ArbacunaBuldaniyya.Shamela0005713-ara1 | 0571IbnCasakir.ArbacunaBuldaniyya.Shia002174-ara1,5
openiti:0571IbnCasakir.ArbacunaFiHathth,0571IbnCasakir.ArbacunaFiHathth,Multiple OpenITI digital versions of one work,0571IbnCasakir.ArbacunaFiHathth.JK000616-ara1 | 0571IbnCasakir.ArbacunaFiHathth.Shamela0005716-ara1,2
openiti:0571IbnCasakir.KashfMughatta,0571IbnCasakir.KashfMughatta,Multiple OpenITI digital versions of one work,0571IbnCasakir.KashfMughatta.JK001124-ara1 | 0571IbnCasakir.KashfMughatta.Shamela0006032-ara1,2
openiti:0571IbnCasakir.TabyinKadhib,0571IbnCasakir.TabyinKadhib,Multiple OpenITI digital versions of one work,0571IbnCasakir.TabyinKadhib.JK000318-ara1 | 0571IbnCasakir.TabyinKadhib.Shamela0006549-ara1,2
openiti:0571IbnCasakir.TacziyatMuslim,0571IbnCasakir.TacziyatMuslim,Multiple OpenITI digital versions of one work,0571IbnCasakir.TacziyatMuslim.JK000023-ara1 | 0571IbnCasakir.TacziyatMuslim.Shamela0006766-ara1 | 0571IbnCasakir.TacziyatMuslim.Shia002180-ara1,3
openiti:0571IbnCasakir.TarikhDimashq,0571IbnCasakir.TarikhDimashq,Multiple OpenITI digital versions of one work,0571IbnCasakir.TarikhDimashq.JK000916-ara1 | 0571IbnCasakir.TarikhDimashq.Masaha001980Vols-ara1 | 0571IbnCasakir.TarikhDimashq.Sham30K0000071-ara1 | 0571IbnCasakir.TarikhDimashq.Sham30K0004624-ara1 | 0571IbnCasakir.TarikhDimashq.Sham30K0032602-ara1 | 0571IbnCasakir.TarikhDimashq.Sham30K0032852-ara1 | 0571IbnCasakir.TarikhDimashq.Shamela0000071-ara1 | 0571IbnCasakir.TarikhDimashq.Shia003157Vols-ara1,8
openiti:0571IbnCasakir.Tawba,0571IbnCasakir.Tawba,Multiple OpenITI digital versions of one work,0571IbnCasakir.Tawba.JK000068-ara1 | 0571IbnCasakir.Tawba.ShamAY0033615-ara1 | 0571IbnCasakir.Tawba.Shamela0026465-ara1,3
openiti:0571IbnIbrahimIbnSacdKhayrAnsari.QurtCalaKamil,0571IbnIbrahimIbnSacdKhayrAnsari.QurtCalaKamil,Multiple OpenITI digital versions of one work,0571IbnIbrahimIbnSacdKhayrAnsari.QurtCalaKamil.JK010670-ara1 | 0571IbnIbrahimIbnSacdKhayrAnsari.QurtCalaKamil.Shamela0000670-ara1,2
openiti:0572RusafiBalansi.Diwan,0572RusafiBalansi.Diwan,Multiple OpenITI digital versions of one work,0572RusafiBalansi.Diwan.JK007575-ara1 | 0572RusafiBalansi.Diwan.ShamAY0037883-ara1,2
openiti:0573IbnHibatAllahQutbDinRawandi.Kharaij,0573IbnHibatAllahQutbDinRawandi.Kharaij,Multiple OpenITI digital versions of one work,0573IbnHibatAllahQutbDinRawandi.Kharaij.Masaha001018Vols-ara1 | 0573IbnHibatAllahQutbDinRawandi.Kharaij.Shia001344Vols-ara1 | 0573IbnHibatAllahQutbDinRawandi.Kharaij.Zaydiyya0000120-ara1,3
openiti:0573NashwanHimyari.HurCin,0573NashwanHimyari.HurCin,Multiple OpenITI digital versions of one work,0573NashwanHimyari.HurCin.JK010635-ara1 | 0573NashwanHimyari.HurCin.Shamela0022885-ara1,2
openiti:0573NashwanHimyari.KhulasatSiyar,0573NashwanHimyari.KhulasatSiyar,Multiple OpenITI digital versions of one work,0573NashwanHimyari.KhulasatSiyar.JK010763-ara1 | 0573NashwanHimyari.KhulasatSiyar.Shamela0000763-ara1,2
openiti:0573NashwanHimyari.ShamsCulum,0573NashwanHimyari.ShamsCulum,Multiple OpenITI digital versions of one work,0573NashwanHimyari.ShamsCulum.Masaha003682Vols-ara1 | 0573NashwanHimyari.ShamsCulum.ShamIbadiyya0000880-ara1 | 0573NashwanHimyari.ShamsCulum.Shamela0023358-ara1,3
openiti:0574ShuhdaBintAhmad.Cumda,0574ShuhdaBintAhmad.Cumda,Multiple OpenITI digital versions of one work,0574ShuhdaBintAhmad.Cumda.JK001207-ara1 | 0574ShuhdaBintAhmad.Cumda.Shamela0007375-ara1,2
openiti:0575IbnBabawayhMuntajabDin.Arbacuna,0575IbnBabawayhMuntajabDin.Arbacuna,Multiple OpenITI digital versions of one work,0575IbnBabawayhMuntajabDin.Arbacuna.Masaha004533-ara1 | 0575IbnBabawayhMuntajabDin.Arbacuna.ShamAY0032835-ara1 | 0575IbnBabawayhMuntajabDin.Arbacuna.Shia001348-ara1,3
openiti:0575IbnBabawayhMuntajabDin.Fihrist,0575IbnBabawayhMuntajabDin.Fihrist,Multiple OpenITI digital versions of one work,0575IbnBabawayhMuntajabDin.Fihrist.Masaha003497-ara1 | 0575IbnBabawayhMuntajabDin.Fihrist.Shia002937-ara1,2
openiti:0575IbnKhayrIshbili.Fahrasa,0575IbnKhayrIshbili.Fahrasa,Multiple OpenITI digital versions of one work,0575IbnKhayrIshbili.Fahrasa.JK001084-ara1 | 0575IbnKhayrIshbili.Fahrasa.Sham19Y0016626-ara2 | 0575IbnKhayrIshbili.Fahrasa.Shamela0010726-ara1,3
openiti:0576AbuTahirSilafi.MajalisKhamsa,0576AbuTahirSilafi.MajalisKhamsa,Multiple OpenITI digital versions of one work,0576AbuTahirSilafi.MajalisKhamsa.JK001154-ara1 | 0576AbuTahirSilafi.MajalisKhamsa.Shamela0005706-ara1,2
openiti:0576AbuTahirSilafi.Mashyakha,0576AbuTahirSilafi.Mashyakha,Multiple OpenITI digital versions of one work,0576AbuTahirSilafi.Mashyakha.JK000649-ara1 | 0576AbuTahirSilafi.Mashyakha.Shamela0005728-ara1,2
openiti:0576AbuTahirSilafi.MashyakhaBaghdadiyya,0576AbuTahirSilafi.MashyakhaBaghdadiyya,Multiple OpenITI digital versions of one work,0576AbuTahirSilafi.MashyakhaBaghdadiyya.Shamela0021634-ara1 | 0576AbuTahirSilafi.MashyakhaBaghdadiyya.Shamela0030623Vols-ara1,2
openiti:0576AbuTahirSilafi.MucjamSafar,0576AbuTahirSilafi.MucjamSafar,Multiple OpenITI digital versions of one work,0576AbuTahirSilafi.MucjamSafar.JK001222-ara1 | 0576AbuTahirSilafi.MucjamSafar.JK011029-ara1 | 0576AbuTahirSilafi.MucjamSafar.Shamela0001029-ara1 | 0576AbuTahirSilafi.MucjamSafar.Shamela0005805-ara1,4
openiti:0576AbuTahirSilafi.Sualat,0576AbuTahirSilafi.Sualat,Multiple OpenITI digital versions of one work,0576AbuTahirSilafi.Sualat.JK000610-ara1 | 0576AbuTahirSilafi.Sualat.ShamAY0034164-ara1 | 0576AbuTahirSilafi.Sualat.Shamela0026209-ara1,3
openiti:0576AbuTahirSilafi.Tuyuriyyat,0576AbuTahirSilafi.Tuyuriyyat,Multiple OpenITI digital versions of one work,0576AbuTahirSilafi.Tuyuriyyat.JK009391-ara1 | 0576AbuTahirSilafi.Tuyuriyyat.Shamela0009634-ara1,2
openiti:0576AbuTahirSilafi.Wajiz,0576AbuTahirSilafi.Wajiz,Multiple OpenITI digital versions of one work,0576AbuTahirSilafi.Wajiz.JK000987-ara1 | 0576AbuTahirSilafi.Wajiz.Shamela0006031-ara1,2
openiti:0576IbnCabdSalamQadi.ArbacunCalawiyya,0576IbnCabdSalamQadi.ArbacunCalawiyya,Multiple OpenITI digital versions of one work,0576IbnCabdSalamQadi.ArbacunCalawiyya.Zaydiyya0000340-ara1 | 0576IbnCabdSalamQadi.ArbacunCalawiyya.Zaydiyya0000399-ara1,2
openiti:0577AbuBarakatAnbari.AsrarCarabiyya,0577AbuBarakatAnbari.AsrarCarabiyya,Multiple OpenITI digital versions of one work,0577AbuBarakatAnbari.AsrarCarabiyya.JK000955-ara1 | 0577AbuBarakatAnbari.AsrarCarabiyya.ShamAY0034671-ara1 | 0577AbuBarakatAnbari.AsrarCarabiyya.Shamela0007502-ara1,3
openiti:0577AbuBarakatAnbari.BulghaFiFarq,0577AbuBarakatAnbari.BulghaFiFarq,Multiple OpenITI digital versions of one work,0577AbuBarakatAnbari.BulghaFiFarq.JK009167-ara1 | 0577AbuBarakatAnbari.BulghaFiFarq.Shamela0007002-ara1,2
openiti:0577AbuBarakatAnbari.InsafFiMasail,0577AbuBarakatAnbari.InsafFiMasail,Multiple OpenITI digital versions of one work,0577AbuBarakatAnbari.InsafFiMasail.JK001424-ara1 | 0577AbuBarakatAnbari.InsafFiMasail.ShamAY0034700-ara1 | 0577AbuBarakatAnbari.InsafFiMasail.Shamela0007362-ara1,3
openiti:0578IbnBashkuwal.AkhbarIbnWahb,0578IbnBashkuwal.AkhbarIbnWahb,Multiple OpenITI digital versions of one work,0578IbnBashkuwal.AkhbarIbnWahb.ShamAY0033539-ara1 | 0578IbnBashkuwal.AkhbarIbnWahb.ShamAY0033540-ara1,2
openiti:0578IbnBashkuwal.GhawamidAsma,0578IbnBashkuwal.GhawamidAsma,Multiple OpenITI digital versions of one work,0578IbnBashkuwal.GhawamidAsma.JK000726-ara1 | 0578IbnBashkuwal.GhawamidAsma.Shamela0005803-ara1,2
openiti:0578IbnBashkuwal.MaRuwiyaFiHawd,0578IbnBashkuwal.MaRuwiyaFiHawd,Multiple OpenITI digital versions of one work,0578IbnBashkuwal.MaRuwiyaFiHawd.Shamela0006753-ara1 | 0578IbnBashkuwal.MaRuwiyaFiHawd.Shia002176-ara1,2
openiti:0578IbnBashkuwal.Sila,0578IbnBashkuwal.Sila,Multiple OpenITI digital versions of one work,0578IbnBashkuwal.Sila.JK010268-ara1 | 0578IbnBashkuwal.Sila.Shamela0022788-ara1,2
openiti:0581AbuMusaMadini.KhasaisMusnadAhmad,0581AbuMusaMadini.KhasaisMusnadAhmad,Multiple OpenITI digital versions of one work,0581AbuMusaMadini.KhasaisMusnadAhmad.JK000715-ara1 | 0581AbuMusaMadini.KhasaisMusnadAhmad.Shamela0011174-ara1 | 0581AbuMusaMadini.KhasaisMusnadAhmad.Shia002177-ara1,3
openiti:0581AbuMusaMadini.Lataif,0581AbuMusaMadini.Lataif,Multiple OpenITI digital versions of one work,0581AbuMusaMadini.Lataif.Shamela0026878-ara1 | 0581AbuMusaMadini.Lataif.Shamela0029911-ara1,2
openiti:0581AbuMusaMadini.NuzhatHuffaz,0581AbuMusaMadini.NuzhatHuffaz,Multiple OpenITI digital versions of one work,0581AbuMusaMadini.NuzhatHuffaz.JK000614-ara1 | 0581AbuMusaMadini.NuzhatHuffaz.Shamela0005995-ara1,2
openiti:0581AbuQasimSuhayli.Faraid,0581AbuQasimSuhayli.Faraid,Multiple OpenITI digital versions of one work,0581AbuQasimSuhayli.Faraid.JK000301-ara1 | 0581AbuQasimSuhayli.Faraid.Shamela0006251-ara1,2
openiti:0581AbuQasimSuhayli.RawdUnuf,0581AbuQasimSuhayli.RawdUnuf,Multiple OpenITI digital versions of one work,0581AbuQasimSuhayli.RawdUnuf.JK001463-ara1 | 0581AbuQasimSuhayli.RawdUnuf.Masaha002028Vols-ara1 | 0581AbuQasimSuhayli.RawdUnuf.Shamela0001514-ara1 | 0581AbuQasimSuhayli.RawdUnuf.Shamela0006864-ara1,4
openiti:0581IbnKharratIshbili.AhkamSharciyya,0581IbnKharratIshbili.AhkamSharciyya,Multiple OpenITI digital versions of one work,0581IbnKharratIshbili.AhkamSharciyya.JK009141-ara1 | 0581IbnKharratIshbili.AhkamSharciyya.Shamela0004289-ara1,2
openiti:0581IbnKharratIshbili.CaqibaFiDhikrMawt,0581IbnKharratIshbili.CaqibaFiDhikrMawt,Multiple OpenITI digital versions of one work,0581IbnKharratIshbili.CaqibaFiDhikrMawt.JK000030-ara1 | 0581IbnKharratIshbili.CaqibaFiDhikrMawt.Shamela0006862-ara1,2
openiti:0582IbnBarri.FiTacrib,0582IbnBarri.FiTacrib,Multiple OpenITI digital versions of one work,0582IbnBarri.FiTacrib.JK001246-ara1 | 0582IbnBarri.FiTacrib.Shamela0007060-ara1,2
openiti:0582IbnBarri.GhalatDucafaMinFuqaha,0582IbnBarri.GhalatDucafaMinFuqaha,Multiple OpenITI digital versions of one work,0582IbnBarri.GhalatDucafaMinFuqaha.JK006917-ara1 | 0582IbnBarri.GhalatDucafaMinFuqaha.Shamela0006922-ara1,2
openiti:0583SibtIbnTacawidhiShacir.Diwan,0583SibtIbnTacawidhiShacir.Diwan,Multiple OpenITI digital versions of one work,0583SibtIbnTacawidhiShacir.Diwan.JK007618-ara1 | 0583SibtIbnTacawidhiShacir.Diwan.ShamAY0037949-ara1,2
openiti:0584IbnMunqidhShayzari.BadicFiNaqdShicr,0584IbnMunqidhShayzari.BadicFiNaqdShicr,Multiple OpenITI digital versions of one work,0584IbnMunqidhShayzari.BadicFiNaqdShicr.JK010749-ara1 | 0584IbnMunqidhShayzari.BadicFiNaqdShicr.Shamela0009225-ara1,2
openiti:0584IbnMunqidhShayzari.Diwan,0584IbnMunqidhShayzari.Diwan,Multiple OpenITI digital versions of one work,0584IbnMunqidhShayzari.Diwan.JK007587-ara1 | 0584IbnMunqidhShayzari.Diwan.ShamAY0037915-ara1,2
openiti:0584IbnMunqidhShayzari.Ictibar,0584IbnMunqidhShayzari.Ictibar,Multiple OpenITI digital versions of one work,0584IbnMunqidhShayzari.Ictibar.JK009309-ara1 | 0584IbnMunqidhShayzari.Ictibar.Shamela0021564-ara1,2
openiti:0584IbnMunqidhShayzari.LubabAdab,0584IbnMunqidhShayzari.LubabAdab,Multiple OpenITI digital versions of one work,0584IbnMunqidhShayzari.LubabAdab.JK010729-ara1 | 0584IbnMunqidhShayzari.LubabAdab.Shamela0010496-ara1,2
openiti:0584IbnMusaHazimi.Amakin,0584IbnMusaHazimi.Amakin,Multiple OpenITI digital versions of one work,0584IbnMusaHazimi.Amakin.JK010104-ara1 | 0584IbnMusaHazimi.Amakin.Shamela0000122-ara1,2
openiti:0584IbnMusaHazimi.CujalatMubtadi,0584IbnMusaHazimi.CujalatMubtadi,Multiple OpenITI digital versions of one work,0584IbnMusaHazimi.CujalatMubtadi.JK010497-ara1 | 0584IbnMusaHazimi.CujalatMubtadi.Shamela0096966-ara1,2
openiti:0585IbnCaliIbnZuhraHalabi.GhunyatNuzuc,0585IbnCaliIbnZuhraHalabi.GhunyatNuzuc,Multiple OpenITI digital versions of one work,0585IbnCaliIbnZuhraHalabi.GhunyatNuzuc.Masaha000707-ara1 | 0585IbnCaliIbnZuhraHalabi.GhunyatNuzuc.Shia000048-ara1,2
openiti:0586IbnMuhammadAbuNasrCattabi.SharhNukat,0586IbnMuhammadAbuNasrCattabi.SharhNukat,Multiple OpenITI digital versions of one work,0586IbnMuhammadAbuNasrCattabi.SharhNukat.JK000285-ara1 | 0586IbnMuhammadAbuNasrCattabi.SharhNukat.JK000891-ara1 | 0586IbnMuhammadAbuNasrCattabi.SharhNukat.Shamela0022362-ara1,3
openiti:0587AbuMacaliFurawi.Subaciyyat,0587AbuMacaliFurawi.Subaciyyat,Multiple OpenITI digital versions of one work,0587AbuMacaliFurawi.Subaciyyat.JK011523-ara1 | 0587AbuMacaliFurawi.Subaciyyat.Shamela0009664-ara1,2
openiti:0587IbnMascudCalaDinKasani.BadaicSanaic,0587IbnMascudCalaDinKasani.BadaicSanaic,Multiple OpenITI digital versions of one work,0587IbnMascudCalaDinKasani.BadaicSanaic.JK000150-ara1 | 0587IbnMascudCalaDinKasani.BadaicSanaic.Shamela0008183-ara1 | 0587IbnMascudCalaDinKasani.BadaicSanaic.Shia000956Vols-ara1,3
openiti:0588IbnShahrAshub.MacalimCulama,0588IbnShahrAshub.MacalimCulama,Multiple OpenITI digital versions of one work,0588IbnShahrAshub.MacalimCulama.Masaha003552-ara1 | 0588IbnShahrAshub.MacalimCulama.Shia002938-ara1,2
openiti:0588IbnShahrAshub.ManaqibAlAbiTalib,0588IbnShahrAshub.ManaqibAlAbiTalib,Multiple OpenITI digital versions of one work,0588IbnShahrAshub.ManaqibAlAbiTalib.Masaha003007Vols-ara1 | 0588IbnShahrAshub.ManaqibAlAbiTalib.Shia001349Vols-ara1,2
