duplicate_group_id,work_id,reason,digital_version_ids,count
openiti:0388AbuSulaymanKhattabi.GhunyaCanKalam,0388AbuSulaymanKhattabi.GhunyaCanKalam,Multiple OpenITI digital versions of one work,0388AbuSulaymanKhattabi.GhunyaCanKalam.JK000361-ara1 | 0388AbuSulaymanKhattabi.GhunyaCanKalam.ShamAY0033606-ara1,2
openiti:0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin,0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin,Multiple OpenITI digital versions of one work,0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin.JK006918-ara1 | 0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin.Shamela0006923-ara1 | 0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin.Shia002089-ara1,3
openiti:0388IbnBukayrSayrafi.FadailTasmiyya,0388IbnBukayrSayrafi.FadailTasmiyya,Multiple OpenITI digital versions of one work,0388IbnBukayrSayrafi.FadailTasmiyya.JK000569-ara1 | 0388IbnBukayrSayrafi.FadailTasmiyya.Shamela0013135-ara1 | 0388IbnBukayrSayrafi.FadailTasmiyya.Shia002090-ara1,3
openiti:0388IbnHasanHatimi.RisalaWadiha,0388IbnHasanHatimi.RisalaWadiha,Multiple OpenITI digital versions of one work,0388IbnHasanHatimi.RisalaWadiha.JK010777-ara1 | 0388IbnHasanHatimi.RisalaWadiha.Shamela0000777-ara1,2
openiti:0388Shabushti.Diyarat,0388Shabushti.Diyarat,Multiple OpenITI digital versions of one work,0388Shabushti.Diyarat.JK010589-ara1 | 0388Shabushti.Diyarat.LAL2023060101-ara2 | 0388Shabushti.Diyarat.Shamela0000589-ara1,3
openiti:0390IbnCabdAllahCaskari.HaththCalaTalabCilm,0390IbnCabdAllahCaskari.HaththCalaTalabCilm,Multiple OpenITI digital versions of one work,0390IbnCabdAllahCaskari.HaththCalaTalabCilm.JK001096-ara1 | 0390IbnCabdAllahCaskari.HaththCalaTalabCilm.Shamela0006861-ara1,2
openiti:0390IbnZakariyaNahrawani.JalisSalih,0390IbnZakariyaNahrawani.JalisSalih,Multiple OpenITI digital versions of one work,0390IbnZakariyaNahrawani.JalisSalih.JK010552-ara1 | 0390IbnZakariyaNahrawani.JalisSalih.Shamela0007301-ara1,2
openiti:0390Muqaddasi.AhsanTaqasim,0390Muqaddasi.AhsanTaqasim,Multiple OpenITI digital versions of one work,0390Muqaddasi.AhsanTaqasim.JK000413-ara2 | 0390Muqaddasi.AhsanTaqasim.MSG20191024-ara1 | 0390Muqaddasi.AhsanTaqasim.MSG20230908-ara1 | 0390Muqaddasi.AhsanTaqasim.Masaha004475-ara1 | 0390Muqaddasi.AhsanTaqasim.ShamAY0033807-ara2 | 0390Muqaddasi.AhsanTaqasim.Shamela0023696-ara1,6
openiti:0392IbnCabdCazizJurjani.Wisata,0392IbnCabdCazizJurjani.Wisata,Multiple OpenITI digital versions of one work,0392IbnCabdCazizJurjani.Wisata.JK010638-ara1 | 0392IbnCabdCazizJurjani.Wisata.Shamela0000489-ara1,2
openiti:0392IbnJinniMawsili.AlfazMahmuza,0392IbnJinniMawsili.AlfazMahmuza,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.AlfazMahmuza.JK001497-ara1 | 0392IbnJinniMawsili.AlfazMahmuza.Shamela0006979-ara1,2
openiti:0392IbnJinniMawsili.Carud,0392IbnJinniMawsili.Carud,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.Carud.JK000956-ara1 | 0392IbnJinniMawsili.Carud.Shamela0006917-ara1,2
openiti:0392IbnJinniMawsili.CilalTathniya,0392IbnJinniMawsili.CilalTathniya,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.CilalTathniya.JK001272-ara1 | 0392IbnJinniMawsili.CilalTathniya.Shamela0006995-ara1,2
openiti:0392IbnJinniMawsili.CuqudHamz,0392IbnJinniMawsili.CuqudHamz,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.CuqudHamz.JK006987-ara1 | 0392IbnJinniMawsili.CuqudHamz.Shamela0006994-ara1,2
openiti:0392IbnJinniMawsili.Khasais,0392IbnJinniMawsili.Khasais,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.Khasais.JK001302-ara1 | 0392IbnJinniMawsili.Khasais.Shamela0009986-ara1,2
openiti:0392IbnJinniMawsili.LumacFiCarabiyya,0392IbnJinniMawsili.LumacFiCarabiyya,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.LumacFiCarabiyya.JK001134-ara1 | 0392IbnJinniMawsili.LumacFiCarabiyya.Shamela0006987-ara1,2
openiti:0392IbnJinniMawsili.MubhijFiTafsirAsmaShucara,0392IbnJinniMawsili.MubhijFiTafsirAsmaShucara,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.MubhijFiTafsirAsmaShucara.JK010614-ara1 | 0392IbnJinniMawsili.MubhijFiTafsirAsmaShucara.Shamela0009244-ara1,2
openiti:0392IbnJinniMawsili.SirrSinacatIcrab,0392IbnJinniMawsili.SirrSinacatIcrab,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.SirrSinacatIcrab.JK001326-ara1 | 0392IbnJinniMawsili.SirrSinacatIcrab.ShamAY0034702-ara1 | 0392IbnJinniMawsili.SirrSinacatIcrab.Shamela0012017-ara1,3
openiti:0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl,0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl,Multiple OpenITI digital versions of one work,0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl.JK010668-ara1 | 0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl.ShamAY0031951-ara1 | 0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl.Shamela0000668-ara1,3
openiti:0393AbuTahirMukhallis.SabcatMajalis,0393AbuTahirMukhallis.SabcatMajalis,Multiple OpenITI digital versions of one work,0393AbuTahirMukhallis.SabcatMajalis.Shamela0008233-ara1 | 0393AbuTahirMukhallis.SabcatMajalis.Shamela0009107BK5-ara1,2
openiti:0393IbnHammadJawhari.SihahTajLugha,0393IbnHammadJawhari.SihahTajLugha,Multiple OpenITI digital versions of one work,0393IbnHammadJawhari.SihahTajLugha.Masaha000955Vols-ara1 | 0393IbnHammadJawhari.SihahTajLugha.Shamela0023235-ara1 | 0393IbnHammadJawhari.SihahTajLugha.Shia003906Vols-ara1,3
openiti:0393IbnWakicTinnisi.MunsifLiSariq,0393IbnWakicTinnisi.MunsifLiSariq,Multiple OpenITI digital versions of one work,0393IbnWakicTinnisi.MunsifLiSariq.JK010776-ara1 | 0393IbnWakicTinnisi.MunsifLiSariq.Shamela0031373-ara1,2
openiti:0395AbuHilalCaskari.Awail,0395AbuHilalCaskari.Awail,Multiple OpenITI digital versions of one work,0395AbuHilalCaskari.Awail.JK010370-ara1 | 0395AbuHilalCaskari.Awail.Shamela0010529-ara1,2
openiti:0395AbuHilalCaskari.DiwanMacani,0395AbuHilalCaskari.DiwanMacani,Multiple OpenITI digital versions of one work,0395AbuHilalCaskari.DiwanMacani.JK006921-ara1 | 0395AbuHilalCaskari.DiwanMacani.Shamela0006909-ara1,2
openiti:0395AbuHilalCaskari.FuruqLughawiyya,0395AbuHilalCaskari.FuruqLughawiyya,Multiple OpenITI digital versions of one work,0395AbuHilalCaskari.FuruqLughawiyya.JK006960-ara1 | 0395AbuHilalCaskari.FuruqLughawiyya.Masaha004742-ara1 | 0395AbuHilalCaskari.FuruqLughawiyya.Shamela0001736-ara1 | 0395AbuHilalCaskari.FuruqLughawiyya.Shamela0010414-ara1 | 0395AbuHilalCaskari.FuruqLughawiyya.Shia003912-ara1,5
openiti:0395AbuHilalCaskari.JamharatAmthal,0395AbuHilalCaskari.JamharatAmthal,Multiple OpenITI digital versions of one work,0395AbuHilalCaskari.JamharatAmthal.JK000972-ara1 | 0395AbuHilalCaskari.JamharatAmthal.JK010560-ara1 | 0395AbuHilalCaskari.JamharatAmthal.Shamela0006897-ara1,3
openiti:0395AbuHilalCaskari.Sinacatayn,0395AbuHilalCaskari.Sinacatayn,Multiple OpenITI digital versions of one work,0395AbuHilalCaskari.Sinacatayn.JK006910-ara1 | 0395AbuHilalCaskari.Sinacatayn.Shamela0023787-ara1,2
openiti:0395IbnFarisQazwini.Ittibac,0395IbnFarisQazwini.Ittibac,Multiple OpenITI digital versions of one work,0395IbnFarisQazwini.Ittibac.JK009165-ara1 | 0395IbnFarisQazwini.Ittibac.Shamela0006933-ara1,2
openiti:0395IbnFarisQazwini.MucjamMaqayis,0395IbnFarisQazwini.MucjamMaqayis,Multiple OpenITI digital versions of one work,0395IbnFarisQazwini.MucjamMaqayis.JK008008-ara1 | 0395IbnFarisQazwini.MucjamMaqayis.Masaha003703Vols-ara1 | 0395IbnFarisQazwini.MucjamMaqayis.Shamela0021710-ara1 | 0395IbnFarisQazwini.MucjamMaqayis.Shia003913Vols-ara1,4
openiti:0395IbnFarisQazwini.Sahibi,0395IbnFarisQazwini.Sahibi,Multiple OpenITI digital versions of one work,0395IbnFarisQazwini.Sahibi.JK010092-ara1 | 0395IbnFarisQazwini.Sahibi.Shamela0009977-ara1,2
openiti:0395IbnMandaMuhammad.Amali,0395IbnMandaMuhammad.Amali,Multiple OpenITI digital versions of one work,0395IbnMandaMuhammad.Amali.Shamela0021663-ara1 | 0395IbnMandaMuhammad.Amali.Shamela0029737-ara1 | 0395IbnMandaMuhammad.Amali.Shamela0030769-ara1,3
openiti:0395IbnMandaMuhammad.FathBab,0395IbnMandaMuhammad.FathBab,Multiple OpenITI digital versions of one work,0395IbnMandaMuhammad.FathBab.JK007024-ara1 | 0395IbnMandaMuhammad.FathBab.Shamela0005813-ara1,2
openiti:0395IbnMandaMuhammad.Fawaid,0395IbnMandaMuhammad.Fawaid,Multiple OpenITI digital versions of one work,0395IbnMandaMuhammad.Fawaid.JK000587-ara1 | 0395IbnMandaMuhammad.Fawaid.Shamela0009347-ara1,2
openiti:0395IbnMandaMuhammad.Iman,0395IbnMandaMuhammad.Iman,Multiple OpenITI digital versions of one work,0395IbnMandaMuhammad.Iman.JK000384-ara1 | 0395IbnMandaMuhammad.Iman.Shamela0013005-ara1,2
openiti:0395IbnMandaMuhammad.MusnadIbnAdham,0395IbnMandaMuhammad.MusnadIbnAdham,Multiple OpenITI digital versions of one work,0395IbnMandaMuhammad.MusnadIbnAdham.JK000570-ara1 | 0395IbnMandaMuhammad.MusnadIbnAdham.Shamela0013153-ara1 | 0395IbnMandaMuhammad.MusnadIbnAdham.Shia002091-ara1,3
openiti:0395IbnMandaMuhammad.RaddCalaJahmiyya,0395IbnMandaMuhammad.RaddCalaJahmiyya,Multiple OpenITI digital versions of one work,0395IbnMandaMuhammad.RaddCalaJahmiyya.JK000248-ara1 | 0395IbnMandaMuhammad.RaddCalaJahmiyya.Shamela0003976-ara1 | 0395IbnMandaMuhammad.RaddCalaJahmiyya.Shamela0013022-ara1,3
openiti:0395IbnMandaMuhammad.RisalaFiFadlAkhbar,0395IbnMandaMuhammad.RisalaFiFadlAkhbar,Multiple OpenITI digital versions of one work,0395IbnMandaMuhammad.RisalaFiFadlAkhbar.JK000714-ara1 | 0395IbnMandaMuhammad.RisalaFiFadlAkhbar.Shamela0006015-ara1,2
openiti:0395IbnMandaMuhammad.Tawhid,0395IbnMandaMuhammad.Tawhid,Multiple OpenITI digital versions of one work,0395IbnMandaMuhammad.Tawhid.JK011329-ara1 | 0395IbnMandaMuhammad.Tawhid.Shamela0008210-ara1,2
openiti:0398AbuNasrKalabadhi.HidayaWaIrshad,0398AbuNasrKalabadhi.HidayaWaIrshad,Multiple OpenITI digital versions of one work,0398AbuNasrKalabadhi.HidayaWaIrshad.JK000689-ara1 | 0398AbuNasrKalabadhi.HidayaWaIrshad.Shamela0010902-ara1,2
openiti:0398BadicZamanHamadhani.Diwan,0398BadicZamanHamadhani.Diwan,Multiple OpenITI digital versions of one work,0398BadicZamanHamadhani.Diwan.JK007612-ara1 | 0398BadicZamanHamadhani.Diwan.ShamAY0037929-ara1,2
openiti:0398BadicZamanHamadhani.Maqamat,0398BadicZamanHamadhani.Maqamat,Multiple OpenITI digital versions of one work,0398BadicZamanHamadhani.Maqamat.JK009269-ara1 | 0398BadicZamanHamadhani.Maqamat.ShamAY0033792-ara1 | 0398BadicZamanHamadhani.Maqamat.Shamela0028113-ara1,3
openiti:0398IbnHarunDabbi.Amali,0398IbnHarunDabbi.Amali,Multiple OpenITI digital versions of one work,0398IbnHarunDabbi.Amali.ShamAY0032899-ara1 | 0398IbnHarunDabbi.Amali.ShamAY0032900-ara1,2
openiti:0399IbnAbiZamanaynIlbiri.RiyadJanna,0399IbnAbiZamanaynIlbiri.RiyadJanna,Multiple OpenITI digital versions of one work,0399IbnAbiZamanaynIlbiri.RiyadJanna.JK009194-ara1 | 0399IbnAbiZamanaynIlbiri.RiyadJanna.Shamela0009698-ara1,2
openiti:0399IbnAbiZamanaynIlbiri.Tafsir,0399IbnAbiZamanaynIlbiri.Tafsir,Multiple OpenITI digital versions of one work,0399IbnAbiZamanaynIlbiri.Tafsir.JK007095-ara1 | 0399IbnAbiZamanaynIlbiri.Tafsir.Shamela0002154-ara1 | 0399IbnAbiZamanaynIlbiri.Tafsir.Shia002520Vols-ara1 | 0399IbnAbiZamanaynIlbiri.Tafsir.Tafsir02104-ara1,4
openiti:0400AbuMajdalus.SharhAmana,0400AbuMajdalus.SharhAmana,Multiple OpenITI digital versions of one work,0400AbuMajdalus.SharhAmana.Tertullian002-ara1 | 0400AbuMajdalus.SharhAmana.Tertullian004-ara1,2
openiti:0400IbnCamashliqJacfari.JuzIbnCamashliq,0400IbnCamashliqJacfari.JuzIbnCamashliq,Multiple OpenITI digital versions of one work,0400IbnCamashliqJacfari.JuzIbnCamashliq.JK000589-ara1 | 0400IbnCamashliqJacfari.JuzIbnCamashliq.Shamela0005660-ara1 | 0400IbnCamashliqJacfari.JuzIbnCamashliq.Shia002092-ara1,3
openiti:0400IbnHusaynYamani.MudahatAmthal,0400IbnHusaynYamani.MudahatAmthal,Multiple OpenITI digital versions of one work,0400IbnHusaynYamani.MudahatAmthal.JK009361-ara1 | 0400IbnHusaynYamani.MudahatAmthal.Shamela0000674-ara1,2
openiti:0400IbnJarirTabariSaghir.Mustarshid,0400IbnJarirTabariSaghir.Mustarshid,Multiple OpenITI digital versions of one work,0400IbnJarirTabariSaghir.Mustarshid.Masaha002862-ara1 | 0400IbnJarirTabariSaghir.Mustarshid.Shia001285-ara1,2
openiti:0400IbnJarirTabariSaghir.NawadirMucjizat,0400IbnJarirTabariSaghir.NawadirMucjizat,Multiple OpenITI digital versions of one work,0400IbnJarirTabariSaghir.NawadirMucjizat.Masaha003034-ara1 | 0400IbnJarirTabariSaghir.NawadirMucjizat.Shia001287-ara1,2
openiti:0400IbnMuhammadBusti.QasidatCunwanHukm,0400IbnMuhammadBusti.QasidatCunwanHukm,Multiple OpenITI digital versions of one work,0400IbnMuhammadBusti.QasidatCunwanHukm.JK000037-ara1 | 0400IbnMuhammadBusti.QasidatCunwanHukm.Shamela0006873-ara1,2
openiti:0400IbnMuhammadKhazzaz.KifayatAthar,0400IbnMuhammadKhazzaz.KifayatAthar,Multiple OpenITI digital versions of one work,0400IbnMuhammadKhazzaz.KifayatAthar.Masaha002493-ara1 | 0400IbnMuhammadKhazzaz.KifayatAthar.Shia001154-ara1,2
openiti:0400IbnTahirMaqdisi.BadWaTarikh,0400IbnTahirMaqdisi.BadWaTarikh,Multiple OpenITI digital versions of one work,0400IbnTahirMaqdisi.BadWaTarikh.JK001289-ara1 | 0400IbnTahirMaqdisi.BadWaTarikh.Shamela0012318-ara1,2
openiti:0400IshaqMunajjim.AkamMarjan,0400IshaqMunajjim.AkamMarjan,Multiple OpenITI digital versions of one work,0400IshaqMunajjim.AkamMarjan.Masaha004478-ara1 | 0400IshaqMunajjim.AkamMarjan.Shamela0011568-ara1,2
openiti:0401IbnAyyashJawhari.MuqtadabAthar,0401IbnAyyashJawhari.MuqtadabAthar,Multiple OpenITI digital versions of one work,0401IbnAyyashJawhari.MuqtadabAthar.Masaha003308-ara1 | 0401IbnAyyashJawhari.MuqtadabAthar.Shia001289-ara1,2
openiti:0402MuhammadSaydawi.MucjamShuyukh,0402MuhammadSaydawi.MucjamShuyukh,Multiple OpenITI digital versions of one work,0402MuhammadSaydawi.MucjamShuyukh.JK000667-ara1 | 0402MuhammadSaydawi.MucjamShuyukh.Shamela0013177-ara1,2
openiti:0403AbuBakrBaqillani.IcjazQuran,0403AbuBakrBaqillani.IcjazQuran,Multiple OpenITI digital versions of one work,0403AbuBakrBaqillani.IcjazQuran.JK001020-ara1 | 0403AbuBakrBaqillani.IcjazQuran.Rafed0003267-ara1 | 0403AbuBakrBaqillani.IcjazQuran.Shamela0000953-ara1 | 0403AbuBakrBaqillani.IcjazQuran.Shia002525-ara1,4
openiti:0403AbuBakrBaqillani.Insaf,0403AbuBakrBaqillani.Insaf,Multiple OpenITI digital versions of one work,0403AbuBakrBaqillani.Insaf.JK009220-ara1 | 0403AbuBakrBaqillani.Insaf.JK010425-ara1 | 0403AbuBakrBaqillani.Insaf.ShamAY0035407-ara1,3
openiti:0403AbuBakrBaqillani.TamhidAwail,0403AbuBakrBaqillani.TamhidAwail,Multiple OpenITI digital versions of one work,0403AbuBakrBaqillani.TamhidAwail.JK001262-ara1 | 0403AbuBakrBaqillani.TamhidAwail.Shamela0006389-ara1 | 0403AbuBakrBaqillani.TamhidAwail.Shia002526-ara1,3
openiti:0403IbnFaradi.TarikhCulamaAndalus,0403IbnFaradi.TarikhCulamaAndalus,Multiple OpenITI digital versions of one work,0403IbnFaradi.TarikhCulamaAndalus.JK001462-ara1 | 0403IbnFaradi.TarikhCulamaAndalus.Shamela0030743-ara1,2
openiti:0403IbnZanjala.HujjatQiraat,0403IbnZanjala.HujjatQiraat,Multiple OpenITI digital versions of one work,0403IbnZanjala.HujjatQiraat.JK000875-ara1 | 0403IbnZanjala.HujjatQiraat.Shamela0005531-ara1,2
openiti:0405AbuFadlHarawi.MucjamFiMushtabah,0405AbuFadlHarawi.MucjamFiMushtabah,Multiple OpenITI digital versions of one work,0405AbuFadlHarawi.MucjamFiMushtabah.JK000867-ara1 | 0405AbuFadlHarawi.MucjamFiMushtabah.Shamela0005804-ara1,2
openiti:0405CabdKarimNahshaliQayrawani.Mumtic,0405CabdKarimNahshaliQayrawani.Mumtic,Multiple OpenITI digital versions of one work,0405CabdKarimNahshaliQayrawani.Mumtic.Sham19Y0014786-ara1 | 0405CabdKarimNahshaliQayrawani.Mumtic.ShamAY0032088-ara1,2
openiti:0405HakimNaysaburi.MacrifatCulumHadith,0405HakimNaysaburi.MacrifatCulumHadith,Multiple OpenITI digital versions of one work,0405HakimNaysaburi.MacrifatCulumHadith.JK000108-ara1 | 0405HakimNaysaburi.MacrifatCulumHadith.ShamAY0034041-ara1 | 0405HakimNaysaburi.MacrifatCulumHadith.Shamela0013179-ara1 | 0405HakimNaysaburi.MacrifatCulumHadith.Shia002093-ara1,4
openiti:0405HakimNaysaburi.MadkhalIlaIklil,0405HakimNaysaburi.MadkhalIlaIklil,Multiple OpenITI digital versions of one work,0405HakimNaysaburi.MadkhalIlaIklil.JK000804-ara1 | 0405HakimNaysaburi.MadkhalIlaIklil.Shamela0005997-ara1,2
openiti:0405HakimNaysaburi.MadkhalIlaSahih,0405HakimNaysaburi.MadkhalIlaSahih,Multiple OpenITI digital versions of one work,0405HakimNaysaburi.MadkhalIlaSahih.JK000719-ara1 | 0405HakimNaysaburi.MadkhalIlaSahih.ShamAY0034014-ara1 | 0405HakimNaysaburi.MadkhalIlaSahih.Shamela0006027-ara1,3
openiti:0405HakimNaysaburi.Mustadrak,0405HakimNaysaburi.Mustadrak,Multiple OpenITI digital versions of one work,0405HakimNaysaburi.Mustadrak.JK000467-ara1 | 0405HakimNaysaburi.Mustadrak.ShamAY0033941-ara3 | 0405HakimNaysaburi.Mustadrak.ShamAY0033945-ara4 | 0405HakimNaysaburi.Mustadrak.Shamela0002266-ara1 | 0405HakimNaysaburi.Mustadrak.Shia001750Vols-ara1,5
openiti:0405HakimNaysaburi.Sualat,0405HakimNaysaburi.Sualat,Multiple OpenITI digital versions of one work,0405HakimNaysaburi.Sualat.ShamAY0034162-ara1 | 0405HakimNaysaburi.Sualat.ShamAY0034163-ara1 | 0405HakimNaysaburi.Sualat.Shamela0000535-ara1,3
openiti:0405HakimNaysaburi.TasmiyatManAkhrajahum,0405HakimNaysaburi.TasmiyatManAkhrajahum,Multiple OpenITI digital versions of one work,0405HakimNaysaburi.TasmiyatManAkhrajahum.JK000759-ara1 | 0405HakimNaysaburi.TasmiyatManAkhrajahum.Shamela0005853-ara1,2
openiti:0406IbnFurakIsbahani.MushkilHadith,0406IbnFurakIsbahani.MushkilHadith,Multiple OpenITI digital versions of one work,0406IbnFurakIsbahani.MushkilHadith.JK001187-ara1 | 0406IbnFurakIsbahani.MushkilHadith.Shamela0005899-ara1,2
openiti:0406IbnHabibNaysaburi.CuqalaMajanin,0406IbnHabibNaysaburi.CuqalaMajanin,Multiple OpenITI digital versions of one work,0406IbnHabibNaysaburi.CuqalaMajanin.JK010625-ara1 | 0406IbnHabibNaysaburi.CuqalaMajanin.Shamela0001593-ara1,2
openiti:0406SharifRadi.Diwan,0406SharifRadi.Diwan,Multiple OpenITI digital versions of one work,0406SharifRadi.Diwan.JK007608-ara1 | 0406SharifRadi.Diwan.Masaha003399Vols-ara1 | 0406SharifRadi.Diwan.ShamAY0037890-ara1,3
openiti:0406SharifRadi.NahjBalagha,0406SharifRadi.NahjBalagha,Multiple OpenITI digital versions of one work,0406SharifRadi.NahjBalagha.Shia20200618-ara1 | 0406SharifRadi.NahjBalagha.Zaydiyya0000009-ara2 | 0406SharifRadi.NahjBalagha.Zaydiyya0000212-ara3,3
openiti:0409CabdGhaniAzdi.Awham,0409CabdGhaniAzdi.Awham,Multiple OpenITI digital versions of one work,0409CabdGhaniAzdi.Awham.JK000683-ara1 | 0409CabdGhaniAzdi.Awham.Shamela0013004-ara1,2
openiti:0409CabdGhaniAzdi.Mutawarin,0409CabdGhaniAzdi.Mutawarin,Multiple OpenITI digital versions of one work,0409CabdGhaniAzdi.Mutawarin.JK000395-ara1 | 0409CabdGhaniAzdi.Mutawarin.Shamela0001139-ara1 | 0409CabdGhaniAzdi.Mutawarin.Shia003486-ara1,3
openiti:0410CabdWahidTamimi.IctiqadIbnHanbal,0410CabdWahidTamimi.IctiqadIbnHanbal,Multiple OpenITI digital versions of one work,0410CabdWahidTamimi.IctiqadIbnHanbal.JK000200-ara1 | 0410CabdWahidTamimi.IctiqadIbnHanbal.ShamAY0033902-ara1,2
openiti:0410IbnMardawayh.Majalis,0410IbnMardawayh.Majalis,Multiple OpenITI digital versions of one work,0410IbnMardawayh.Majalis.JK000859-ara1 | 0410IbnMardawayh.Majalis.JK011266-ara1 | 0410IbnMardawayh.Majalis.ShamAY0038153-ara1 | 0410IbnMardawayh.Majalis.Shamela0008275-ara1 | 0410IbnMardawayh.Majalis.Shamela0026497-ara1,5
openiti:0410IbnMardawayh.ManaqibCali,0410IbnMardawayh.ManaqibCali,Multiple OpenITI digital versions of one work,0410IbnMardawayh.ManaqibCali.Masaha003294-ara1 | 0410IbnMardawayh.ManaqibCali.Shia003429-ara1,2
openiti:0410IbnSalamaBaghdadi.NasikhWaMansukh,0410IbnSalamaBaghdadi.NasikhWaMansukh,Multiple OpenITI digital versions of one work,0410IbnSalamaBaghdadi.NasikhWaMansukh.JK000444-ara1 | 0410IbnSalamaBaghdadi.NasikhWaMansukh.Shamela0005515-ara1,2
openiti:0411MuayyadAhmad.Tajrid,0411MuayyadAhmad.Tajrid,Multiple OpenITI digital versions of one work,0411MuayyadAhmad.Tajrid.Zaydiyya0000068-ara1 | 0411MuayyadAhmad.Tajrid.Zaydiyya0000267-ara1,2
openiti:0412Sulami.AdabSuhba,0412Sulami.AdabSuhba,Multiple OpenITI digital versions of one work,0412Sulami.AdabSuhba.JK000838-ara1 | 0412Sulami.AdabSuhba.Shamela0012982-ara1,2
openiti:0412Sulami.CuyubNafs,0412Sulami.CuyubNafs,Multiple OpenITI digital versions of one work,0412Sulami.CuyubNafs.JK000833-ara1 | 0412Sulami.CuyubNafs.Shamela0006786-ara1,2
openiti:0412Sulami.DhikrNiswaMutacabbidat,0412Sulami.DhikrNiswaMutacabbidat,Multiple OpenITI digital versions of one work,0412Sulami.DhikrNiswaMutacabbidat.JK001243BK2-ara1 | 0412Sulami.DhikrNiswaMutacabbidat.Shamela0006686BK2-ara1,2
openiti:0412Sulami.Majlis,0412Sulami.Majlis,Multiple OpenITI digital versions of one work,0412Sulami.Majlis.ShamAY0033640-ara1 | 0412Sulami.Majlis.Shamela0030142-ara1,2
openiti:0412Sulami.TabaqatSufiyya,0412Sulami.TabaqatSufiyya,Multiple OpenITI digital versions of one work,0412Sulami.TabaqatSufiyya.JK001243BK1-ara1 | 0412Sulami.TabaqatSufiyya.JK009213-ara1 | 0412Sulami.TabaqatSufiyya.Shamela0006686BK1-ara1,3
openiti:0412Sulami.Tafsir,0412Sulami.Tafsir,Multiple OpenITI digital versions of one work,0412Sulami.Tafsir.JK007094-ara1 | 0412Sulami.Tafsir.ShamAY0034058-ara1 | 0412Sulami.Tafsir.Shia002527Vols-ara1 | 0412Sulami.Tafsir.Tafsir03030-ara1,4
openiti:0412Sulami.Wasiyya,0412Sulami.Wasiyya,Multiple OpenITI digital versions of one work,0412Sulami.Wasiyya.JK008002-ara1 | 0412Sulami.Wasiyya.Shamela0006890-ara1,2
openiti:0413AbuIshaqHusri.JamcJawahir,0413AbuIshaqHusri.JamcJawahir,Multiple OpenITI digital versions of one work,0413AbuIshaqHusri.JamcJawahir.JK010621-ara1 | 0413AbuIshaqHusri.JamcJawahir.Shamela0000621-ara1,2
openiti:0413AbuIshaqHusri.ZahrAdab,0413AbuIshaqHusri.ZahrAdab,Multiple OpenITI digital versions of one work,0413AbuIshaqHusri.ZahrAdab.JK009230-ara1 | 0413AbuIshaqHusri.ZahrAdab.ShamAY0033784-ara1 | 0413AbuIshaqHusri.ZahrAdab.Shamela0010768-ara1,3
openiti:0413ShaykhMufid.AhkamNisa,0413ShaykhMufid.AhkamNisa,Multiple OpenITI digital versions of one work,0413ShaykhMufid.AhkamNisa.Masaha000974-ara1 | 0413ShaykhMufid.AhkamNisa.Shia000005-ara1,2
openiti:0413ShaykhMufid.Ashraf,0413ShaykhMufid.Ashraf,Multiple OpenITI digital versions of one work,0413ShaykhMufid.Ashraf.Masaha000976-ara1 | 0413ShaykhMufid.Ashraf.Shia001296-ara1 | 0413ShaykhMufid.Ashraf.Zaydiyya0000307-ara1,3
openiti:0413ShaykhMufid.AwailMaqalat,0413ShaykhMufid.AwailMaqalat,Multiple OpenITI digital versions of one work,0413ShaykhMufid.AwailMaqalat.Masaha000188-ara1 | 0413ShaykhMufid.AwailMaqalat.Shia001292-ara1 | 0413ShaykhMufid.AwailMaqalat.Zaydiyya0000323-ara1,3
openiti:0413ShaykhMufid.Cawis,0413ShaykhMufid.Cawis,Multiple OpenITI digital versions of one work,0413ShaykhMufid.Cawis.Masaha000981-ara1 | 0413ShaykhMufid.Cawis.Shia000006-ara1,2
openiti:0413ShaykhMufid.FusulCashara,0413ShaykhMufid.FusulCashara,Multiple OpenITI digital versions of one work,0413ShaykhMufid.FusulCashara.Shia001302-ara1 | 0413ShaykhMufid.FusulCashara.Zaydiyya0000318-ara1,2
openiti:0413ShaykhMufid.FusulMukhtara,0413ShaykhMufid.FusulMukhtara,Multiple OpenITI digital versions of one work,0413ShaykhMufid.FusulMukhtara.Shia001303-ara1 | 0413ShaykhMufid.FusulMukhtara.Zaydiyya0000319-ara1,2
